State,Year,Population,Property_Crime_Rate,Property_Burglary_Rate,Property_Larceny_Rate,Property_Motor_Rate,Violent_Crime_Rate,Violent_Assault_Rate,Violent_Murder_Rate,Violent_Rape_Rate,Violent_Robbery_Rate
Pennsylvania,1991,11961000,3108.6,719.6,1907.4,481.5,450,221.1,6.3,28.7,193.9
Pennsylvania,1992,12009000,2965.7,631.5,1866.5,467.7,427,212.4,6.2,27.7,180.7
Pennsylvania,1993,12048000,2853.9,582,1831.7,440.2,417.5,205.1,6.8,26.5,179
Pennsylvania,1994,12052000,2845.2,551.5,1844.3,449.3,426.7,208,5.9,26.1,186.7
Pennsylvania,1995,12072000,2937.6,561.8,1963.1,412.7,427.3,206.5,6.3,25.2,189.3
Pennsylvania,1996,12056000,3076.1,591.9,2079.9,404.2,480.3,260.5,5.7,25.2,189
Pennsylvania,1997,12020000,2989.4,567.5,2054,367.8,442.1,252.6,5.9,27.4,156.3
Pennsylvania,1998,12001000,2852.4,531.4,1965.4,355.5,420.5,223.5,5.3,26.9,164.9
Pennsylvania,1999,11994016,2693.2,467.2,1898.9,327.1,420.5,232.5,4.9,27.3,155.7
Pennsylvania,2000,12281054,2575.3,440.4,1839.2,295.8,420,240.9,4.9,26.4,147.8
Pennsylvania,2001,12303104,2547.4,441.7,1815.4,290.3,409.9,234.2,5.3,28.2,142.2
Pennsylvania,2002,12328827,2440.4,451.1,1723.1,266.2,402.1,227.6,5.1,30.3,139.2
Pennsylvania,2003,12370761,2430.2,435.9,1724.1,270.3,397.8,218.5,5.2,28.7,145.3
Pennsylvania,2004,12394471,2417.3,439.3,1728.2,249.9,411.5,228.6,5.2,28.5,149.1
Pennsylvania,2005,12405348,2422,452.5,1732,237,425,235.4,6.1,28.9,154.9
Pennsylvania,2006,12440621,2448.3,464.1,1745.4,238.8,442.3,237.8,6,29,169.6
Pennsylvania,2007,12432792,2363.5,451.2,1699.1,213.2,416.7,226.8,5.8,27.7,156.4
Pennsylvania,2008,12448279,2412.3,471.4,1760.2,180.7,410,224.8,5.7,28,151.6
Pennsylvania,2009,12604767,2199,434.5,1623.1,141.4,382.3,209.4,5.3,28.8,138.9
Pennsylvania,2010,12717722,2173.1,434.1,1607.5,131.5,366.5,205.3,5.1,27.3,128.8
Pennsylvania,2011,12743948,2224.1,454.9,1636.9,132.4,362.4,204.4,5,26.2,126.8
Pennsylvania,2012,12763536,2166.3,445.5,1603.1,117.7,348.7,194.4,5.4,26.1,122.8
Pennsylvania,2013,12773801,2060.8,407.3,1545.6,107.8,335.4,185.7,4.7,29.5,115.6
Pennsylvania,2014,12787209,1931.7,357.5,1472.2,102,314.1,173.5,4.8,29.9,105.8
Pennsylvania,2015,12802503,1812.8,309.8,1408.2,94.8,315.1,174.8,5.1,33.6,101.6
Pennsylvania,2016,12784227,1742.7,277.8,1362.8,102.1,316.4,180.1,5.2,34.7,96.4
Pennsylvania,2017,12805537,1649.4,250.3,1297.7,101.4,313.3,182.6,5.8,32.8,92.1
Pennsylvania,2018,12807060,1489.9,211.6,1175.9,102.4,306,188,6.1,35,76.9
Pennsylvania,2019,12801989,1403.4,182.4,1124.2,96.8,306.4,191.1,5.2,34,76.1
Rhode Island,1960,859488,2035.6,510.5,1216.4,308.7,36.8,19.2,1,2.3,14.2
Rhode Island,1961,867000,1833.3,454.1,1128.1,251.1,42.9,26.9,1,1.7,13.3
Rhode Island,1962,865000,1861.5,462.7,1131.6,267.3,46.5,31.1,0.8,2.1,12.5
Rhode Island,1963,885000,1948.5,538.4,1139.1,271,56.5,35.6,1.4,2.3,17.3
Rhode Island,1964,914000,2295.3,643.3,1329.9,322.1,63.2,41.6,1.2,2.7,17.7
Rhode Island,1965,920000,2172.1,596.3,1255.9,319.9,78.5,53.6,2.1,3.8,19
Rhode Island,1966,898000,2484.3,707.6,1262.7,514,94.5,62.7,1.4,5,25.4
Rhode Island,1967,900000,3007.9,896.9,1502.1,608.9,128.4,90,2.2,4.8,31.4
Rhode Island,1968,913000,3748.2,1089.6,1893.1,765.5,137.3,81.9,2.4,3.7,49.3
Rhode Island,1969,911000,3953.8,982.4,2148.2,823.2,175,94.5,3.1,4,73.4
Rhode Island,1970,949723,4064.1,1018.9,2186.2,859,204.7,119.6,3.2,3.6,78.3
Rhode Island,1971,960000,4588.3,1097.4,2511.6,979.4,221.8,128.2,3,5.6,84.9
Rhode Island,1972,968000,4302.6,1124,2282.4,896.2,250.4,159.1,1.3,8.3,81.7
Rhode Island,1973,973000,4395.8,1189.1,2312.3,894.3,282.5,173.8,3.4,8.3,97
Rhode Island,1974,937000,4831.1,1296.1,2612,923.1,282.9,180.7,3.8,7.4,91
Rhode Island,1975,927000,5341.5,1446.3,2878.4,1016.8,302.3,192.4,3,10.9,95.9
Rhode Island,1976,927000,5350.4,1414.2,3050.6,885.5,299.8,197.8,2.4,8.5,91
Rhode Island,1977,935000,5125,1489.5,2844.1,791.4,301.6,201,3.6,10.5,86.5
Rhode Island,1978,935000,4914.1,1392.6,2714.3,807.2,348.1,235,4,11,98.2
Rhode Island,1979,929000,5394.4,1550.1,3051.3,793,375.1,247,3.2,15.2,109.7
Rhode Island,1980,945835,5524.1,1716.3,2964.3,843.6,408.5,268.3,4.4,17.1,118.6
Rhode Island,1981,952000,5410.1,1654.9,2891.3,863.9,441.7,287.6,4.2,17.9,132
Rhode Island,1982,958000,4962.3,1400.2,2826.4,735.7,401.8,264,3.7,19.4,114.7
Rhode Island,1983,955000,4650.3,1332.1,2666.3,651.8,355.2,222.8,2.7,16.8,112.9
Rhode Island,1984,962000,4439.3,1184.6,2562.8,691.9,334.7,196.6,3.4,21.3,113.4
Rhode Island,1985,968000,4376.9,1232.3,2491.6,652.9,346.6,200.9,3.6,26.1,115.9
Rhode Island,1986,975000,4567,1293.9,2568.3,704.7,335.5,191.9,3.5,21.4,118.7
Rhode Island,1987,986000,4925.8,1441,2701.3,783.5,359.7,224,3.5,24.4,107.7
Rhode Island,1988,995000,4807.7,1261.3,2718.5,827.9,396.7,246.9,4.1,30.5,115.2
Rhode Island,1989,998000,4846.9,1206.9,2715.8,924.1,378,234,4.9,26.7,112.4
Rhode Island,1990,1003464,4920.8,1271.1,2695.3,954.4,431.9,280.4,4.8,24.7,122
Rhode Island,1991,1004000,4577.4,1127.5,2655.8,794.1,462,304.5,3.7,30.9,122.9
Rhode Island,1992,1005000,4183.5,1047.7,2393.2,742.6,394.5,265.5,3.6,30.9,94.5
Rhode Island,1993,1000000,4097.3,1040.9,2410.1,646.3,401.7,268.1,3.9,28.6,101.1
Rhode Island,1994,997000,3743.5,912.8,2310.8,519.9,375.5,256.8,4.1,27.4,87.3
Rhode Island,1995,990000,3876.6,932.7,2503,440.8,368,245.4,3.3,27,92.3
Rhode Island,1996,990000,3646.4,821.7,2360.3,464.3,347.2,232.4,2.5,29,83.2
Rhode Island,1997,987000,3320.9,717.6,2178.2,425,333.5,222.6,2.5,36.8,71.6
Rhode Island,1998,988000,3205.7,653,2165.1,387.6,312.1,207.5,2.4,35.5,66.7
Rhode Island,1999,990819,3296,640,2249,406.9,286.6,164,3.6,39.5,79.5
Rhode Island,2000,1048319,3178.7,631.5,2102.2,445,297.7,166.2,4.3,39.3,88
Rhode Island,2001,1059659,3373,644,2253.1,475.9,309.3,173.4,3.7,39.3,93
Rhode Island,2002,1068326,3308.2,600.5,2251.3,456.4,285.6,159,3.8,37,85.7
Rhode Island,2003,1076084,2995.2,513.3,2074.2,407.7,285.7,159.3,2.3,46.9,77.1
Rhode Island,2004,1079916,2886,506.1,2002.3,377.6,247.5,147.8,2.4,29.6,67.7
Rhode Island,2005,1073579,2728,495.4,1823,410,252,146.9,3.2,30.1,72.3
Rhode Island,2006,1067610,2614.6,510.8,1765.8,338,230.4,131.5,2.5,27.1,69.3
Rhode Island,2007,1057832,2606.8,492.1,1812.7,302,229.1,131.1,1.8,24.4,71.8
Rhode Island,2008,1050788,2845,548.7,1991.5,304.8,252.8,139.2,3,26.8,83.7
Rhode Island,2009,1053209,2616.6,546.2,1842.3,228.1,254.3,148.6,3,28.1,74.5
Rhode Island,2010,1052528,2561.4,581.8,1751.2,228.3,257.4,152,2.8,28.3,74.3
Rhode Island,2011,1050646,2662.7,650.6,1786,226.1,246.1,143.1,1.9,30.4,70.8
Rhode Island,2012,1050292,2572.3,566.4,1755.7,250.2,252.4,153.9,3.2,27.4,67.9
Rhode Island,2013,1051511,2442,533.2,1696.4,212.4,257.2,147.4,2.9,41.8,65
Rhode Island,2014,1055173,2173.6,457.1,1542.8,173.7,219.2,132.5,2.4,34.2,50.1
Rhode Island,2015,1056298,1897.5,373.7,1392.3,131.5,242.5,143.7,2.7,43.5,52.6
Rhode Island,2016,1056426,1898.7,358.6,1389,151.1,238.9,143.2,2.7,41.8,51.1
Rhode Island,2017,1059639,1751.6,303.6,1308.1,140,232.2,143.5,1.9,42,44.7
Rhode Island,2018,1057315,1660.9,265.8,1250.3,144.8,219.1,129.2,1.5,45.5,42.9
Rhode Island,2019,1059361,1534.8,219.1,1187.5,128.2,221.1,132.9,2.4,46.3,39.5
South Carolina,1960,2382594,1356.5,423.1,824.1,109.2,143.7,100.6,13.2,9.9,20.1
South Carolina,1961,2407000,1448.2,478.8,851.8,117.5,137.8,96.1,11.6,9.3,20.8
South Carolina,1962,2436000,1553.2,504.9,931.7,116.6,123.6,87.2,10.1,7.1,19.2
South Carolina,1963,2483000,1666.5,575.4,957.8,133.2,164.1,126.5,10,6,21.6
South Carolina,1964,2555000,1886.5,621.3,1095.2,170,165.9,121.5,8.1,10.6,25.8
South Carolina,1965,2542000,1681.8,526.1,1001.2,154.5,177.2,134.9,9.6,11.2,21.5
South Carolina,1966,2586000,1756.5,536.2,1060.2,160.2,226,172,11.6,13.6,28.8
South Carolina,1967,2599000,1859.6,638.8,1058.4,162.3,231.4,170.7,11.2,14.6,35
South Carolina,1968,2692000,1958.2,708.5,1065.9,183.8,217.4,146,13.6,15,42.8
South Carolina,1969,2692000,2311.6,806.5,1266.7,238.4,239.6,163,12.5,14,50
South Carolina,1970,2590516,2772,1019.4,1495.5,257.1,286.1,193.4,14.6,18,60.1
South Carolina,1971,2627000,2826.8,1030.7,1576.5,219.6,311.7,214.5,16.6,18.2,62.4
South Carolina,1972,2665000,2877.7,1116.7,1538.6,222.4,386.9,281.6,16.8,22.5,66.1
South Carolina,1973,2726000,2932.4,1194.3,1492.1,246,394.6,278.6,14.4,22.5,79.2
South Carolina,1974,2784000,3709.5,1562.4,1864.7,282.4,455.7,285.9,16.2,26.2,127.4
South Carolina,1975,2818000,4130.1,1714.2,2156.3,259.6,511.4,359.3,14.7,26.5,110.9
South Carolina,1976,2848000,4307.7,1553.6,2503.2,250.9,599.2,450,11.6,31.9,105.7
South Carolina,1977,2876000,4201.1,1613.6,2342.4,245.1,636.2,485.3,11.9,33,105.9
South Carolina,1978,2918000,4258.4,1498.6,2483.6,276.1,637.6,489.4,11.5,35.4,101.3
South Carolina,1979,2932000,4387.8,1506.1,2585.5,296.2,678.3,523.8,12.6,34.3,107.6
South Carolina,1980,3064557,4779.2,1670,2803.2,306,660,493,11.4,37.5,118.1
South Carolina,1981,3166000,4678.7,1595.7,2807.5,275.4,640.4,473.5,10.4,36.3,120.2
South Carolina,1982,3203000,4641.2,1490.9,2872.6,277.7,720,547.9,10.9,38.8,122.4
South Carolina,1983,3264000,4154.1,1294.8,2619.5,239.8,616.8,467,9.8,35,104.9
South Carolina,1984,3300000,4038.5,1231.7,2568.3,238.5,624.5,471.7,9.2,40.3,103.3
South Carolina,1985,3347000,4209.5,1253.5,2696.7,259.2,631,486.7,9.1,41.4,93.9
South Carolina,1986,3378000,4462.8,1340.3,2845.8,276.6,674.6,525.2,8.6,41.3,99.5
South Carolina,1987,3425000,4497,1358,2858.2,280.8,664.9,510.8,9.3,43.7,101.1
South Carolina,1988,3493000,4671.2,1416.2,2950.3,304.7,741.2,564.4,9.3,42.7,124.7
South Carolina,1989,3512000,4805.6,1392.8,3070.8,342.1,813.7,627.8,9.1,46.5,130.2
South Carolina,1990,3486703,5068.7,1380.4,3302.4,385.8,976.6,759.3,11.2,53.7,152.4
South Carolina,1991,3560000,5206.7,1454.9,3364.7,387.1,972.5,731.2,11.3,58.9,171.1
South Carolina,1992,3603000,4948.6,1378.5,3224.7,345.4,944.5,706,10.4,57.5,170.6
South Carolina,1993,3643000,4880,1309.2,3226.8,344,1023.4,773.4,10.3,52.3,187.3
South Carolina,1994,3664000,4970.4,1274,3336.6,359.8,1030.5,780.4,9.6,54.3,186.1
South Carolina,1995,3673000,5081.8,1254.6,3441.8,385.4,981.9,750.8,7.9,47.3,175.9
South Carolina,1996,3699000,5217.2,1283.8,3505,428.5,996.9,766.7,9,49.2,172
South Carolina,1997,3760000,5143.7,1232,3492.7,419,990.3,756.9,8.4,48.9,176.2
South Carolina,1998,3836000,4873.8,1162.7,3295.4,415.7,903.2,694.6,8,45.7,154.9
South Carolina,1999,3885736,4477.6,1019.9,3086,371.7,847.2,651.5,6.6,40.8,148.2
South Carolina,2000,4012012,4518.7,969.3,3125.2,388.5,828.1,624.5,7.3,41.4,155
South Carolina,2001,4062125,4580.2,1049,3120.1,411.1,815.2,616.1,8.1,43.5,147.4
South Carolina,2002,4103770,4479,1066,3002,411,822.7,627,7.3,47.7,140.7
South Carolina,2003,4148744,4521.7,1060.4,3080.7,380.6,806.4,612.2,7.3,47.1,139.8
South Carolina,2004,4197892,4536.9,1041.9,3120.4,374.6,789.9,610.6,6.8,42.2,130.3
South Carolina,2005,4246933,4370,1006.4,2978,386,767,582.9,7.4,43.8,133.2
South Carolina,2006,4321249,4274.5,994,2894.4,386.1,771.1,583.7,8.4,42.4,136.6
South Carolina,2007,4407709,4294.8,1030,2876.8,388,785.7,593,8.3,40.2,144.2
South Carolina,2008,4479800,4240.1,1026,2819.7,394.4,731,539.3,6.9,37.6,147.2
South Carolina,2009,4561242,3909.2,996.3,2614.4,298.5,675.2,506,6.7,36.5,126.1
South Carolina,2010,4637106,3905.4,997.6,2621.1,286.7,602.2,454.8,5.7,33.4,108.2
South Carolina,2011,4673348,3921,1013.2,2616,291.8,596.9,455,6.8,35.9,99.1
South Carolina,2012,4723723,3822.2,954.5,2588.3,279.5,558.8,421.4,6.9,35.5,95
South Carolina,2013,4774839,3624.2,857.8,2502.9,263.5,508.5,373.6,6.2,45.5,83.2
South Carolina,2014,4832482,3460.3,759.9,2433.4,267,497.7,365.8,6.4,42.8,82.7
South Carolina,2015,4896146,3293.3,705.7,2322.7,264.9,504.5,369.1,8.1,46.9,80.3
South Carolina,2016,4961119,3243.8,664.7,2298.5,280.6,501.8,365,7.4,48.1,81.3
South Carolina,2017,5024369,3195.9,623.1,2289.1,283.8,506.2,371.5,7.8,49.8,77
South Carolina,2018,5084127,3017.6,579.7,2156,281.9,488.3,362.8,7.7,47.9,69.9
South Carolina,2019,5148714,2940.3,533.4,2116.1,290.8,511.3,390.5,9,47.8,64
South Dakota,1960,680514,1122.5,247.9,788.1,86.6,41.4,24.8,2.1,5.4,9.1
South Dakota,1961,690000,1103.2,239.9,771.4,91.9,35.5,18.8,1.7,6.1,8.8
South Dakota,1962,721000,1065.2,255.6,715.7,93.9,38.7,20.9,3.3,5.8,8.6
South Dakota,1963,737000,1079,246.7,740.6,91.7,37.7,20.6,1.2,5.3,10.6
South Dakota,1964,715000,1162.2,261.5,816.4,84.3,57.1,42.1,1.3,5.5,8.3
South Dakota,1965,703000,1216.6,264.3,878.7,73.7,59,41.4,1.6,6.8,9.2
South Dakota,1966,682000,1430.6,318.9,1021.1,90.6,83.3,62.9,1.5,8.9,10
South Dakota,1967,674000,1469.7,341.5,1044.1,84.1,86.9,62,3.7,8.3,12.9
South Dakota,1968,657000,1667.4,430.1,1133.8,103.5,85.7,52.4,3.8,10.2,19.3
South Dakota,1969,659000,1754.5,425,1223.5,105.9,77.4,51.4,2,11.1,12.9
South Dakota,1970,666257,1961.1,471.3,1396.2,93.7,92.5,60.5,3.8,11.1,17.1
South Dakota,1971,670000,1963.1,453.3,1426.6,83.3,96.1,66.9,1.2,9.9,18.2
South Dakota,1972,679000,2016.2,472.8,1436.1,107.4,111.3,83.2,1.2,11.3,15.6
South Dakota,1973,685000,2048.9,498.7,1406,144.2,126.9,85.5,3.8,12.8,24.7
South Dakota,1974,682000,2489.9,597.1,1735.3,157.5,180.9,147.8,2.1,10.7,20.4
South Dakota,1975,683000,2533.7,667.8,1698,167.9,205.3,154,3.7,16.5,31
South Dakota,1976,686000,2454.2,620.4,1684.3,149.6,186.2,145.9,1.7,15.3,23.2
South Dakota,1977,689000,2422.4,570.5,1704.4,147.5,189.1,155.7,2,13.5,17.9
South Dakota,1978,690000,2525.8,599.7,1766.1,160,163.5,134.8,1.9,10.9,15.9
South Dakota,1979,689000,2800.7,626.4,2000.3,174,159.1,120.3,2,16.4,20.3
South Dakota,1980,688217,3116.3,692.5,2255.2,168.6,126.8,93.6,0.7,12.5,20.1
South Dakota,1981,685000,2908.3,634.7,2129.5,144.1,104.8,73.7,1.8,11.5,17.8
South Dakota,1982,691000,2545.9,562.2,1865.3,118.4,99,67.7,2.7,11.4,17.1
South Dakota,1983,700000,2427.6,545.7,1779,102.9,120,85,2.1,17,15.9
South Dakota,1984,706000,2465,499.9,1855.8,109.3,147.5,103.8,1.8,26.9,14.9
South Dakota,1985,708000,2504.2,546.2,1856.2,101.8,136.6,93.9,1.8,23.7,17.1
South Dakota,1986,708000,2591.2,553.5,1939,98.7,124.7,86.9,4,17.7,16.2
South Dakota,1987,709000,2558.3,534.1,1928.5,95.6,119.7,85,1.8,20.6,12.3
South Dakota,1988,715000,2467.3,517.9,1853.8,95.5,113.7,71.6,3.1,26.9,12.2
South Dakota,1989,715000,2549.7,474.7,1966,109,135.5,90.5,1.3,32,11.7
South Dakota,1990,696004,2746.5,527.4,2108.9,110.2,162.8,114.1,2,34.3,12.4
South Dakota,1991,703000,2897,589.8,2192.3,114.9,182.2,122,1.7,39.7,18.8
South Dakota,1992,711000,2804.4,541.4,2161.9,101.1,194.5,125.3,0.6,51.8,16.9
South Dakota,1993,715000,2749.8,549.2,2086,114.5,208.4,145.6,3.4,44.5,15
South Dakota,1994,721000,2874.6,546.2,2207.5,120.9,227.6,165.5,1.4,42,18.7
South Dakota,1995,729000,2853.1,540.7,2191.5,120.9,207.5,138.8,1.8,41,25.9
South Dakota,1996,732000,2792.8,557,2121.9,113.9,177.2,116.1,1.2,41,18.9
South Dakota,1997,738000,3047.6,553.9,2377.4,116.3,197.4,124.4,1.4,48.4,23.3
South Dakota,1998,738000,2469.8,468.6,1897.8,103.4,154.3,97.8,1.4,35,20.2
South Dakota,1999,733133,2476.9,444,1915.5,117.4,167.4,105,2.5,45.8,14
South Dakota,2000,754844,2153,383.7,1663.7,105.7,166.8,108.1,0.9,40.4,17.4
South Dakota,2001,758324,2172.3,407.1,1657.7,107.5,154.4,93.6,0.9,46.3,13.6
South Dakota,2002,760437,2103,399,1596.3,107.7,177.5,113.2,1.4,47.5,15.4
South Dakota,2003,764905,2003.4,376.3,1512.9,114.3,173.7,112.3,1.3,46.5,13.6
South Dakota,2004,770621,1931.6,408.5,1413.1,109.9,171.2,110.8,2.2,43.6,14.5
South Dakota,2005,774883,1767,323.3,1336,108,179,109.3,2.3,48.7,18.7
South Dakota,2006,781919,1766.4,386.7,1273,106.7,264.9,181.3,3.8,59.5,20.2
South Dakota,2007,796214,1736.8,332.4,1305.9,98.5,241.9,168.8,3.9,54.4,14.8
South Dakota,2008,804194,1724.3,333.6,1276.6,114.2,276.9,185.8,4.6,69.9,16.7
South Dakota,2009,812383,1769.9,322.6,1340.6,106.6,218.7,139,3.7,61.7,14.4
South Dakota,2010,816598,1859.9,390.9,1371.1,98,268.9,200.1,2.8,47.1,18.9
South Dakota,2011,823593,1857.6,355.4,1387,115.2,255.6,171.8,2.4,61.1,20.3
South Dakota,2012,833354,2060.1,391,1541.4,127.8,321.8,229.7,3,70.2,19
South Dakota,2013,844877,1914.7,399.1,1404.6,111,316.5,236.2,2.4,59.1,18.8
South Dakota,2014,853175,1863.9,330.3,1415.5,118,326.5,245.7,2.3,55.1,23.4
South Dakota,2015,858469,1943,344.8,1459.8,138.4,383.1,296.6,3.7,57.7,25.2
South Dakota,2016,865454,1980.6,346.6,1460.4,173.6,418.4,325,3.1,58.8,31.4
South Dakota,2017,869666,1876.2,311.3,1405.9,159,433.6,335,2.9,68.4,27.4
South Dakota,2018,882235,1728.7,291.4,1264.5,172.7,404.7,304,1.4,69.6,29.7
South Dakota,2019,884659,1771,299.1,1273.4,198.5,399,302.5,1.9,72.6,22
Tennessee,1960,3567089,1149.4,462.7,565.2,121.5,91.1,50.3,8.5,5.4,26.9
Tennessee,1961,3615000,1160.9,462,559.7,139.2,108.2,63,8,6.7,30.4
Tennessee,1962,3634000,1281.4,461.5,661.8,158.1,103.7,56.1,6.1,6.6,34.8
Tennessee,1963,3694000,1372,515.9,690.4,165.7,102.2,60.7,6.5,6.7,28.4
Tennessee,1964,3798000,1452.9,561.4,715.8,175.8,118.6,73.6,5.9,8.8,30.2
Tennessee,1965,3845000,1374.3,522.9,684.7,166.7,138.7,91.1,8,11.1,28.6
Tennessee,1966,3883000,1658.6,602.5,863.1,193.1,158.3,105.2,7.8,10.8,34.4
Tennessee,1967,3892000,1899.2,711.8,944.2,243.1,208.4,130.5,8.9,12.5,56.5
Tennessee,1968,3976000,1954.2,719.7,967.1,267.4,220.5,129,8.7,11.6,71.2
Tennessee,1969,3985000,1972.4,715,975.8,281.6,231.7,134.3,9.6,12.7,75.2
Tennessee,1970,3924164,2120.7,806.7,1024.7,289.3,274.9,168.6,8.8,15.5,82
Tennessee,1971,3990000,2299.4,901.4,1094.5,303.5,313.8,196.8,12.4,18.1,86.5
Tennessee,1972,4031000,2327.3,894.3,1132.2,300.9,319,186.7,11.3,19.9,101.1
Tennessee,1973,4126000,2702.1,1009.8,1362.2,330.1,358,187.5,13.2,26.9,130.5
Tennessee,1974,4129000,3272.4,1350.1,1575.6,346.7,386.8,190.4,13.4,25.7,157.2
Tennessee,1975,4188000,3873.5,1379.3,2129.5,364.7,397,192.6,11.4,26.1,166.8
Tennessee,1976,4214000,3865.1,1320.5,2218.6,325.9,393.3,209.4,11,25.4,147.5
Tennessee,1977,4299000,3582.8,1492.3,1776.5,314,389.5,203.9,10.1,29.7,145.8
Tennessee,1978,4357000,3307.8,1213.6,1766.1,328.1,382.6,190.2,9.4,30.6,152.4
Tennessee,1979,4380000,3599.3,1294.7,1937.2,367.4,414,203.6,9.8,34.5,166.1
Tennessee,1980,4545590,4039.8,1501.5,2175.2,363.1,458.1,229.4,10.8,37.4,180.6
Tennessee,1981,4610000,3898.9,1384.2,2180.6,334.1,412.6,193.5,9.7,37.6,171.7
Tennessee,1982,4651000,3992.5,1288.6,2371.9,332,421.1,200.2,9.7,35.5,175.7
Tennessee,1983,4685000,3609.6,1205.9,2087.2,316.5,402,184.6,8.8,35.9,172.8
Tennessee,1984,4717000,3444.2,1123.6,1954.1,366.4,445.4,230.3,8.4,40,166.8
Tennessee,1985,4762000,3692.3,1166.8,2040.3,485.2,474.4,242,9,42.6,180.9
Tennessee,1986,4803000,3994.6,1325.2,2125.8,543.6,539.6,274.5,10.4,47,207.7
Tennessee,1987,4855000,4132.2,1351.8,2213.4,566.9,533.5,286.6,9.1,43.9,193.8
Tennessee,1988,4919000,3936.7,1237.9,2156,542.8,532.7,305.1,9.4,44.7,173.6
Tennessee,1989,4940000,3964.7,1206.9,2224.9,532.9,548.9,334.1,8.4,46,160.4
Tennessee,1990,4877185,4380.6,1264,2545.1,571.5,670.4,419.2,10.5,49.5,191.2
Tennessee,1991,4953000,4640.7,1365,2662.1,613.6,725.9,455.6,11,46.4,212.9
Tennessee,1992,5024000,4389.6,1267.2,2546.5,575.9,746.2,470.3,10.4,47.3,218.2
Tennessee,1993,5099000,4473.8,1182.6,2700.2,591,765.8,485.5,10.2,49.9,220.1
Tennessee,1994,5175000,4371.9,1141.6,2670,560.3,747.9,482,9.3,49.2,207.4
Tennessee,1995,5256000,4591.2,1143.2,2799.5,648.5,771.5,490.5,10.6,47.1,223.2
Tennessee,1996,5320000,4675.4,1163.5,2864.8,647.1,774,494.3,9.5,46.5,223.7
Tennessee,1997,5368000,4722.1,1171.7,2921.8,628.6,789.7,509.2,9.5,56.9,214
Tennessee,1998,5431000,4319.4,1075.9,2726.1,517.4,715,482.8,8.5,45.8,178
Tennessee,1999,5483535,3999.3,936.7,2602.1,460.6,695,487,7.1,44,156.8
Tennessee,2000,5689283,4183,990.4,2708.8,483.9,707.2,495.2,7.2,38.4,166.4
Tennessee,2001,5749398,4400.3,1038.5,2870.1,491.7,744,520.7,7.4,38.2,177.7
Tennessee,2002,5789796,4307.6,1057.9,2791.3,458.4,717.8,508.5,7.3,39.6,162.6
Tennessee,2003,5845208,4389.3,1083.3,2853.1,452.9,691.3,487.1,6.8,36.4,161
Tennessee,2004,5893298,4326.8,1024.7,2881.7,420.4,697.6,502.5,6.1,38.7,150.4
Tennessee,2005,5955745,4300,1032.8,2844,424,757,545.2,7.2,36.8,168.1
Tennessee,2006,6038803,4137.6,1043.7,2718.8,375.1,762.5,534.7,6.9,36.3,184.5
Tennessee,2007,6156719,4098.6,1004.1,2741.8,352.8,755,533.4,6.6,35.7,179.2
Tennessee,2008,6214888,4040.1,1047.4,2683.8,309,722.7,508.8,6.6,33.4,173.8
Tennessee,2009,6296254,3766.6,1013.8,2514.3,238.5,666,473.2,7.4,32.1,153.3
Tennessee,2010,6357436,3662.7,1011.3,2418.1,233.3,612,440.7,5.6,34.2,131.5
Tennessee,2011,6399787,3607.9,981.8,2405.2,221,607.8,442.8,5.9,32.7,126.3
Tennessee,2012,6456243,3371.4,870.2,2300.1,201,643.6,479.6,6,31.5,126.5
Tennessee,2013,6495978,3180.9,785.1,2213.7,182.1,590.6,436.9,5,36.2,112.5
Tennessee,2014,6549352,3060.6,712.2,2156,192.4,608.4,453.2,5.7,38.6,110.9
Tennessee,2015,6600299,2936.2,655.2,2086,195,612.1,452.2,6.2,40.5,113.2
Tennessee,2016,6651194,2854.1,606.1,2020.7,227.3,632.9,467.3,7.3,40.8,117.5
Tennessee,2017,6715984,2940.6,576.5,2088.3,275.8,651.5,482.9,7.8,43.7,117.1
Tennessee,2018,6770010,2825.4,489.4,2034.1,301.9,623.7,468.5,7.4,41.7,106.2
Tennessee,2019,6829174,2652.6,437.4,1934.4,280.9,595.2,456.7,7.3,41.2,90.1
Texas,1960,9579677,2056.2,601.2,1288.3,166.8,161,111.5,8.6,9.3,31.6
Texas,1961,9788000,1970.5,580.4,1233.2,156.8,157.8,109.1,8.1,9.5,31.1
Texas,1962,10116000,1994.4,573.5,1253,167.9,153.4,105.3,7.2,9.3,31.6
Texas,1963,10323000,2073.7,609,1292.8,171.9,169.6,116.7,7.4,9.8,35.8
Texas,1964,10397000,2317.3,655.7,1459.4,202.2,190.1,128.2,7.6,11.3,43.1
Texas,1965,10551000,2384.6,678.9,1514.2,191.4,199.3,138.3,7.5,10.7,42.7
Texas,1966,10752000,2645.8,768.7,1646.1,231,226.8,150.4,9.1,11.5,55.7
Texas,1967,10869000,2883.6,822.4,1796.6,264.5,246.1,153.6,9.9,13.1,69.5
Texas,1968,10972000,3208.1,939.6,1957.1,311.4,270.2,162.3,10.6,14.5,82.9
Texas,1969,11187000,3639.4,1091.9,2160.8,386.6,328.1,180.9,11.3,19.2,116.6
Texas,1970,11196000,3808.1,1159.9,2242.7,405.4,365.3,196.4,11.6,20.8,136.5
Texas,1971,11460000,3724.1,1183.7,2161,379.4,376,216.3,12.1,23.6,124.1
