text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
Saugus Man Arrested For DUI Twice In One Day   - https://t.co/H1I8EZPtoT &lt;&lt;&lt; #crime #criminal #police #law #legal… https://t.co/C2SHq2mAoG,Saugus Man Arrested For DUI Twice In One Day    httpstcoHIEZPtoT ltltlt crime criminal police law legal… httpstcoCSHqmAoG,"['saugus', 'man', 'arrested', 'for', 'dui', 'twice', 'in', 'one', 'day', 'httpstcohiezptot', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', 'httpstcocshqmaog']","['saugus', 'man', 'arrested', 'dui', 'twice', 'one', 'day', 'httpstcohiezptot', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', 'httpstcocshqmaog']","['saugu', 'man', 'arrest', 'dui', 'twice', 'one', 'day', 'httpstcohiezptot', 'ltltlt', 'crime', 'crimin', 'polic', 'law', 'legal', 'httpstcocshqmaog']","['saugus', 'man', 'arrested', 'duo', 'twice', 'one', 'day', 'httpstcohiezptot', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', 'httpstcocshqmaog']"
OPP ARREST IMPAIRED DRIVER FOR SHUNIAH PEDESTRIAN DEATH – Lake Superior News - https://t.co/3VuWyF5XBB &lt;&lt;&lt; #crime… https://t.co/j8BFOlocs6,OPP ARREST IMPAIRED DRIVER FOR SHUNIAH PEDESTRIAN DEATH – Lake Superior News  httpstcoVuWyFXBB ltltlt crime… httpstcojBFOlocs,"['opp', 'arrest', 'impaired', 'driver', 'for', 'shuniah', 'pedestrian', 'death', 'lake', 'superior', 'news', 'httpstcovuwyfxbb', 'ltltlt', 'crime', 'httpstcojbfolocs']","['opp', 'arrest', 'impaired', 'driver', 'shuniah', 'pedestrian', 'death', 'lake', 'superior', 'news', 'httpstcovuwyfxbb', 'ltltlt', 'crime', 'httpstcojbfolocs']","['opp', 'arrest', 'impair', 'driver', 'shuniah', 'pedestrian', 'death', 'lake', 'superior', 'news', 'httpstcovuwyfxbb', 'ltltlt', 'crime', 'httpstcojbfoloc']","['opp', 'arrest', 'impaired', 'driver', 'shuniah', 'pedestrian', 'death', 'lake', 'superior', 'news', 'httpstcovuwyfxbb', 'ltltlt', 'crime', 'httpstcojbfolocs']"
Arrest made in connection to Indigenous woman’s body found - https://t.co/zkutmqQ25R &lt;&lt;&lt; #crime #criminal #police… https://t.co/5dYnV2R2iJ,Arrest made in connection to Indigenous woman’s body found  httpstcozkutmqQR ltltlt crime criminal police… httpstcodYnVRiJ,"['arrest', 'made', 'in', 'connection', 'to', 'indigenous', 'woman', 's', 'body', 'found', 'httpstcozkutmqqr', 'ltltlt', 'crime', 'criminal', 'police', 'httpstcodynvrij']","['arrest', 'made', 'connection', 'indigenous', 'woman', 'body', 'found', 'httpstcozkutmqqr', 'ltltlt', 'crime', 'criminal', 'police', 'httpstcodynvrij']","['arrest', 'made', 'connect', 'indigen', 'woman', 'bodi', 'found', 'httpstcozkutmqqr', 'ltltlt', 'crime', 'crimin', 'polic', 'httpstcodynvrij']","['arrest', 'made', 'connection', 'indigenous', 'woman', 'body', 'found', 'httpstcozkutmqqr', 'ltltlt', 'crime', 'criminal', 'police', 'httpstcodynvrij']"
"Sixty-two percent of likely #voters say they believe #violent #crime in #USA is getting worse, according to a new R… https://t.co/PpP43bENdz",Sixtytwo percent of likely voters say they believe violent crime in USA is getting worse according to a new R… httpstcoPpPbENdz,"['sixtytwo', 'percent', 'of', 'likely', 'voters', 'say', 'they', 'believe', 'violent', 'crime', 'in', 'usa', 'is', 'getting', 'worse', 'according', 'to', 'a', 'new', 'r', 'httpstcopppbendz']","['sixtytwo', 'percent', 'likely', 'voters', 'say', 'believe', 'violent', 'crime', 'usa', 'getting', 'worse', 'according', 'new', 'r', 'httpstcopppbendz']","['sixtytwo', 'percent', 'like', 'voter', 'say', 'believ', 'violent', 'crime', 'usa', 'get', 'wors', 'accord', 'new', 'r', 'httpstcopppbendz']","['sixtytwo', 'percent', 'likely', 'voter', 'say', 'believe', 'violent', 'crime', 'usa', 'getting', 'worse', 'according', 'new', 'r', 'httpstcopppbendz']"
The stabbings took place just before noon on the sidewalk along a stretch of South Las Vegas Boulevard known as the… https://t.co/Lj2xUWVUmh,The stabbings took place just before noon on the sidewalk along a stretch of South Las Vegas Boulevard known as the… httpstcoLjxUWVUmh,"['the', 'stabbings', 'took', 'place', 'just', 'before', 'noon', 'on', 'the', 'sidewalk', 'along', 'a', 'stretch', 'of', 'south', 'las', 'vegas', 'boulevard', 'known', 'as', 'the', 'httpstcoljxuwvumh']","['stabbings', 'took', 'place', 'noon', 'sidewalk', 'along', 'stretch', 'south', 'las', 'vegas', 'boulevard', 'known', 'httpstcoljxuwvumh']","['stab', 'took', 'place', 'noon', 'sidewalk', 'along', 'stretch', 'south', 'la', 'vega', 'boulevard', 'known', 'httpstcoljxuwvumh']","['stabbings', 'took', 'place', 'noon', 'sidewalk', 'along', 'stretch', 'south', 'la', 'vega', 'boulevard', 'known', 'httpstcoljxuwvumh']"
Candlelight vigil honoring Everett mother murdered during home invasion - https://t.co/6bk1x6U9dw &lt;&lt;&lt; #crime… https://t.co/ApaGiSROJq,Candlelight vigil honoring Everett mother murdered during home invasion  httpstcobkxUdw ltltlt crime… httpstcoApaGiSROJq,"['candlelight', 'vigil', 'honoring', 'everett', 'mother', 'murdered', 'during', 'home', 'invasion', 'httpstcobkxudw', 'ltltlt', 'crime', 'httpstcoapagisrojq']","['candlelight', 'vigil', 'honoring', 'everett', 'mother', 'murdered', 'home', 'invasion', 'httpstcobkxudw', 'ltltlt', 'crime', 'httpstcoapagisrojq']","['candlelight', 'vigil', 'honor', 'everett', 'mother', 'murder', 'home', 'invas', 'httpstcobkxudw', 'ltltlt', 'crime', 'httpstcoapagisrojq']","['candlelight', 'vigil', 'honoring', 'everett', 'mother', 'murdered', 'home', 'invasion', 'httpstcobkxudw', 'ltltlt', 'crime', 'httpstcoapagisrojq']"
"BREAKING: #BNNUS Reports.

Authorities found thousands of rainbow-colored fentanyl pills hidden inside a Lego box,… https://t.co/1ZHW02l0zw","BREAKING BNNUS Reports

Authorities found thousands of rainbowcolored fentanyl pills hidden inside a Lego box… httpstcoZHWlzw","['breaking', 'bnnus', 'reports', 'authorities', 'found', 'thousands', 'of', 'rainbowcolored', 'fentanyl', 'pills', 'hidden', 'inside', 'a', 'lego', 'box', 'httpstcozhwlzw']","['breaking', 'bnnus', 'reports', 'authorities', 'found', 'thousands', 'rainbowcolored', 'fentanyl', 'pills', 'hidden', 'inside', 'lego', 'box', 'httpstcozhwlzw']","['break', 'bnnu', 'report', 'author', 'found', 'thousand', 'rainbowcolor', 'fentanyl', 'pill', 'hidden', 'insid', 'lego', 'box', 'httpstcozhwlzw']","['breaking', 'bnnus', 'report', 'authority', 'found', 'thousand', 'rainbowcolored', 'fentanyl', 'pill', 'hidden', 'inside', 'lego', 'box', 'httpstcozhwlzw']"
"How the #Mexican #cartels are making profits now https://t.co/7o7biiCeHs   #MoviesTvTj (video, special reporting )… https://t.co/ZutduUtKkh",How the Mexican cartels are making profits now httpstcoobiiCeHs   MoviesTvTj video special reporting … httpstcoZutduUtKkh,"['how', 'the', 'mexican', 'cartels', 'are', 'making', 'profits', 'now', 'httpstcoobiicehs', 'moviestvtj', 'video', 'special', 'reporting', 'httpstcozutduutkkh']","['mexican', 'cartels', 'making', 'profits', 'httpstcoobiicehs', 'moviestvtj', 'video', 'special', 'reporting', 'httpstcozutduutkkh']","['mexican', 'cartel', 'make', 'profit', 'httpstcoobiiceh', 'moviestvtj', 'video', 'special', 'report', 'httpstcozutduutkkh']","['mexican', 'cartel', 'making', 'profit', 'httpstcoobiicehs', 'moviestvtj', 'video', 'special', 'reporting', 'httpstcozutduutkkh']"
"BREAKING: #BNNUS Reports.

The mother of a 17-month-old killed in a house fire in Johnson County earlier this year… https://t.co/4wpKkxqf45","BREAKING BNNUS Reports

The mother of a monthold killed in a house fire in Johnson County earlier this year… httpstcowpKkxqf","['breaking', 'bnnus', 'reports', 'the', 'mother', 'of', 'a', 'monthold', 'killed', 'in', 'a', 'house', 'fire', 'in', 'johnson', 'county', 'earlier', 'this', 'year', 'httpstcowpkkxqf']","['breaking', 'bnnus', 'reports', 'mother', 'monthold', 'killed', 'house', 'fire', 'johnson', 'county', 'earlier', 'year', 'httpstcowpkkxqf']","['break', 'bnnu', 'report', 'mother', 'monthold', 'kill', 'hous', 'fire', 'johnson', 'counti', 'earlier', 'year', 'httpstcowpkkxqf']","['breaking', 'bnnus', 'report', 'mother', 'monthold', 'killed', 'house', 'fire', 'johnson', 'county', 'earlier', 'year', 'httpstcowpkkxqf']"
"Murder Rate Rose More Than 30% In Two Years, #FBI Report Suggests https://t.co/dSKzRFSKrV #USA #America #Crime… https://t.co/BzcmJt8TND",Murder Rate Rose More Than  In Two Years FBI Report Suggests httpstcodSKzRFSKrV USA America Crime… httpstcoBzcmJtTND,"['murder', 'rate', 'rose', 'more', 'than', 'in', 'two', 'years', 'fbi', 'report', 'suggests', 'httpstcodskzrfskrv', 'usa', 'america', 'crime', 'httpstcobzcmjttnd']","['murder', 'rate', 'rose', 'two', 'years', 'fbi', 'report', 'suggests', 'httpstcodskzrfskrv', 'usa', 'america', 'crime', 'httpstcobzcmjttnd']","['murder', 'rate', 'rose', 'two', 'year', 'fbi', 'report', 'suggest', 'httpstcodskzrfskrv', 'usa', 'america', 'crime', 'httpstcobzcmjttnd']","['murder', 'rate', 'rose', 'two', 'year', 'fbi', 'report', 'suggests', 'httpstcodskzrfskrv', 'usa', 'america', 'crime', 'httpstcobzcmjttnd']"
"BREAKING: #BNNUS Reports.

President Joe Biden on Thursday said he will pardon all prior federal offenses of simple… https://t.co/HHcJXK1JFQ","BREAKING BNNUS Reports

President Joe Biden on Thursday said he will pardon all prior federal offenses of simple… httpstcoHHcJXKJFQ","['breaking', 'bnnus', 'reports', 'president', 'joe', 'biden', 'on', 'thursday', 'said', 'he', 'will', 'pardon', 'all', 'prior', 'federal', 'offenses', 'of', 'simple', 'httpstcohhcjxkjfq']","['breaking', 'bnnus', 'reports', 'president', 'joe', 'biden', 'thursday', 'said', 'pardon', 'prior', 'federal', 'offenses', 'simple', 'httpstcohhcjxkjfq']","['break', 'bnnu', 'report', 'presid', 'joe', 'biden', 'thursday', 'said', 'pardon', 'prior', 'feder', 'offens', 'simpl', 'httpstcohhcjxkjfq']","['breaking', 'bnnus', 'report', 'president', 'joe', 'biden', 'thursday', 'said', 'pardon', 'prior', 'federal', 'offense', 'simple', 'httpstcohhcjxkjfq']"
"#USA has spent $14B in #ukraine #russia war

Average #police officer makes $60,000/yr.

$14,000,000,000 / $60,000 =… https://t.co/tmWi7WG08E","USA has spent B in ukraine russia war

Average police officer makes yr

   … httpstcotmWiWGE","['usa', 'has', 'spent', 'b', 'in', 'ukraine', 'russia', 'war', 'average', 'police', 'officer', 'makes', 'yr', 'httpstcotmwiwge']","['usa', 'spent', 'b', 'ukraine', 'russia', 'war', 'average', 'police', 'officer', 'makes', 'yr', 'httpstcotmwiwge']","['usa', 'spent', 'b', 'ukrain', 'russia', 'war', 'averag', 'polic', 'offic', 'make', 'yr', 'httpstcotmwiwg']","['usa', 'spent', 'b', 'ukraine', 'russia', 'war', 'average', 'police', 'officer', 'make', 'yr', 'httpstcotmwiwge']"
"JUST IN: #BNNUS Reports.

Five people are injured, and one is dead after a stabbing attack on the Las Vegas Strip o… https://t.co/2ygvPuHC4X","JUST IN BNNUS Reports

Five people are injured and one is dead after a stabbing attack on the Las Vegas Strip o… httpstcoygvPuHCX","['just', 'in', 'bnnus', 'reports', 'five', 'people', 'are', 'injured', 'and', 'one', 'is', 'dead', 'after', 'a', 'stabbing', 'attack', 'on', 'the', 'las', 'vegas', 'strip', 'o', 'httpstcoygvpuhcx']","['bnnus', 'reports', 'five', 'people', 'injured', 'one', 'dead', 'stabbing', 'attack', 'las', 'vegas', 'strip', 'httpstcoygvpuhcx']","['bnnu', 'report', 'five', 'peopl', 'injur', 'one', 'dead', 'stab', 'attack', 'la', 'vega', 'strip', 'httpstcoygvpuhcx']","['bnnus', 'report', 'five', 'people', 'injured', 'one', 'dead', 'stabbing', 'attack', 'la', 'vega', 'strip', 'httpstcoygvpuhcx']"
Commies want crime to surge so Govt can use Marshall Law to end personal freedoms. “Defund Police” planned to creat… https://t.co/J4w1Z9DZq2,Commies want crime to surge so Govt can use Marshall Law to end personal freedoms “Defund Police” planned to creat… httpstcoJwZDZq,"['commies', 'want', 'crime', 'to', 'surge', 'so', 'govt', 'can', 'use', 'marshall', 'law', 'to', 'end', 'personal', 'freedoms', 'defund', 'police', 'planned', 'to', 'creat', 'httpstcojwzdzq']","['commies', 'want', 'crime', 'surge', 'govt', 'use', 'marshall', 'law', 'end', 'personal', 'freedoms', 'defund', 'police', 'planned', 'creat', 'httpstcojwzdzq']","['commi', 'want', 'crime', 'surg', 'govt', 'use', 'marshal', 'law', 'end', 'person', 'freedom', 'defund', 'polic', 'plan', 'creat', 'httpstcojwzdzq']","['commie', 'want', 'crime', 'surge', 'govt', 'use', 'marshall', 'law', 'end', 'personal', 'freedom', 'defund', 'police', 'planned', 'creat', 'httpstcojwzdzq']"
#FlintWaterCrisis Charges Dropped For 7 Former #Michigan #officials  https://t.co/b3eA1mZBwk #USA #Michigan #news… https://t.co/pzYmJlIpS7,FlintWaterCrisis Charges Dropped For  Former Michigan officials  httpstcobeAmZBwk USA Michigan news… httpstcopzYmJlIpS,"['flintwatercrisis', 'charges', 'dropped', 'for', 'former', 'michigan', 'officials', 'httpstcobeamzbwk', 'usa', 'michigan', 'news', 'httpstcopzymjlips']","['flintwatercrisis', 'charges', 'dropped', 'former', 'michigan', 'officials', 'httpstcobeamzbwk', 'usa', 'michigan', 'news', 'httpstcopzymjlips']","['flintwatercrisi', 'charg', 'drop', 'former', 'michigan', 'offici', 'httpstcobeamzbwk', 'usa', 'michigan', 'news', 'httpstcopzymjlip']","['flintwatercrisis', 'charge', 'dropped', 'former', 'michigan', 'official', 'httpstcobeamzbwk', 'usa', 'michigan', 'news', 'httpstcopzymjlips']"
"BREAKING: #BNNUS Reports.

Four family members kidnapped from a California business earlier this week, among them a… https://t.co/xAqBW2CPf8","BREAKING BNNUS Reports

Four family members kidnapped from a California business earlier this week among them a… httpstcoxAqBWCPf","['breaking', 'bnnus', 'reports', 'four', 'family', 'members', 'kidnapped', 'from', 'a', 'california', 'business', 'earlier', 'this', 'week', 'among', 'them', 'a', 'httpstcoxaqbwcpf']","['breaking', 'bnnus', 'reports', 'four', 'family', 'members', 'kidnapped', 'california', 'business', 'earlier', 'week', 'among', 'httpstcoxaqbwcpf']","['break', 'bnnu', 'report', 'four', 'famili', 'member', 'kidnap', 'california', 'busi', 'earlier', 'week', 'among', 'httpstcoxaqbwcpf']","['breaking', 'bnnus', 'report', 'four', 'family', 'member', 'kidnapped', 'california', 'business', 'earlier', 'week', 'among', 'httpstcoxaqbwcpf']"
Metro: Family including baby tied up and kidnapped at gunpoint found dead in orchard #world #crime #usa… https://t.co/BMpCeBLQvO,Metro Family including baby tied up and kidnapped at gunpoint found dead in orchard world crime usa… httpstcoBMpCeBLQvO,"['metro', 'family', 'including', 'baby', 'tied', 'up', 'and', 'kidnapped', 'at', 'gunpoint', 'found', 'dead', 'in', 'orchard', 'world', 'crime', 'usa', 'httpstcobmpceblqvo']","['metro', 'family', 'including', 'baby', 'tied', 'kidnapped', 'gunpoint', 'found', 'dead', 'orchard', 'world', 'crime', 'usa', 'httpstcobmpceblqvo']","['metro', 'famili', 'includ', 'babi', 'tie', 'kidnap', 'gunpoint', 'found', 'dead', 'orchard', 'world', 'crime', 'usa', 'httpstcobmpceblqvo']","['metro', 'family', 'including', 'baby', 'tied', 'kidnapped', 'gunpoint', 'found', 'dead', 'orchard', 'world', 'crime', 'usa', 'httpstcobmpceblqvo']"
@Only_rock_radio Donate @tiorr_1 #indie #internet #radio supporting all genres unsigned indie music playing The… https://t.co/4QPRQEXgUK,Onlyrockradio Donate tiorr indie internet radio supporting all genres unsigned indie music playing The… httpstcoQPRQEXgUK,"['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'the', 'httpstcoqprqexguk']","['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', 'httpstcoqprqexguk']","['onlyrockradio', 'donat', 'tiorr', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', 'httpstcoqprqexguk']","['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'httpstcoqprqexguk']"
10 million privately-owned guns in #Thailand - NGO &gt;  https://t.co/t7GKVWvovr via @BBCNews #ThailandNews #guns… https://t.co/5gFDQyyxr7, million privatelyowned guns in Thailand  NGO gt  httpstcotGKVWvovr via BBCNews ThailandNews guns… httpstcogFDQyyxr,"['', 'million', 'privatelyowned', 'guns', 'in', 'thailand', 'ngo', 'gt', 'httpstcotgkvwvovr', 'via', 'bbcnews', 'thailandnews', 'guns', 'httpstcogfdqyyxr']","['', 'million', 'privatelyowned', 'guns', 'thailand', 'ngo', 'gt', 'httpstcotgkvwvovr', 'via', 'bbcnews', 'thailandnews', 'guns', 'httpstcogfdqyyxr']","['', 'million', 'privatelyown', 'gun', 'thailand', 'ngo', 'gt', 'httpstcotgkvwvovr', 'via', 'bbcnew', 'thailandnew', 'gun', 'httpstcogfdqyyxr']","['', 'million', 'privatelyowned', 'gun', 'thailand', 'ngo', 'gt', 'httpstcotgkvwvovr', 'via', 'bbcnews', 'thailandnews', 'gun', 'httpstcogfdqyyxr']"
@OdysseyRadio4 Donate @OdysseyRadio4  #indie #internet #radio supporting all genres unsigned indie music playing Th… https://t.co/MHDrqrCQyP,OdysseyRadio Donate OdysseyRadio  indie internet radio supporting all genres unsigned indie music playing Th… httpstcoMHDrqrCQyP,"['odysseyradio', 'donate', 'odysseyradio', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'th', 'httpstcomhdrqrcqyp']","['odysseyradio', 'donate', 'odysseyradio', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', 'th', 'httpstcomhdrqrcqyp']","['odysseyradio', 'donat', 'odysseyradio', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', 'th', 'httpstcomhdrqrcqyp']","['odysseyradio', 'donate', 'odysseyradio', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'th', 'httpstcomhdrqrcqyp']"
"⚡❗Another U.S. data leak with #Armenian hand

An ex #FBI agent in N.#California who sold confidential #data for at… https://t.co/0kZIT10mYB","⚡❗Another US data leak with Armenian hand

An ex FBI agent in NCalifornia who sold confidential data for at… httpstcokZITmYB","['', 'another', 'us', 'data', 'leak', 'with', 'armenian', 'hand', 'an', 'ex', 'fbi', 'agent', 'in', 'ncalifornia', 'who', 'sold', 'confidential', 'data', 'for', 'at', 'httpstcokzitmyb']","['', 'another', 'us', 'data', 'leak', 'armenian', 'hand', 'ex', 'fbi', 'agent', 'ncalifornia', 'sold', 'confidential', 'data', 'httpstcokzitmyb']","['', 'anoth', 'us', 'data', 'leak', 'armenian', 'hand', 'ex', 'fbi', 'agent', 'ncalifornia', 'sold', 'confidenti', 'data', 'httpstcokzitmyb']","['', 'another', 'u', 'data', 'leak', 'armenian', 'hand', 'ex', 'fbi', 'agent', 'ncalifornia', 'sold', 'confidential', 'data', 'httpstcokzitmyb']"
"Man arrested, charged with murder after dad slashed, killed on L train https://t.co/l73I3MeFz2 #crime #NewYorkTimes… https://t.co/prsT4SAsEK",Man arrested charged with murder after dad slashed killed on L train httpstcolIMeFz crime NewYorkTimes… httpstcoprsTSAsEK,"['man', 'arrested', 'charged', 'with', 'murder', 'after', 'dad', 'slashed', 'killed', 'on', 'l', 'train', 'httpstcolimefz', 'crime', 'newyorktimes', 'httpstcoprstsasek']","['man', 'arrested', 'charged', 'murder', 'dad', 'slashed', 'killed', 'l', 'train', 'httpstcolimefz', 'crime', 'newyorktimes', 'httpstcoprstsasek']","['man', 'arrest', 'charg', 'murder', 'dad', 'slash', 'kill', 'l', 'train', 'httpstcolimefz', 'crime', 'newyorktim', 'httpstcoprstsasek']","['man', 'arrested', 'charged', 'murder', 'dad', 'slashed', 'killed', 'l', 'train', 'httpstcolimefz', 'crime', 'newyorktimes', 'httpstcoprstsasek']"
@MusicCityNetwrk Donate @MusicCityNetwrk #indie #internet #radio supporting all genres unsigned indie music playing… https://t.co/oqsDSDA8J3,MusicCityNetwrk Donate MusicCityNetwrk indie internet radio supporting all genres unsigned indie music playing… httpstcooqsDSDAJ,"['musiccitynetwrk', 'donate', 'musiccitynetwrk', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'httpstcooqsdsdaj']","['musiccitynetwrk', 'donate', 'musiccitynetwrk', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', 'httpstcooqsdsdaj']","['musiccitynetwrk', 'donat', 'musiccitynetwrk', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', 'httpstcooqsdsdaj']","['musiccitynetwrk', 'donate', 'musiccitynetwrk', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'httpstcooqsdsdaj']"
@tiorr_2 Donate @tiorr_2 #indie #internet #radio supporting all genres unsigned indie music playing The #American W… https://t.co/cNFC3BT38i,tiorr Donate tiorr indie internet radio supporting all genres unsigned indie music playing The American W… httpstcocNFCBTi,"['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'the', 'american', 'w', 'httpstcocnfcbti']","['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', 'american', 'w', 'httpstcocnfcbti']","['tiorr', 'donat', 'tiorr', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', 'american', 'w', 'httpstcocnfcbti']","['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'american', 'w', 'httpstcocnfcbti']"
"""#Violent #crime has surged in this #country under the #Biden #administration,"" #Republican #USA Representative Mic… https://t.co/CctXWXlYaS",Violent crime has surged in this country under the Biden administration Republican USA Representative Mic… httpstcoCctXWXlYaS,"['violent', 'crime', 'has', 'surged', 'in', 'this', 'country', 'under', 'the', 'biden', 'administration', 'republican', 'usa', 'representative', 'mic', 'httpstcocctxwxlyas']","['violent', 'crime', 'surged', 'country', 'biden', 'administration', 'republican', 'usa', 'representative', 'mic', 'httpstcocctxwxlyas']","['violent', 'crime', 'surg', 'countri', 'biden', 'administr', 'republican', 'usa', 'repres', 'mic', 'httpstcocctxwxlya']","['violent', 'crime', 'surged', 'country', 'biden', 'administration', 'republican', 'usa', 'representative', 'mic', 'httpstcocctxwxlyas']"
The #bureau said on Wednesday its #data suggested the #number of #murders reported in #USA rose by 4.3% since 2020.… https://t.co/uMy6bUDwbu,The bureau said on Wednesday its data suggested the number of murders reported in USA rose by  since … httpstcouMybUDwbu,"['the', 'bureau', 'said', 'on', 'wednesday', 'its', 'data', 'suggested', 'the', 'number', 'of', 'murders', 'reported', 'in', 'usa', 'rose', 'by', 'since', 'httpstcoumybudwbu']","['bureau', 'said', 'wednesday', 'data', 'suggested', 'number', 'murders', 'reported', 'usa', 'rose', 'since', 'httpstcoumybudwbu']","['bureau', 'said', 'wednesday', 'data', 'suggest', 'number', 'murder', 'report', 'usa', 'rose', 'sinc', 'httpstcoumybudwbu']","['bureau', 'said', 'wednesday', 'data', 'suggested', 'number', 'murder', 'reported', 'usa', 'rose', 'since', 'httpstcoumybudwbu']"
❗️Four California family members kidnapped together earlier this week were found dead in a rural part of the state… https://t.co/c2KDZAxjtw,❗️Four California family members kidnapped together earlier this week were found dead in a rural part of the state… httpstcocKDZAxjtw,"['', 'four', 'california', 'family', 'members', 'kidnapped', 'together', 'earlier', 'this', 'week', 'were', 'found', 'dead', 'in', 'a', 'rural', 'part', 'of', 'the', 'state', 'httpstcockdzaxjtw']","['', 'four', 'california', 'family', 'members', 'kidnapped', 'together', 'earlier', 'week', 'found', 'dead', 'rural', 'part', 'state', 'httpstcockdzaxjtw']","['', 'four', 'california', 'famili', 'member', 'kidnap', 'togeth', 'earlier', 'week', 'found', 'dead', 'rural', 'part', 'state', 'httpstcockdzaxjtw']","['', 'four', 'california', 'family', 'member', 'kidnapped', 'together', 'earlier', 'week', 'found', 'dead', 'rural', 'part', 'state', 'httpstcockdzaxjtw']"
"#LaPorte #Police Support #Republican #AlexandraMealer for #HarrisCounty Judge!
- #LawEnforcement Endorse 
 ""ALEXAND… https://t.co/DAB9ySwkSD","LaPorte Police Support Republican AlexandraMealer for HarrisCounty Judge
 LawEnforcement Endorse 
 ALEXAND… httpstcoDABySwkSD","['laporte', 'police', 'support', 'republican', 'alexandramealer', 'for', 'harriscounty', 'judge', 'lawenforcement', 'endorse', 'alexand', 'httpstcodabyswksd']","['laporte', 'police', 'support', 'republican', 'alexandramealer', 'harriscounty', 'judge', 'lawenforcement', 'endorse', 'alexand', 'httpstcodabyswksd']","['laport', 'polic', 'support', 'republican', 'alexandrameal', 'harriscounti', 'judg', 'lawenforc', 'endors', 'alexand', 'httpstcodabyswksd']","['laporte', 'police', 'support', 'republican', 'alexandramealer', 'harriscounty', 'judge', 'lawenforcement', 'endorse', 'alexand', 'httpstcodabyswksd']"
@chadocl @hyunsuinseoul ... or anywhere in #America .. #FYI #Crime #USA https://t.co/keaxgXvs1v,chadocl hyunsuinseoul  or anywhere in America  FYI Crime USA httpstcokeaxgXvsv,"['chadocl', 'hyunsuinseoul', 'or', 'anywhere', 'in', 'america', 'fyi', 'crime', 'usa', 'httpstcokeaxgxvsv']","['chadocl', 'hyunsuinseoul', 'anywhere', 'america', 'fyi', 'crime', 'usa', 'httpstcokeaxgxvsv']","['chadocl', 'hyunsuinseoul', 'anywher', 'america', 'fyi', 'crime', 'usa', 'httpstcokeaxgxvsv']","['chadocl', 'hyunsuinseoul', 'anywhere', 'america', 'fyi', 'crime', 'usa', 'httpstcokeaxgxvsv']"
WATCH: MSNBC's Chris Hayes Wants the News to Ignore America's Crime Crisis https://t.co/3K6m0H7zla. #USA #America… https://t.co/IRnnLIIf8V,WATCH MSNBCs Chris Hayes Wants the News to Ignore Americas Crime Crisis httpstcoKmHzla USA America… httpstcoIRnnLIIfV,"['watch', 'msnbcs', 'chris', 'hayes', 'wants', 'the', 'news', 'to', 'ignore', 'americas', 'crime', 'crisis', 'httpstcokmhzla', 'usa', 'america', 'httpstcoirnnliifv']","['watch', 'msnbcs', 'chris', 'hayes', 'wants', 'news', 'ignore', 'americas', 'crime', 'crisis', 'httpstcokmhzla', 'usa', 'america', 'httpstcoirnnliifv']","['watch', 'msnbc', 'chri', 'hay', 'want', 'news', 'ignor', 'america', 'crime', 'crisi', 'httpstcokmhzla', 'usa', 'america', 'httpstcoirnnliifv']","['watch', 'msnbcs', 'chris', 'hayes', 'want', 'news', 'ignore', 'america', 'crime', 'crisis', 'httpstcokmhzla', 'usa', 'america', 'httpstcoirnnliifv']"
