text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
@MayoIsSpicyy Recent reporting shows #FBI felt all along #TraitorTrump hadn’t returned all govt docs he stole fr WH… https://t.co/DBDahTFC96,MayoIsSpicyy Recent reporting shows FBI felt all along TraitorTrump hadn’t returned all govt docs he stole fr WH… httpstcoDBDahTFC,"['mayoisspicyy', 'recent', 'reporting', 'shows', 'fbi', 'felt', 'all', 'along', 'traitortrump', 'hadn', 't', 'returned', 'all', 'govt', 'docs', 'he', 'stole', 'fr', 'wh', 'httpstcodbdahtfc']","['mayoisspicyy', 'recent', 'reporting', 'shows', 'fbi', 'felt', 'along', 'traitortrump', 'returned', 'govt', 'docs', 'stole', 'fr', 'wh', 'httpstcodbdahtfc']","['mayoisspicyy', 'recent', 'report', 'show', 'fbi', 'felt', 'along', 'traitortrump', 'return', 'govt', 'doc', 'stole', 'fr', 'wh', 'httpstcodbdahtfc']","['mayoisspicyy', 'recent', 'reporting', 'show', 'fbi', 'felt', 'along', 'traitortrump', 'returned', 'govt', 'doc', 'stole', 'fr', 'wh', 'httpstcodbdahtfc']"
#FBI/Treason,FBITreason,['fbitreason'],['fbitreason'],['fbitreason'],['fbitreason']
This is very discouraging news about the #FBI ... I expect better from the Government's primary law enforcement age… https://t.co/nEGsgm78cR,This is very discouraging news about the FBI  I expect better from the Governments primary law enforcement age… httpstconEGsgmcR,"['this', 'is', 'very', 'discouraging', 'news', 'about', 'the', 'fbi', 'i', 'expect', 'better', 'from', 'the', 'governments', 'primary', 'law', 'enforcement', 'age', 'httpstconegsgmcr']","['discouraging', 'news', 'fbi', 'expect', 'better', 'governments', 'primary', 'law', 'enforcement', 'age', 'httpstconegsgmcr']","['discourag', 'news', 'fbi', 'expect', 'better', 'govern', 'primari', 'law', 'enforc', 'age', 'httpstconegsgmcr']","['discouraging', 'news', 'fbi', 'expect', 'better', 'government', 'primary', 'law', 'enforcement', 'age', 'httpstconegsgmcr']"
Has the #FBI searched all of Trump’s desks? Could his #tinydesk contain very small (but nevertheless important) cla… https://t.co/AGQwUXZz59,Has the FBI searched all of Trump’s desks Could his tinydesk contain very small but nevertheless important cla… httpstcoAGQwUXZz,"['has', 'the', 'fbi', 'searched', 'all', 'of', 'trump', 's', 'desks', 'could', 'his', 'tinydesk', 'contain', 'very', 'small', 'but', 'nevertheless', 'important', 'cla', 'httpstcoagqwuxzz']","['fbi', 'searched', 'trump', 'desks', 'could', 'tinydesk', 'contain', 'small', 'nevertheless', 'important', 'cla', 'httpstcoagqwuxzz']","['fbi', 'search', 'trump', 'desk', 'could', 'tinydesk', 'contain', 'small', 'nevertheless', 'import', 'cla', 'httpstcoagqwuxzz']","['fbi', 'searched', 'trump', 'desk', 'could', 'tinydesk', 'contain', 'small', 'nevertheless', 'important', 'cla', 'httpstcoagqwuxzz']"
a hidden Cold War Failure #Apathy For The Romans it was #Lead Poisoning for We the People of the  #World   [_______… https://t.co/YSI36TsgCW,a hidden Cold War Failure Apathy For The Romans it was Lead Poisoning for We the People of the  World   … httpstcoYSITsgCW,"['a', 'hidden', 'cold', 'war', 'failure', 'apathy', 'for', 'the', 'romans', 'it', 'was', 'lead', 'poisoning', 'for', 'we', 'the', 'people', 'of', 'the', 'world', 'httpstcoysitsgcw']","['hidden', 'cold', 'war', 'failure', 'apathy', 'romans', 'lead', 'poisoning', 'people', 'world', 'httpstcoysitsgcw']","['hidden', 'cold', 'war', 'failur', 'apathi', 'roman', 'lead', 'poison', 'peopl', 'world', 'httpstcoysitsgcw']","['hidden', 'cold', 'war', 'failure', 'apathy', 'roman', 'lead', 'poisoning', 'people', 'world', 'httpstcoysitsgcw']"
"@MayoIsSpicyy Again, it’s #DOJ practice/MO to do simultaneous searches.
IMO #FBI likely had evidence #TraitorTrump… https://t.co/gdeIm5UKFe","MayoIsSpicyy Again it’s DOJ practiceMO to do simultaneous searches
IMO FBI likely had evidence TraitorTrump… httpstcogdeImUKFe","['mayoisspicyy', 'again', 'it', 's', 'doj', 'practicemo', 'to', 'do', 'simultaneous', 'searches', 'imo', 'fbi', 'likely', 'had', 'evidence', 'traitortrump', 'httpstcogdeimukfe']","['mayoisspicyy', 'doj', 'practicemo', 'simultaneous', 'searches', 'imo', 'fbi', 'likely', 'evidence', 'traitortrump', 'httpstcogdeimukfe']","['mayoisspicyy', 'doj', 'practicemo', 'simultan', 'search', 'imo', 'fbi', 'like', 'evid', 'traitortrump', 'httpstcogdeimukf']","['mayoisspicyy', 'doj', 'practicemo', 'simultaneous', 'search', 'imo', 'fbi', 'likely', 'evidence', 'traitortrump', 'httpstcogdeimukfe']"
It’s. A. Cult. Also WHY is that seditious orange treason weasel still free and hosting his racist grifting rallies?… https://t.co/p0CQQPgfIm,It’s A Cult Also WHY is that seditious orange treason weasel still free and hosting his racist grifting rallies… httpstcopCQQPgfIm,"['it', 's', 'a', 'cult', 'also', 'why', 'is', 'that', 'seditious', 'orange', 'treason', 'weasel', 'still', 'free', 'and', 'hosting', 'his', 'racist', 'grifting', 'rallies', 'httpstcopcqqpgfim']","['cult', 'also', 'seditious', 'orange', 'treason', 'weasel', 'still', 'free', 'hosting', 'racist', 'grifting', 'rallies', 'httpstcopcqqpgfim']","['cult', 'also', 'sediti', 'orang', 'treason', 'weasel', 'still', 'free', 'host', 'racist', 'grift', 'ralli', 'httpstcopcqqpgfim']","['cult', 'also', 'seditious', 'orange', 'treason', 'weasel', 'still', 'free', 'hosting', 'racist', 'grifting', 'rally', 'httpstcopcqqpgfim']"
#DYK that National #HispanicHeritageMonth is commemorated each September 15-October 15? As the U.S. celebrates the… https://t.co/B98RAYMGso,DYK that National HispanicHeritageMonth is commemorated each September October  As the US celebrates the… httpstcoBRAYMGso,"['dyk', 'that', 'national', 'hispanicheritagemonth', 'is', 'commemorated', 'each', 'september', 'october', 'as', 'the', 'us', 'celebrates', 'the', 'httpstcobraymgso']","['dyk', 'national', 'hispanicheritagemonth', 'commemorated', 'september', 'october', 'us', 'celebrates', 'httpstcobraymgso']","['dyk', 'nation', 'hispanicheritagemonth', 'commemor', 'septemb', 'octob', 'us', 'celebr', 'httpstcobraymgso']","['dyk', 'national', 'hispanicheritagemonth', 'commemorated', 'september', 'october', 'u', 'celebrates', 'httpstcobraymgso']"
"Of course they won't do much in #hunterbiden case when daddy is the #president. 

#biden makes #nixon look good.… https://t.co/zSr82w8YsK","Of course they wont do much in hunterbiden case when daddy is the president 

biden makes nixon look good… httpstcozSrwYsK","['of', 'course', 'they', 'wont', 'do', 'much', 'in', 'hunterbiden', 'case', 'when', 'daddy', 'is', 'the', 'president', 'biden', 'makes', 'nixon', 'look', 'good', 'httpstcozsrwysk']","['course', 'wont', 'much', 'hunterbiden', 'case', 'daddy', 'president', 'biden', 'makes', 'nixon', 'look', 'good', 'httpstcozsrwysk']","['cours', 'wont', 'much', 'hunterbiden', 'case', 'daddi', 'presid', 'biden', 'make', 'nixon', 'look', 'good', 'httpstcozsrwysk']","['course', 'wont', 'much', 'hunterbiden', 'case', 'daddy', 'president', 'biden', 'make', 'nixon', 'look', 'good', 'httpstcozsrwysk']"
"Just looked through my photo app, and there sits a short vid of someone outside my parents house in Westover, WV, a… https://t.co/84zEpQqOuf",Just looked through my photo app and there sits a short vid of someone outside my parents house in Westover WV a… httpstcozEpQqOuf,"['just', 'looked', 'through', 'my', 'photo', 'app', 'and', 'there', 'sits', 'a', 'short', 'vid', 'of', 'someone', 'outside', 'my', 'parents', 'house', 'in', 'westover', 'wv', 'a', 'httpstcozepqqouf']","['looked', 'photo', 'app', 'sits', 'short', 'vid', 'someone', 'outside', 'parents', 'house', 'westover', 'wv', 'httpstcozepqqouf']","['look', 'photo', 'app', 'sit', 'short', 'vid', 'someon', 'outsid', 'parent', 'hous', 'westov', 'wv', 'httpstcozepqqouf']","['looked', 'photo', 'app', 'sits', 'short', 'vid', 'someone', 'outside', 'parent', 'house', 'westover', 'wv', 'httpstcozepqqouf']"
@JoeBiden Neither can the #FBI,JoeBiden Neither can the FBI,"['joebiden', 'neither', 'can', 'the', 'fbi']","['joebiden', 'neither', 'fbi']","['joebiden', 'neither', 'fbi']","['joebiden', 'neither', 'fbi']"
#NM Gov. Lujan Grisham requests additional #FBI agents to help fight crime - https://t.co/iM2fxa4HID https://t.co/LDuIGvJNfk,NM Gov Lujan Grisham requests additional FBI agents to help fight crime  httpstcoiMfxaHID httpstcoLDuIGvJNfk,"['nm', 'gov', 'lujan', 'grisham', 'requests', 'additional', 'fbi', 'agents', 'to', 'help', 'fight', 'crime', 'httpstcoimfxahid', 'httpstcolduigvjnfk']","['nm', 'gov', 'lujan', 'grisham', 'requests', 'additional', 'fbi', 'agents', 'help', 'fight', 'crime', 'httpstcoimfxahid', 'httpstcolduigvjnfk']","['nm', 'gov', 'lujan', 'grisham', 'request', 'addit', 'fbi', 'agent', 'help', 'fight', 'crime', 'httpstcoimfxahid', 'httpstcolduigvjnfk']","['nm', 'gov', 'lujan', 'grisham', 'request', 'additional', 'fbi', 'agent', 'help', 'fight', 'crime', 'httpstcoimfxahid', 'httpstcolduigvjnfk']"
"@lindyli @TheJusticeDept WADR, 

#MerrickGarland 
#FBI 
#NSA 
#NARA 
#JusticeDept 
@TheJusticeDept 

#Trump &amp; His… https://t.co/yZHcrIRstz","lindyli TheJusticeDept WADR 

MerrickGarland 
FBI 
NSA 
NARA 
JusticeDept 
TheJusticeDept 

Trump amp His… httpstcoyZHcrIRstz","['lindyli', 'thejusticedept', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'trump', 'amp', 'his', 'httpstcoyzhcrirstz']","['lindyli', 'thejusticedept', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'trump', 'amp', 'httpstcoyzhcrirstz']","['lindyli', 'thejusticedept', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'trump', 'amp', 'httpstcoyzhcrirstz']","['lindyli', 'thejusticedept', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'trump', 'amp', 'httpstcoyzhcrirstz']"
"Do a #foia request Syedyasir A Naqvi with #fbi code name was MUGATU , bought controlled substances #guns -from… https://t.co/CU36viJVWF",Do a foia request Syedyasir A Naqvi with fbi code name was MUGATU  bought controlled substances guns from… httpstcoCUviJVWF,"['do', 'a', 'foia', 'request', 'syedyasir', 'a', 'naqvi', 'with', 'fbi', 'code', 'name', 'was', 'mugatu', 'bought', 'controlled', 'substances', 'guns', 'from', 'httpstcocuvijvwf']","['foia', 'request', 'syedyasir', 'naqvi', 'fbi', 'code', 'name', 'mugatu', 'bought', 'controlled', 'substances', 'guns', 'httpstcocuvijvwf']","['foia', 'request', 'syedyasir', 'naqvi', 'fbi', 'code', 'name', 'mugatu', 'bought', 'control', 'substanc', 'gun', 'httpstcocuvijvwf']","['foia', 'request', 'syedyasir', 'naqvi', 'fbi', 'code', 'name', 'mugatu', 'bought', 'controlled', 'substance', 'gun', 'httpstcocuvijvwf']"
"@lindyli @TheJusticeDept WADR, 

#MerrickGarland 
#FBI 
#NSA 
#NARA 
#JusticeDept 
@TheJusticeDept 

WHERE THE F… https://t.co/cuJBYkGVQj","lindyli TheJusticeDept WADR 

MerrickGarland 
FBI 
NSA 
NARA 
JusticeDept 
TheJusticeDept 

WHERE THE F… httpstcocuJBYkGVQj","['lindyli', 'thejusticedept', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'where', 'the', 'f', 'httpstcocujbykgvqj']","['lindyli', 'thejusticedept', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'f', 'httpstcocujbykgvqj']","['lindyli', 'thejusticedept', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'f', 'httpstcocujbykgvqj']","['lindyli', 'thejusticedept', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'f', 'httpstcocujbykgvqj']"
"@lindyli WADR, 

#MerrickGarland 
#FBI 
#NSA 
#NARA 
#JusticeDept 
@TheJusticeDept 

WHO THE F 
ARE ALL THESE PEOPLE⁉️","lindyli WADR 

MerrickGarland 
FBI 
NSA 
NARA 
JusticeDept 
TheJusticeDept 

WHO THE F 
ARE ALL THESE PEOPLE⁉️","['lindyli', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'who', 'the', 'f', 'are', 'all', 'these', 'people', '']","['lindyli', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'f', 'people', '']","['lindyli', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'f', 'peopl', '']","['lindyli', 'wadr', 'merrickgarland', 'fbi', 'nsa', 'nara', 'justicedept', 'thejusticedept', 'f', 'people', '']"
"BLM/ANTIFA/JANES
violent protesting &amp;SCOTUS protesting not a crime 

11 geriatric prolife protestors locked up ever… https://t.co/9WIjybyT04","BLMANTIFAJANES
violent protesting ampSCOTUS protesting not a crime 

 geriatric prolife protestors locked up ever… httpstcoWIjybyT","['blmantifajanes', 'violent', 'protesting', 'ampscotus', 'protesting', 'not', 'a', 'crime', 'geriatric', 'prolife', 'protestors', 'locked', 'up', 'ever', 'httpstcowijybyt']","['blmantifajanes', 'violent', 'protesting', 'ampscotus', 'protesting', 'crime', 'geriatric', 'prolife', 'protestors', 'locked', 'ever', 'httpstcowijybyt']","['blmantifajan', 'violent', 'protest', 'ampscotu', 'protest', 'crime', 'geriatr', 'prolif', 'protestor', 'lock', 'ever', 'httpstcowijybyt']","['blmantifajanes', 'violent', 'protesting', 'ampscotus', 'protesting', 'crime', 'geriatric', 'prolife', 'protestors', 'locked', 'ever', 'httpstcowijybyt']"
"#GOP Planned Atrocities for Midterms:
-Nationwide Ban on Abortions
-Eliminate Social Security
-Gut ACA,Medicare &amp; M… https://t.co/K3zkoyYFZ5","GOP Planned Atrocities for Midterms
Nationwide Ban on Abortions
Eliminate Social Security
Gut ACAMedicare amp M… httpstcoKzkoyYFZ","['gop', 'planned', 'atrocities', 'for', 'midterms', 'nationwide', 'ban', 'on', 'abortions', 'eliminate', 'social', 'security', 'gut', 'acamedicare', 'amp', 'm', 'httpstcokzkoyyfz']","['gop', 'planned', 'atrocities', 'midterms', 'nationwide', 'ban', 'abortions', 'eliminate', 'social', 'security', 'gut', 'acamedicare', 'amp', 'httpstcokzkoyyfz']","['gop', 'plan', 'atroc', 'midterm', 'nationwid', 'ban', 'abort', 'elimin', 'social', 'secur', 'gut', 'acamedicar', 'amp', 'httpstcokzkoyyfz']","['gop', 'planned', 'atrocity', 'midterm', 'nationwide', 'ban', 'abortion', 'eliminate', 'social', 'security', 'gut', 'acamedicare', 'amp', 'httpstcokzkoyyfz']"
FBI undercounts number of times armed citizens have thwarted active shooting incidents: report… https://t.co/Th16CKJ7c7,FBI undercounts number of times armed citizens have thwarted active shooting incidents report… httpstcoThCKJc,"['fbi', 'undercounts', 'number', 'of', 'times', 'armed', 'citizens', 'have', 'thwarted', 'active', 'shooting', 'incidents', 'report', 'httpstcothckjc']","['fbi', 'undercounts', 'number', 'times', 'armed', 'citizens', 'thwarted', 'active', 'shooting', 'incidents', 'report', 'httpstcothckjc']","['fbi', 'undercount', 'number', 'time', 'arm', 'citizen', 'thwart', 'activ', 'shoot', 'incid', 'report', 'httpstcothckjc']","['fbi', 'undercounts', 'number', 'time', 'armed', 'citizen', 'thwarted', 'active', 'shooting', 'incident', 'report', 'httpstcothckjc']"
Tech scam calls on the rise; #FBI issues alert on how to protect yourself - Oct 8 @ 3:05 PM ET https://t.co/Fmeui5k1Nl,Tech scam calls on the rise FBI issues alert on how to protect yourself  Oct    PM ET httpstcoFmeuikNl,"['tech', 'scam', 'calls', 'on', 'the', 'rise', 'fbi', 'issues', 'alert', 'on', 'how', 'to', 'protect', 'yourself', 'oct', 'pm', 'et', 'httpstcofmeuiknl']","['tech', 'scam', 'calls', 'rise', 'fbi', 'issues', 'alert', 'protect', 'oct', 'pm', 'et', 'httpstcofmeuiknl']","['tech', 'scam', 'call', 'rise', 'fbi', 'issu', 'alert', 'protect', 'oct', 'pm', 'et', 'httpstcofmeuiknl']","['tech', 'scam', 'call', 'rise', 'fbi', 'issue', 'alert', 'protect', 'oct', 'pm', 'et', 'httpstcofmeuiknl']"
I've just watched episode S01 | E05 of FBI! #fbi  https://t.co/SeBV9LVKgj #tvtime https://t.co/VADpHZVuz5,Ive just watched episode S  E of FBI fbi  httpstcoSeBVLVKgj tvtime httpstcoVADpHZVuz,"['ive', 'just', 'watched', 'episode', 's', 'e', 'of', 'fbi', 'fbi', 'httpstcosebvlvkgj', 'tvtime', 'httpstcovadphzvuz']","['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstcosebvlvkgj', 'tvtime', 'httpstcovadphzvuz']","['ive', 'watch', 'episod', 'e', 'fbi', 'fbi', 'httpstcosebvlvkgj', 'tvtime', 'httpstcovadphzvuz']","['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstcosebvlvkgj', 'tvtime', 'httpstcovadphzvuz']"
Send little kids around me to claim fallacies pls remember this is because I will not again!! Wear wires and buy dr… https://t.co/nLo6vfYP2Z,Send little kids around me to claim fallacies pls remember this is because I will not again Wear wires and buy dr… httpstconLovfYPZ,"['send', 'little', 'kids', 'around', 'me', 'to', 'claim', 'fallacies', 'pls', 'remember', 'this', 'is', 'because', 'i', 'will', 'not', 'again', 'wear', 'wires', 'and', 'buy', 'dr', 'httpstconlovfypz']","['send', 'little', 'kids', 'around', 'claim', 'fallacies', 'pls', 'remember', 'wear', 'wires', 'buy', 'dr', 'httpstconlovfypz']","['send', 'littl', 'kid', 'around', 'claim', 'fallaci', 'pl', 'rememb', 'wear', 'wire', 'buy', 'dr', 'httpstconlovfypz']","['send', 'little', 'kid', 'around', 'claim', 'fallacy', 'pls', 'remember', 'wear', 'wire', 'buy', 'dr', 'httpstconlovfypz']"
I've just watched episode S05 | E03 of FBI! #fbi  https://t.co/nNohbTdw7Q #tvtime https://t.co/Su2B3hTCRc,Ive just watched episode S  E of FBI fbi  httpstconNohbTdwQ tvtime httpstcoSuBhTCRc,"['ive', 'just', 'watched', 'episode', 's', 'e', 'of', 'fbi', 'fbi', 'httpstconnohbtdwq', 'tvtime', 'httpstcosubhtcrc']","['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstconnohbtdwq', 'tvtime', 'httpstcosubhtcrc']","['ive', 'watch', 'episod', 'e', 'fbi', 'fbi', 'httpstconnohbtdwq', 'tvtime', 'httpstcosubhtcrc']","['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstconnohbtdwq', 'tvtime', 'httpstcosubhtcrc']"
"@OccupyDemocrats ""#Georgia’s #Fulton County District Attorney Fani #Willis subpoenas Newt #Gingrich &amp; Michael… https://t.co/iIJMxQ9CS1",OccupyDemocrats Georgia’s Fulton County District Attorney Fani Willis subpoenas Newt Gingrich amp Michael… httpstcoiIJMxQCS,"['occupydemocrats', 'georgia', 's', 'fulton', 'county', 'district', 'attorney', 'fani', 'willis', 'subpoenas', 'newt', 'gingrich', 'amp', 'michael', 'httpstcoiijmxqcs']","['occupydemocrats', 'georgia', 'fulton', 'county', 'district', 'attorney', 'fani', 'willis', 'subpoenas', 'newt', 'gingrich', 'amp', 'michael', 'httpstcoiijmxqcs']","['occupydemocrat', 'georgia', 'fulton', 'counti', 'district', 'attorney', 'fani', 'willi', 'subpoena', 'newt', 'gingrich', 'amp', 'michael', 'httpstcoiijmxqc']","['occupydemocrats', 'georgia', 'fulton', 'county', 'district', 'attorney', 'fani', 'willis', 'subpoena', 'newt', 'gingrich', 'amp', 'michael', 'httpstcoiijmxqcs']"
"I love the #usarmy I am a true #american #patriot I am also a decent #dad to my kid, but #fbi agents and staff&amp;resi… https://t.co/QSthIQTpO0",I love the usarmy I am a true american patriot I am also a decent dad to my kid but fbi agents and staffampresi… httpstcoQSthIQTpO,"['i', 'love', 'the', 'usarmy', 'i', 'am', 'a', 'true', 'american', 'patriot', 'i', 'am', 'also', 'a', 'decent', 'dad', 'to', 'my', 'kid', 'but', 'fbi', 'agents', 'and', 'staffampresi', 'httpstcoqsthiqtpo']","['love', 'usarmy', 'true', 'american', 'patriot', 'also', 'decent', 'dad', 'kid', 'fbi', 'agents', 'staffampresi', 'httpstcoqsthiqtpo']","['love', 'usarmi', 'true', 'american', 'patriot', 'also', 'decent', 'dad', 'kid', 'fbi', 'agent', 'staffampresi', 'httpstcoqsthiqtpo']","['love', 'usarmy', 'true', 'american', 'patriot', 'also', 'decent', 'dad', 'kid', 'fbi', 'agent', 'staffampresi', 'httpstcoqsthiqtpo']"
@POTUS Also your #fbi #agents are #gangstalking an innocent #muslim man in #burlingtoncountynj they literally tried… https://t.co/XHMtAkHzGR,POTUS Also your fbi agents are gangstalking an innocent muslim man in burlingtoncountynj they literally tried… httpstcoXHMtAkHzGR,"['potus', 'also', 'your', 'fbi', 'agents', 'are', 'gangstalking', 'an', 'innocent', 'muslim', 'man', 'in', 'burlingtoncountynj', 'they', 'literally', 'tried', 'httpstcoxhmtakhzgr']","['potus', 'also', 'fbi', 'agents', 'gangstalking', 'innocent', 'muslim', 'man', 'burlingtoncountynj', 'literally', 'tried', 'httpstcoxhmtakhzgr']","['potu', 'also', 'fbi', 'agent', 'gangstalk', 'innoc', 'muslim', 'man', 'burlingtoncountynj', 'liter', 'tri', 'httpstcoxhmtakhzgr']","['potus', 'also', 'fbi', 'agent', 'gangstalking', 'innocent', 'muslim', 'man', 'burlingtoncountynj', 'literally', 'tried', 'httpstcoxhmtakhzgr']"
The #FBI is proud to celebrate the #diversity of our workforce during National #HispanicHeritageMonth by recognizin… https://t.co/cBCHlSSemb,The FBI is proud to celebrate the diversity of our workforce during National HispanicHeritageMonth by recognizin… httpstcocBCHlSSemb,"['the', 'fbi', 'is', 'proud', 'to', 'celebrate', 'the', 'diversity', 'of', 'our', 'workforce', 'during', 'national', 'hispanicheritagemonth', 'by', 'recognizin', 'httpstcocbchlssemb']","['fbi', 'proud', 'celebrate', 'diversity', 'workforce', 'national', 'hispanicheritagemonth', 'recognizin', 'httpstcocbchlssemb']","['fbi', 'proud', 'celebr', 'divers', 'workforc', 'nation', 'hispanicheritagemonth', 'recognizin', 'httpstcocbchlssemb']","['fbi', 'proud', 'celebrate', 'diversity', 'workforce', 'national', 'hispanicheritagemonth', 'recognizin', 'httpstcocbchlssemb']"
"@ChuckCallesto Why do they need to spend this money on staff when they have the #FBI, #DOJ  #WokeMedia and big tech on working for them.",ChuckCallesto Why do they need to spend this money on staff when they have the FBI DOJ  WokeMedia and big tech on working for them,"['chuckcallesto', 'why', 'do', 'they', 'need', 'to', 'spend', 'this', 'money', 'on', 'staff', 'when', 'they', 'have', 'the', 'fbi', 'doj', 'wokemedia', 'and', 'big', 'tech', 'on', 'working', 'for', 'them']","['chuckcallesto', 'need', 'spend', 'money', 'staff', 'fbi', 'doj', 'wokemedia', 'big', 'tech', 'working']","['chuckcallesto', 'need', 'spend', 'money', 'staff', 'fbi', 'doj', 'wokemedia', 'big', 'tech', 'work']","['chuckcallesto', 'need', 'spend', 'money', 'staff', 'fbi', 'doj', 'wokemedia', 'big', 'tech', 'working']"
County commissioner #burlingtoncountynj Balvir Singh with Alok Aggrawal of #brookfieldproperties have somehow enlis… https://t.co/IWkFogT9sv,County commissioner burlingtoncountynj Balvir Singh with Alok Aggrawal of brookfieldproperties have somehow enlis… httpstcoIWkFogTsv,"['county', 'commissioner', 'burlingtoncountynj', 'balvir', 'singh', 'with', 'alok', 'aggrawal', 'of', 'brookfieldproperties', 'have', 'somehow', 'enlis', 'httpstcoiwkfogtsv']","['county', 'commissioner', 'burlingtoncountynj', 'balvir', 'singh', 'alok', 'aggrawal', 'brookfieldproperties', 'somehow', 'enlis', 'httpstcoiwkfogtsv']","['counti', 'commission', 'burlingtoncountynj', 'balvir', 'singh', 'alok', 'aggraw', 'brookfieldproperti', 'somehow', 'enli', 'httpstcoiwkfogtsv']","['county', 'commissioner', 'burlingtoncountynj', 'balvir', 'singh', 'alok', 'aggrawal', 'brookfieldproperties', 'somehow', 'enlis', 'httpstcoiwkfogtsv']"
😡😡😡 THIS IS WAR: #FBI Raids Homes of More Pro-Life Leaders https://t.co/NUcyXvLSiP,😡😡😡 THIS IS WAR FBI Raids Homes of More ProLife Leaders httpstcoNUcyXvLSiP,"['', 'this', 'is', 'war', 'fbi', 'raids', 'homes', 'of', 'more', 'prolife', 'leaders', 'httpstconucyxvlsip']","['', 'war', 'fbi', 'raids', 'homes', 'prolife', 'leaders', 'httpstconucyxvlsip']","['', 'war', 'fbi', 'raid', 'home', 'prolif', 'leader', 'httpstconucyxvlsip']","['', 'war', 'fbi', 'raid', 'home', 'prolife', 'leader', 'httpstconucyxvlsip']"
I've just watched episode S05 | E02 of FBI! #fbi  https://t.co/NlHkA9S0bc #tvtime https://t.co/hNnJeBpEpp,Ive just watched episode S  E of FBI fbi  httpstcoNlHkASbc tvtime httpstcohNnJeBpEpp,"['ive', 'just', 'watched', 'episode', 's', 'e', 'of', 'fbi', 'fbi', 'httpstconlhkasbc', 'tvtime', 'httpstcohnnjebpepp']","['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstconlhkasbc', 'tvtime', 'httpstcohnnjebpepp']","['ive', 'watch', 'episod', 'e', 'fbi', 'fbi', 'httpstconlhkasbc', 'tvtime', 'httpstcohnnjebpepp']","['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstconlhkasbc', 'tvtime', 'httpstcohnnjebpepp']"
"When she lost, she doesn't do any self reflection but just blame everybody &amp; everything on her loss! Like:… https://t.co/D8QxCiqjOG",When she lost she doesnt do any self reflection but just blame everybody amp everything on her loss Like… httpstcoDQxCiqjOG,"['when', 'she', 'lost', 'she', 'doesnt', 'do', 'any', 'self', 'reflection', 'but', 'just', 'blame', 'everybody', 'amp', 'everything', 'on', 'her', 'loss', 'like', 'httpstcodqxciqjog']","['lost', 'doesnt', 'self', 'reflection', 'blame', 'everybody', 'amp', 'everything', 'loss', 'like', 'httpstcodqxciqjog']","['lost', 'doesnt', 'self', 'reflect', 'blame', 'everybodi', 'amp', 'everyth', 'loss', 'like', 'httpstcodqxciqjog']","['lost', 'doesnt', 'self', 'reflection', 'blame', 'everybody', 'amp', 'everything', 'loss', 'like', 'httpstcodqxciqjog']"
I am stating for the record that at #briggsandunion in #burlingtoncountynj #mountlaurelnj #property staff and #fbi… https://t.co/vgMj3JyX6W,I am stating for the record that at briggsandunion in burlingtoncountynj mountlaurelnj property staff and fbi… httpstcovgMjJyXW,"['i', 'am', 'stating', 'for', 'the', 'record', 'that', 'at', 'briggsandunion', 'in', 'burlingtoncountynj', 'mountlaurelnj', 'property', 'staff', 'and', 'fbi', 'httpstcovgmjjyxw']","['stating', 'record', 'briggsandunion', 'burlingtoncountynj', 'mountlaurelnj', 'property', 'staff', 'fbi', 'httpstcovgmjjyxw']","['state', 'record', 'briggsandunion', 'burlingtoncountynj', 'mountlaurelnj', 'properti', 'staff', 'fbi', 'httpstcovgmjjyxw']","['stating', 'record', 'briggsandunion', 'burlingtoncountynj', 'mountlaurelnj', 'property', 'staff', 'fbi', 'httpstcovgmjjyxw']"
