label,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
FBI,When FBI was beloved  🎶🎶MyDreams httpstcogwtoBTNZgk,False,1,,2022-10-09 16:15:25,False,,1579143507713085441,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",09amarix,0,False,False,,
FBI,Pianomann SharylAttkisson jacobnhls Many still believe the FBI lie that the laptop was RuSsIaN DiSiNfOrMaTiOn… httpstcoJZbiEsSDwT,False,1,Pianomann,2022-10-09 16:14:22,True,1.5790832827711939e+18,1579143240875245569,18569869.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SciGuy65,0,False,False,,
FBI,nedryun kwood    years ago  Just how much backdoor dirty dealings have been committed by the FBI FBI NewMafia MOB,False,3,nedryun,2022-10-09 16:06:09,False,1.5791167587780977e+18,1579141173456900096,15455253.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HillGirlTN,0,False,False,,
FBI,"I feel like we’re living as the Simpson cartoon
That’s how ridiculous it all is 
None of the illness catastrophes… httpstcos UJ o r Y",False,0,,2022-10-09 16:03:24,True,,1579140481518571520,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",twitbotgov,0,False,False,,
FBI,NickVertucciNV Arrest Nick Vertucci He is in on the cheating scandal That’s why he both plays in the cash game… httpstco Bm DuhyCq,False,6,NickVertucciNV,2022-10-09 16:03:04,True,1.5791357725185352e+18,1579140398655901696,2217229740.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jr21411730,0,False,False,,
FBI,"HowardMortman So theyre in a bowling alley slash Chinese restaurant 
is the new 
“theres always money in the banana stand”
FBI",False,1,HowardMortman,2022-10-09 16:02:37,False,1.579061581844951e+18,1579140285329612800,13262862.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",olip0p,0,False,False,,
FBI,As our country marks National HispanicHeritageMonth the FBI celebrates our HispanicAmerican colleagues dedicat… httpstco EHkbyPp C,False,4,,2022-10-09 16:02:12,True,,1579140178513342464,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",FBINewOrleans,2,False,False,,
FBI,Do you work from home During the COVID  pandemic the FBI has seen fraudsters compromise business email network… httpstcot LOdjeGIa,False,1,,2022-10-09 16:02:09,True,,1579140167054475266,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",FBICharlotte,0,False,False,,
FBI,If you suspect that you or your organization may have fallen victim to a spoofing or phishing scam… httpstcoflysPwod s,False,5,,2022-10-09 16:02:00,True,,1579140129293471749,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",FBIBirmingham,3,False,False,,
FBI,The scent of torn flesh fear and blood hung so thick in the air Alicia could feel it and taste it It filled the s… httpstcohTs ykkTv ,False,4,,2022-10-09 16:00:30,True,,1579139750308458496,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",WildRosePress,5,False,False,,
FBI,OTD   Officials at the FBI drafted this memo about their meeting with Frank Kameny in which the bureau demande… httpstcoo CaSnpYfo,False,1,,2022-10-09 16:00:01,True,,1579139628904239104,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DouglasMCharles,0,False,False,,
FBI,ICYMI The FBI knows publicprivate partnerships are key to successfully fighting cyber crime Watch the video be… httpstcoch Kf pPKH,False,10,,2022-10-09 16:00:00,True,,1579139626173755392,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",FBIBoston,3,False,False,,
FBI,Honestly ladies amp gents many of us suspected Trump had more illicitlyheld govt documents when we first laid eyes… httpstco r Uh NJmz,False,0,,2022-10-09 15:48:30,True,,1579136732217233408,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gglightbulb,0,False,False,,
FBI,"CongressmanHice Way to go FBI

Criminals should always be arrested

GA  GApol",False,0,CongressmanHice,2022-10-09 15:47:37,False,1.5784419580616172e+18,1579136511215554560,2975091705.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",UGAFanTim,0,False,False,,
FBI,"Still no answer to this question

 Who paid off Supreme Court Justice Brett Kavanaugh’s   country club fees… httpstcoOtAtAYnSTw",False,7,,2022-10-09 15:46:13,True,,1579136155974766593,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",girobillard,1,False,False,,
FBI,Why arent the BryanSinger types getting these kind of prison sentences Abusing adult women is worse than abusing… httpstcoZdni NUzzJ,False,0,,2022-10-09 15:45:59,True,,1579136099896950787,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",theNavyBratt,0,False,False,,
FBI,blueyezgirl  petermasom  And lets not forget that ZTE phone case bribe The FBI wanted ZTE phones with spy… httpstcof p uHvXFh,False,2,blueyezgirl68,2022-10-09 15:31:37,True,1.5788329934136074e+18,1579132485136326658,269610449.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RealNoraC,2,False,False,,
FBI,"Anyone notice that last Friday Biden removed the FISA safeguards from spying on US Citizens
They no longer need a… httpstco lVT dAAvH",False,1,,2022-10-09 15:26:57,True,,1579131309980803072,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mikehagan,0,False,False,,
FBI,In Mexico there are legitimate questions about the actions of Zacatecas Governor DavidMonrealA in negotiations w… httpstco JoInM x p,False,0,,2022-10-09 15:23:24,True,,1579130413599326208,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DLRaby,1,False,False,,
FBI,Whistleblower   FBI Employees Left After Sexual Misconduct Probes  time to shut down amp rebuild this VERY troub… httpstcoEE otpGR ,False,1,,2022-10-09 15:22:14,True,,1579130121662783488,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pro1stAmendment,2,False,False,,
FBI,StephenM MaryMargOlohan ChadGilmartinCA We need to fix the FBI in    Alinsky taught us that if they are goi… httpstcosmXMEcPPJo,False,0,StephenM,2022-10-09 15:19:28,True,1.5788306176384983e+18,1579129426779852801,1.3298913894302433e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shaftan,0,False,False,,
FBI,"The Big Guy thinks Made In America is   words

The Big Guy said Hunter Biden is the smartest guy he knows

The Big… httpstcoS k ujUFUg",False,36,,2022-10-09 15:16:42,True,,1579128730903261187,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",yak_mary,14,False,False,,
FBI,brithume Well there is a lot of biz going on  multiply this stadium x  then x    big money for big guy… httpstcoBCkQ RSaHY,False,0,brithume,2022-10-09 15:03:51,True,1.578732646490067e+18,1579125495484264449,112047805.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",followu65058072,0,False,False,,
FBI,fab screamie agavecorn PalmerReport IAmPoliticsGirl DonnaJo  corapunzel  agavecorn SharesTruth… httpstcogVqYxY yLP,False,10,fab4screamie,2022-10-09 14:49:09,True,1.579093699417768e+18,1579121796712140800,8.371731409460265e+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RestlessNews,7,False,False,,
FBI,On Espionage NEW HABERMAN SCOOP Trump Told Aides He Would Trade Documents He Took To MaraLago For FBI’s… httpstcosxX TnOCaU,False,0,,2022-10-09 14:47:24,True,,1579121356083298304,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CMA_Social,0,False,False,,
FBI,fab screamie agavecorn PalmerReport IAmPoliticsGirl DonnaJo  corapunzel  ReduxPanda kjoerwin… httpstcoQhaJKsCGuE,False,6,fab4screamie,2022-10-09 14:45:03,True,1.579093699417768e+18,1579120763806060545,8.371731409460265e+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RestlessNews,5,False,False,,
FBI,FrankenforIowa corapunzel  agavecorn ReduxPanda kjoerwin fab screamie FBI Veterans Law Hispanic Latino… httpstcoo L WZLmN,False,8,FrankenforIowa,2022-10-09 14:41:49,True,1.578734518084608e+18,1579119951683940353,1.1647606589921772e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RestlessNews,5,False,False,,
FBI,"MiaCathell Awesome

Criminals should be arrested 

Way to go FBIthank you serving our country and prot… httpstcoIDDqPIB bO",False,0,MiaCathell,2022-10-09 14:40:29,True,1.5784235897320899e+18,1579119613865955330,1963387334.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",UGAFanTim,0,False,False,,
FBI,Good news anked cybersecurity ArneSchoenbohm BSIBund zdfmagazin cyberclown doing your job ScottMStedman… httpstco ilrl zYTG,False,1,,2022-10-09 14:39:53,True,,1579119462149541889,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SusannaBerlin12,1,False,False,,
FBI,"ConLawWarrior Many people lives ruined by how DOJFBI do business Reputation Family Monetarily

But people d… httpstcozN cZbRDC ",False,1,MConnollyittm,2022-10-09 14:34:55,True,1.579102736032813e+18,1579118215309168641,9.362028095733678e+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MConnollyittm,1,False,False,,
FBI,httpstcoZogCxZv Iw  Security Affairs newsletter Round   news tech nsa FBI intelligence DFIR digitalforensics SIEM,False,1,,2022-10-09 14:28:21,False,,1579116561474158592,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",daveDFIR,0,False,False,,
FBI,Russian analyst set to face trial on charges of lying to FBI  Oct      AM ET httpstcotj TbNEw ,False,0,,2022-10-09 14:23:50,False,,1579115426373865472,,"<a href=""http://pulpnews.com"" rel=""nofollow"">PulpNews</a>",PulpNews,0,False,False,,
FBI,The CISA and the FBI claim that cyberattacks targeting election systems are unlikely to affect results… httpstcoXSEvxCrAY ,False,1,,2022-10-09 14:23:01,True,,1579115219762040832,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",twelvesec,1,False,False,,
FBI,God bless the US Marshals Psst the FBI could care less As long as the impersonators don’t talk about that whol… httpstcogbBG WaE ,False,0,,2022-10-09 14:22:48,True,,1579115166834511872,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",sub30seconds,0,False,False,,
FBI,TomFitton This is terrible While gathering evidence from a crime scene the FBI grabs more than the perp wanted… httpstcopjVrORFz G,False,0,TomFitton,2022-10-09 14:21:15,True,1.5788789578014065e+18,1579114773765324801,18266688.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JBraz123,0,False,False,,
FBI,MikeCa  laurenboebert Agreed   January     was insanity and illegal Where were you that day Asking for the FBI,False,0,MikeCa49646159,2022-10-09 14:20:23,False,1.5790824880805724e+18,1579114556877869057,1.1907900114085396e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GOGOJ5,0,False,False,,
FBI,FBI Director Wray JusticeOIG FBI amp JusticeOIG httpstcor jX uspmM,False,1,FBI,2022-10-09 14:11:00,False,,1579112193957990400,17629860.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ChaseNJSenBeach,0,False,False,,
FBI,JusticeForMills Im Still Waiting FBIJobs FBI httpstco dFR A gS ,False,1,JUSTICEFORMILLS,2022-10-09 14:10:21,False,,1579112033798492163,265516231.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ChaseNJSenBeach,0,False,False,,
FBI,An army doctor and spouse gave confidential medical records of military personnel and their families to a spy the… httpstcoOdZIj hiN,False,9,,2022-10-09 14:04:06,True,,1579110457188569088,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Robert4787,7,False,False,,
FBI,washingtonpost Is not means motive or opportunity to change election results or coup the government This is a w… httpstcoFUsLyJ ZQt,False,0,washingtonpost,2022-10-09 14:03:44,True,1.578804404626477e+18,1579110368567529472,2467791.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BlackBeardsflag,0,False,False,,
FBI,As part of National Fallen Firefighters Memorial Weekend flags at FBI Springfield are lowered today in tribute to… httpstco CS R zgJq,False,4,,2022-10-09 14:02:18,True,,1579110004493549569,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",FBISpringfield,3,False,False,,
FBI,This week follow FBINewOrleans tweets Becoming a FBI Special Agent Series Follow a class of trainees as they spe… httpstcoxxcHmB t S,False,2,,2022-10-09 14:02:12,True,,1579109979583574016,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",FBINewOrleans,0,False,False,,
FBI,FBI Director Wray JusticeOIG FBI amp JusticeOIG httpstcogmo PdPtsT,False,2,FBI,2022-10-09 13:56:14,False,,1579108479700467713,17629860.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TeaParty4PA,1,False,False,,
FBI,"JoaquinCastrotx Officer Corp in the US Military is lt 
Latinos or other PeopleofColor 
DHS  FBI  CIA … httpstcoLMoJEd HoV",False,0,JoaquinCastrotx,2022-10-09 13:53:17,True,1.5789420003843482e+18,1579107736020668417,231510077.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Morales4SDMayor,0,False,False,,
FBI,Lol the FBI FBI aka TheDemocrats expect We the People to believe they are “close to indicting hunterbiden “ 😂😂😂… httpstcoQ GBzUPCBT,False,4,,2022-10-09 13:52:27,True,,1579107526959693824,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ConservativeJe7,0,False,False,,
FBI,Alessacanada LoraWMedia It pains me to have to say this yet  GLALegalDefense has done a lot of work over the yea… httpstcogKnkltgHdr,False,3,Alessacanada,2022-10-09 13:50:39,True,1.5791055039508234e+18,1579107072515665923,82981715.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JasonPoblete,3,False,False,,
FBI,dbongino Joe Biden compromised FYI FBI bias hijacked the election for the BidenCrimeFamily,False,0,dbongino,2022-10-09 13:50:15,False,1.578719173559341e+18,1579106971420356608,232901331.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RubbishWrangler,0,False,False,,
FBI,LifeNewsHQ walrusg I’m pro choice but this is so wrong on so many levels FBI  Putin these days What the hell h… httpstcoIJioJTif Q,False,2,LifeNewsHQ,2022-10-09 13:49:00,True,1.5784933941918147e+18,1579106659502542849,50434933.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",patty_guynn,0,False,False,,
FBI,Biden Is ‘Rounding Up ProLife Activists’ Everywhere httpstco niL GrCA  prolife trump  FBI DOJ httpstcoapdgGTayMP,False,1,,2022-10-09 13:46:19,False,,1579105983397531651,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lauralucio,0,False,False,,
FBI,"The FBI is being weaponized against ProLife people 
TheLCPR and Project Sentinel President LTC Tony Shaffer talk… httpstcoQ AWOvn uO",False,2,,2022-10-09 13:45:02,True,,1579105661513654273,,"<a href=""https://dashboard.heropost.io/"" rel=""nofollow"">Heropost</a>",TheLCPR,2,False,False,,
FBI,You know your famous when the FBI publishes false child molestation  stories using your name,False,0,,2022-10-09 13:43:17,False,,1579105219451195392,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MrMushnicky,0,False,False,,
FBI,This is your religion same as it has always been the SPIRIT was to lead but religion love politics jesus… httpstcooEJDmBK F,False,3,,2022-10-09 13:38:49,True,,1579104095495163904,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",dnatree,0,False,False,,
FBI,Yet there are famous writers who smear animalenvironmental activists with the brush of terrorism in books… httpstco J WmxuY n,False,1,,2022-10-09 13:33:49,True,,1579102837652754433,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BahmanyarBooks,0,False,False,,
FBI,HillaryWasRightAboutEverything HillaryClinton … FoxNews FoxNews trump GOP GOP MAGA MAGAmeltdown… httpstcoeXspE MVCE,False,0,,2022-10-09 13:33:43,True,,1579102811199275009,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jennsnow16,0,False,False,,
FBI,"🤣🤣🤣

HillaryWasRightAboutEverything HillaryClinton … FoxNews FoxNews trump GOP GOP MAGA MAGAmeltdown… httpstcoaVSKTEzFQo",False,0,,2022-10-09 13:32:36,True,,1579102533330477057,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jennsnow16,0,False,False,,
FBI,"NEWS  Aretha Franklin Was Tracked By the FBI for   Years Here’s What’s In Her File
The agency tried — and faile… httpstcojCBJ gYNXS",False,0,,2022-10-09 13:32:03,True,,1579102394147024896,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MyWayMagazine,0,False,False,,
FBI,eGomes  Nichola  Watson  serhiyprytula elonmusk Just movie to Russia traitorsince you hate the W… httpstcoIblADBT QG,False,0,eGomes2107,2022-10-09 13:29:40,True,1.5784780192322929e+18,1579101791530422273,3439039199.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",B2_Bomber_2015,0,False,False,,
FBI,HillaryWasRightAboutEverything HillaryClinton … FoxNews FoxNews trump GOP GOP MAGA MAGAmeltdown… httpstcojwApHBUWiF,False,0,,2022-10-09 13:29:38,True,,1579101785738055680,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jennsnow16,0,False,False,,
FBI,"Wow What IvankaTrump actually looked like before daddy wanted her to look appealing
trump trending maga… httpstcoHmCmvGorzh",False,3,,2022-10-09 13:26:46,True,,1579101063898370049,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",TNNNewsNetwork,1,False,False,,
FBI,We heard years ago the James Biden was getting multi million dollars contracts in rebuilding Iraq… httpstcoBejQRczM U,False,1,,2022-10-09 13:24:46,True,,1579100558224330752,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheTrailerDan,0,False,False,,
FBI,mmpadellan Honestly you need some mental health assistance   If the FBI was serious about following America’s c… httpstcor oGUXVtK ,False,1,mmpadellan,2022-10-09 13:22:00,True,1.5787734756399514e+18,1579099865853796352,1640929196.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gscott00,1,False,False,,
FBI,TulsiGabbard Did tulsi forget about the Cuban missile crisis and how that was handled by Kennedy  tulsitrump… httpstcofffjgBVg s,False,14,TulsiGabbard,2022-10-09 13:16:21,True,1.5790688398698086e+18,1579098440713150466,26637348.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Durrell62,2,False,False,,
FBI,"Makes sense Matchie Matchie
georgia atlanta savannah bulldogs Athens Clarke Augusta Columbus Muscogee… httpstcoyLBEuySmZj",False,0,,2022-10-09 13:08:04,True,,1579096358836850689,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",TNNNewsNetwork,0,False,False,,
FBI,SenTedCruz Recognize any of these GOP January th domesticterrorists WANTED BY THE FBIWFO Contact… httpstcoCSRx owrmD,False,0,SenTedCruz,2022-10-09 13:06:33,True,1.578894354583896e+18,1579095974827667458,1074480192.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OcD60532172,0,False,False,,
FBI,October is Cybersecurity Awareness Month To celebrate we’re sharing cybersecurity tips showcasing partnerships a… httpstcoxlBve OvK,False,5,,2022-10-09 13:01:19,True,,1579094658038534145,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",FBIOmaha,2,False,False,,
FBI,How come USA didn’t find out about this in the span of   full years I heard there were embassy accomplices as we… httpstcoaNteF hXAv,False,1,,2022-10-09 13:01:03,True,,1579094592242450439,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AntaCoumbaS,0,False,False,,
FBI,"【BREAKINGNEWS】
We have received notification from the Supreme Public Prosecutors Office that the Supreme Public Pr… httpstcoRgwYomhjtA",False,0,,2022-10-09 12:50:33,True,,1579091949851914246,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,2,False,False,,
FBI,"【BREAKINGNEWS】
As of September     the Supreme Public Prosecutors Office forwarded the complaint to the Toky… httpstcobiYUGuvu N",False,0,,2022-10-09 12:50:09,True,,1579091849368997888,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,2,False,False,,
FBI,"【NEWS】
CenturyOffice has filed a complaint against the Metropolitan Police Department with the Supreme Public Pro… httpstcoJGuUlI BcP",False,0,,2022-10-09 12:49:48,True,,1579091759178854405,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"【NEWS】
In addition to demand punishment for the criminal acts of the MPD the purpose of submitting a complaint to… httpstcopnh gQi ki",False,0,,2022-10-09 12:49:34,True,,1579091701742043137,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"【NEWS】
L 
Warning
This judgment of the Akashi Branch of the Kobe District Court may encourage illegal activitie… httpstcoqupGmOUJ m",False,0,,2022-10-09 12:48:52,True,,1579091525375791104,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"【NEWS】
L 
It was decided that CenturyOffice will file a complaint against the MPD and pursue criminal liability… httpstcoIt KPwlK t",False,0,,2022-10-09 12:48:15,True,,1579091369293156354,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"【NEWS】
L’ 
There is no consistency between the content of the lawsuit and the reasons for the judgment in the co… httpstcohmwmZ Lcer",False,0,,2022-10-09 12:48:04,True,,1579091324485402626,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"【NEWS】
L 
July    
The trial between CenturyOffice and the MPD of Japan concluded at the Akashi Branch of… httpstco skxABa t ",False,0,,2022-10-09 12:47:40,True,,1579091223213936641,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"L 
In its written decision the court made no mention of the existence of criminality in the conduct of the Metro… httpstcoQJiVvweqU ",False,0,,2022-10-09 12:47:18,True,,1579091131929071617,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"L 
Regardless of the issue of criminality the court held that Century Offices lawsuit for damages from the sta… httpstco XhlkpbhD",False,0,,2022-10-09 12:47:07,True,,1579091083375808512,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"L 
In its written decision the court held that “Public prosecutions based on complaints and accusations are not t… httpstcoq RJz MVYB",False,0,,2022-10-09 12:46:55,True,,1579091033501335554,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"L 
The court neglected the incourt hearing and did not mention the crucial part about the incourt hearing in… httpstco BmoECPl ",False,0,,2022-10-09 12:46:45,True,,1579090991138893824,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"L 
The court substitute the rest of the matter for incourt hearings and other matters in its decision is sta… httpstco aY Ad hTE",False,0,,2022-10-09 12:46:35,True,,1579090952781959175,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"L 
Accordingly as the MPD could not rebut Centurys Offices reasonable assertion that the conduct of the poli… httpstco SrtKHGIRH",False,0,,2022-10-09 12:46:21,True,,1579090891960389633,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"L 
the court ruled that this trial is not the subject of lawsuit for damages against the state disregarding “Wh… httpstcoOyuZPOMOPh",False,0,,2022-10-09 12:46:09,True,,1579090842580848640,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"L 
We think that must not allow content of the courts written decision that neglected the incourt hearing and… httpstcoBNgUFPTSjF",False,0,,2022-10-09 12:46:00,True,,1579090803104051201,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"L 
And in this trial it became clear that the MPD could not rebut Centurys Offices reasonable assertion that t… httpstco lDRZ z WM",False,0,,2022-10-09 12:45:41,True,,1579090724116910080,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"【BREAKINGNEWS】
About irregularities at the Tamagawa Police Station of MPD of Japan in accordance with Article  … httpstcoj ycJ V Qj",False,0,,2022-10-09 12:42:51,True,,1579090011114602496,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"【About irregularities at the Tamagawa Police Station of MPD of Japan】
Tokyo 犯罪 国際テロ 皇族 共謀罪 汚職 政治 警察 ICC… httpstcooVImcLlDB ",False,0,,2022-10-09 12:42:40,True,,1579089967556755457,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"K 
About irregularities at the Tamagawa Police Station of MPD of Japan in accordance with Article   of the Pol… httpstcotBa HiwCxS",False,0,,2022-10-09 12:42:27,True,,1579089909507555328,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"K 
At the Tamagawa Police Station located at   Nakamachi  chome Setagayaku Tokyo Japan the officers of… httpstcoHh QMQGsMw",False,0,,2022-10-09 12:42:14,True,,1579089855715639297,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"K 
The officers of the Criminal Organized Crime Unit of the Tamagawa Police Station of the MPD of Japan illegall… httpstcogadVRE hs",False,0,,2022-10-09 12:42:04,True,,1579089814074568704,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"K 
They are obstructing the complainants right to file a complaint guaranteed under Article   of the Code of Cr… httpstco OPwXNBlG ",False,0,,2022-10-09 12:41:38,True,,1579089706956230660,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"K 
Under Article   of the Police Act we have filed a report with the Tokyo Metropolitan Public Safety Commissio… httpstcoL rCerPeAV",False,0,,2022-10-09 12:41:20,True,,1579089631798517763,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
FBI,"K 
On July     the Tokyo Public Safety Commission accepted our reports
Japan MPD Tokyo 犯罪 皇族 共謀罪 汚職… httpstcoeHVjDA fNa",False,0,,2022-10-09 12:41:11,True,,1579089591784865793,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",X_161927A,0,False,False,,
