label,clean text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Tweet_lemmatized,text
USA CRIME,Gnangara shooting Arrest made as WA Police probe ‘cold blooded’ targeted attack  httpstcoKADodGdHy ltltlt… httpstcoaCYACgpmk,False,0,,2022-10-03 11:08:03,True,,1576891828481265671,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Arrests247,1,False,False,,,"['gnangara', 'shooting', 'arrest', 'made', 'wa', 'police', 'probe', 'cold', 'blooded', 'targeted', 'attack', 'httpstcokadodgdhy', 'ltltlt', 'httpstcoacyacgpmk']",
USA CRIME,,False,0,,2022-10-03 09:26:25,False,,1576866249316786176,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SceneCleaners,1,True,False,,,,
USA CRIME,MusicCityNetwrk Donate MusicCityNetwrk indie internet radio supporting all genres unsigned indie music playing… httpstcooNXxebdhz,False,0,MusicCityNetwrk,2022-10-03 09:26:10,True,1.5768445530841743e+18,1576866188415897600,8.56209687892693e+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SceneCleaners,1,False,False,,,"['musiccitynetwrk', 'donate', 'musiccitynetwrk', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'httpstcoonxxebdhz']",
USA CRIME,,False,0,,2022-10-03 09:16:04,False,,1576863646151413760,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NevadaMatters,3,True,False,,,,
USA CRIME,,False,0,,2022-10-03 07:41:49,False,,1576839927060639744,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MoonBladeJP,1,True,False,,,,
USA CRIME,"Republicans Turn To Crime Fearmongering To Hold Vulnerable Senate Seats

httpstcoSHwbwUUx… httpstcoNRCofrebr",False,0,,2022-10-03 06:46:58,True,,1576826122377244672,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RP916AA4,0,False,False,,,"['republican', 'turn', 'crime', 'fearmongering', 'hold', 'vulnerable', 'senate', 'seat', 'httpstcoshwbwuux', 'httpstconrcofrebr']",
USA CRIME,Alvin Bragg George Soros stooge DA will make sure you are unsafe  in New Yorks violent sewer   NewYork FJB… httpstcouEAFCBEqE,False,0,,2022-10-03 02:52:43,True,,1576767174567264258,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",boogey_clown,0,False,False,,,"['alvin', 'bragg', 'george', 'soros', 'stooge', 'da', 'make', 'sure', 'unsafe', 'new', 'york', 'violent', 'sewer', 'newyork', 'fjb', 'httpstcoueafcbeqe']",
FBI,,False,0,kylenabecker,2022-10-10 22:53:40,True,1.579583192025424e+18,1579606116572725248,321954654.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrshred,0,False,False,,,"['kylenabecker', 'hmmmakes', 'u', 'wonder', 'anything', 'kyle', 'tweet', 'actually', 'true', 'becker', 'writes', 'steady', 'stream', 'vir', 'httpstco', 'dk', 'fooxyy']","kylenabecker HmmMakes u wonder if anything Kyle tweets is actually true 

“Becker…writes a steady stream of vir… httpstco DK fooxyY"
FBI,,False,0,,2022-10-10 22:46:04,True,,1579604202141421569,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",debbie77777777,0,False,False,,,"['celebratory', 'dinner', 'last', 'night', 'yr', 'old', 'holocaust', 'survivor', 'dont', 'agree', 'httpstcoucohdon', 'vx']",I had celebratory dinner last night with a   yr old Holocaust Survivor Just because I dont agree with my own or… httpstcoUCOhdOn vx
FBI,,False,0,,2022-10-10 22:45:29,True,,1579604055407546368,,"<a href=""http://www.newsoneplace.com"" rel=""nofollow"">Newsoneplace To Twitter</a>",newsoneplace,0,False,False,,,"['fox', 'newsgeorgia', 'fbi', 'searching', 'missing', 'toddler', 'whose', 'babysitter', 'report', 'odd', 'text', 'disappearance', 'httpstco', 'vhvt', 'sm']",Fox NewsGeorgia FBI searching for missing toddler whose babysitter reports odd text before disappearance … httpstco VHvT sm
FBI,,False,0,,2022-10-10 22:44:25,True,,1579603787417026560,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",60PlusAssoc,2,False,False,,,"['fbi', 'raised', 'flag', 'rise', 'elder', 'fraud', 'scam', 'recent', 'year', 'according', 'internet', 'cr', 'httpstcotfvzcuvz', 'q']",The FBI has raised the flag on the rise in elder fraud scams in recent years  According to their   Internet Cr… httpstcoTFvzCuVz Q
FBI,,False,0,,2022-10-10 22:44:07,True,,1579603711130992641,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",debbie77777777,0,False,False,,,"['btw', 'wasnt', 'servicing', 'cpf', 'time', 'labor', 'amp', 'service', 'fbi', 'amp', 'cia', 'year', 'httpstcofw', 'c', 'p', 'xb', '']",BTW I wasnt servicing the CPF at all during my time of labor amp service to the FBI amp CIA all those years so do no… httpstcoFw c P Xb 
FBI,,False,0,kylenabecker,2022-10-10 22:40:55,True,1.5795311840441508e+18,1579602907967938561,321954654.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrshred,0,False,False,,,"['kylenabecker', 'paidprofessionalliar', 'say', 'wut', 'becker', 'writes', 'steady', 'stream', 'viral', 'often', 'misleading', 'tweet', 'httpstcoj', 'jom', 'n', 'f', '']","kylenabecker PaidProfessionalLiar says wut

“Becker…writes a steady stream of viral often misleading tweets on… httpstcoJ jOm N F "
FBI,,False,0,,2022-10-10 22:33:34,True,,1579601056887353344,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LadyRoseAphynah,0,False,False,,,"['fbi', 'agent', 'ground', 'savannah', 'georgia', 'help', 'search', 'toddler', 'quinton', 'simon', 'mysteri', 'httpstco', 'vnbfhpud', '']",Over   FBI agents are on the ground in Savannah Georgia to help search for a toddler Quinton Simon who mysteri… httpstco VNbFHpUd 
FBI,,False,0,,2022-10-10 22:26:47,True,,1579599349184880641,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Brenzo75441127,0,False,False,,,"['httpstcoovsekzmrhs', 'fbi', 'become', 'defacto', 'politicalpolice', 'thedemocrats', 'targeting', 'httpstcoilhoxhbx', 'v']",httpstcoOvSeKZmRhs the FBI have become the defacto Politicalpolice of TheDemocrats and now targeting… httpstcoILhOXhbx V
FBI,,False,1,,2022-10-10 22:26:03,False,,1579599166560686080,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SharronMcKenna5,1,False,False,,,"['abolish', 'fbi', 'httpstco', 'duflwzico']",Abolish the FBI httpstco DufLwziCo
FBI,,False,0,,2022-10-10 22:25:48,False,,1579599104392691713,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",STONENNEWS,0,False,False,,,"['snn', 'fox', 'scam', 'fbi', 'retiree', 'america', 'lose', 'billion', 'scammer', 'fbi', 'raise', 'alarm', 'httpstcofwrwgo', 'rwe']",SNN FOX Scam FBI Retirees in America lose about   billion to scammers FBI raises the alarm httpstcoFWrwgo Rwe
FBI,,False,1,,2022-10-10 22:25:34,True,,1579599043071602689,,"<a href=""https://cliffordribner.com/"" rel=""nofollow"">CliffordRibnerWeb</a>",cliffordribner,0,False,False,,,"['unconstitutional', 'federal', 'government', 'action', 'poisoned', 'entire', 'judicial', 'system', 'corruption', 'doj', 'fbi', 'httpstcot', 'xlpr', 'wgg']",Unconstitutional Federal Government Actions have Poisoned our Entire Judicial System corruption doj fbi… httpstcoT XlPR wgg
FBI,,False,3,,2022-10-10 22:18:52,True,,1579597358031331328,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JKHorne_1,1,False,False,,,"['trump', 'nothing', 'special', 'let', 'lose', 'perspective', 'side', 'show', 'amp', 'pain', 'caused', 'httpstcojkcns', 'ngcv']",Trump is nothing special Lets not lose perspective Through all the side shows amp all the pain he has caused this… httpstcojkCnS ngcv
FBI,,False,1,wendy_resists,2022-10-10 22:18:04,True,1.5794947979994522e+18,1579597159368122369,1.538646095777104e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JKHorne_1,1,False,False,,,"['wendyresists', 'maga', 'funny', 'hell', 'law', 'tell', 'trump', 'even', 'though', 'lost', 'popula', 'httpstcoekjtrwthbq']",wendyresists You MAGA are funny as hell When the LAW tells you Trump won in   even though he lost the popula… httpstcoEKJTRwtHBQ
FBI,,False,0,LoveYourLifeHon,2022-10-10 22:16:09,True,1.5795898407816028e+18,1579596677081858048,1.0436533703161119e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JKHorne_1,0,False,False,,,"['loveyourlifehon', 'must', 'take', 'blame', 'letting', 'degenerate', 'main', 'house', 'morally', 'corrupt', 'httpstcomnq', 'eyjiie']",LoveYourLifeHon We ALL must take blame for letting these degenerates in the main house They are morally corrupt a… httpstcomNq eyJiIe
FBI,,False,0,emptywheel,2022-10-10 22:15:16,False,,1579596453210910721,15985111.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",gar,0,False,False,,,"['emptywheel', 'report', 'doj', 'audit', 'fbi', 'use', 'parallelconstruction', 'httpstco', 'bpci', 'g', 'n', 'privacy', 'warrantless', 'spying']","emptywheel reports on a DOJ audit of FBI use of ParallelConstruction httpstco BpcI G N

privacy warrantless spying"
FBI,,False,0,,2022-10-10 22:10:56,False,,1579595361785548800,,"<a href=""https://www.tvtime.com"" rel=""nofollow"">TV Time, TV show tracker</a>",ohricciardo,0,False,False,,,"['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstcosnxb', 'mmsn', 'tvtime', 'httpstco', 'siooeu', 'p']",ive just watched episode S   E  of FBI fbi  httpstcosnxB MmSN tvtime httpstco sIOOeu p
FBI,,False,66,,2022-10-10 22:10:00,True,,1579595128830070788,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",EpochTimes,25,False,False,,,"['', 'eye', 'biden', 'leftwing', 'handler', 'turning', 'america', 'police', 'state', 'say', 'trump', 'form', 'httpstco', 'icy', 'wutf']","“Before our very eyes Biden and his leftwing handlers are turning America into a police state” says Trump

Form… httpstco ICy wutf"
FBI,,False,1,,2022-10-10 22:08:36,True,,1579594773207617537,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",more_shower,0,False,False,,,"['israeli', 'parked', 'van', 'view', 'wtc', 'first', 'plane', 'hit', 'began', 'dancing', 'cheeri', 'httpstcoxk', 'rohdjby']",On   at   am   Israelis parked a van to view of WTC At   am first plane hit They began dancing and cheeri… httpstcoxK ROHdJbY
FBI,,False,0,theNavyBratt,2022-10-10 22:07:42,True,1.5794913475765412e+18,1579594549986758656,1.4240513172495647e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",theNavyBratt,0,False,False,,,"['tripleramc', 'socialsecurity', 'hawaiidoh', 'navymedicine', 'military', 'dictatorship', 'would', 'able', 'modify', 'governm', 'httpstcotgtamd', 'ovo']",tripleramc SocialSecurity HawaiiDOH NavyMedicine Only a military dictatorship would be able to modify governm… httpstcoTgTaMd OVO
FBI,,False,0,,2022-10-10 22:04:35,True,,1579593765295357952,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",debbie77777777,0,False,False,,,"['guess', 'u', 'guy', 'deal', 'shell', 'busy', 'getting', 'boob', 'job', 'amp', 'looking', 'mirror', 'httpstco', 'rejfr', 'qaz']",I guess some of u guys deal with that Shell be busy getting a boob job amp looking in the mirror if you are in the… httpstco rEJFR qAz
FBI,,False,0,,2022-10-10 22:02:55,True,,1579593344266940416,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",debbie77777777,0,False,False,,,"['privilege', 'watching', 'madonna', 'self', 'ob', 'wrinkle', 'amp', 'pay', 'fortune', 'constantly', 'fix', 'age', 'exploited', 'httpstco', 'ygrckk', '']",Privilege is watching madonna self obsess on a wrinkle amp pay a fortune constantly to fix age after being exploited… httpstco ygRcKK 
FBI,,False,0,,2022-10-10 22:01:14,True,,1579592922848108544,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",debbie77777777,0,False,False,,,"['unfortunately', 'called', 'privilege', 'world', 'would', 'run', 'iraq', 'heartbeat', 'ukraine', 'oil', 'reserve', 'httpstcokixlvifqe', '']",Unfortunately its called privilege The world would run into Iraq in heartbeat but does Ukraine have oil reserves… httpstcoKiXLvifQe 
FBI,,False,0,Jeff_9989,2022-10-10 21:58:05,True,1.5793262246731735e+18,1579592129797447680,22274026.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrJohnDoe008,0,False,False,,,"['jeff', 'mashinsky', 'hé', 'jailed', 'get', 'convicted', 'hope', 'fbi', 'job', 'find', 'hard', 'evidence', 'send', 'httpstcobxcyes', 'bj']",Jeff  Mashinsky Hé should be jailed and get convicted I hope FBI does it’s job find hard evidence and send… httpstcoBXcYes Bj
FBI,,False,0,,2022-10-10 21:57:27,True,,1579591970380742656,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",debbie77777777,0,False,False,,,"['gd', 'forbid', 'woman', 'become', 'leader', 'iran', 'amp', 'put', 'bad', 'cop', 'prison', 'amp', 'reform', 'men', 'holy', 'cow', 'httpstcoot', 'c', 'hcqo', '']",Gd forbid a woman should become leader in Iran amp put all their bad cops in prison amp reform the men Holy cow what a… httpstcoOt c HCQO 
FBI,,False,0,kylenabecker,2022-10-10 21:56:37,True,1.57958296432085e+18,1579591757393952768,321954654.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrshred,0,False,False,,,"['kylenabecker', 'got', 'legitimate', 'source', 'back', 'b', 'becker', 'writes', 'steady', 'stream', 'viral', 'oft', 'httpstcoblzhszzeak']","kylenabecker Got any legitimate sources to back any of this BS up 

“Becker…writes a steady stream of viral oft… httpstcobLzhSzzEAk"
FBI,,False,0,,2022-10-10 21:55:50,True,,1579591563499679745,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JillJessMom,0,False,False,,,"['anyone', 'seen', 'fbi', 'response', 'trump', 'latest', 'try', 'get', 'scotus', 'give', 'access', 'classified', 'mat', 'httpstcouuwtzafqdm']",If anyone has seen the FBI response to Trump’s latest try to get SCOTUS to give him access to the classified mat… httpstcoUuwTZaFQdM
FBI,,False,0,,2022-10-10 21:55:30,True,,1579591479185793024,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TonyTheSaltyOne,0,False,False,,,"['prolife', 'fbi', 'raid', 'ensue', 'like', 'prolife', 'demonstrator', 'blocked', 'abortion', 'mill', 'every', 'lefty', 'wh', 'httpstcovyxhvaro']","ProLife 

No fbi raid will ensue like they did prolife demonstrators who blocked an abortion mill

Every Lefty wh… httpstcovYXHVARO D"
FBI,,False,0,,2022-10-10 21:53:27,False,,1579590964314017794,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",E_4_Jupiter,0,False,False,,,"['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'report', 'rishisunak']","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector

A report 

RishiSunak"
FBI,,False,0,townhallcom,2022-10-10 21:53:16,False,1.5794935664053125e+18,1579590916998041600,28614262.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TonyTheSaltyOne,0,False,False,,,"['townhallcom', 'redsteeze', 'fbi', 'raid', 'like', 'prolife', 'blocked', 'abortion', 'mill', 'tennessee']",townhallcom redsteeze Where is the fbi raid like they did for ProLife who blocked an abortion mill in Tennessee
FBI,,False,0,,2022-10-10 21:53:01,True,,1579590851910840321,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",E_4_Jupiter,0,False,False,,,"['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstcoo', 'amrrkxfe']","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector… httpstcoO AmrrkxFE"
FBI,,False,0,,2022-10-10 21:52:04,True,,1579590613439500288,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",E_4_Jupiter,0,False,False,,,"['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstcohahbqlrruz']","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector… httpstcoHahBQLrRUZ"
FBI,,False,0,,2022-10-10 21:50:58,True,,1579590336510562304,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",E_4_Jupiter,0,False,False,,,"['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstcor', 'tm', 'vr', 'p']","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector… httpstcoR Tm Vr P"
FBI,,False,0,,2022-10-10 21:50:03,True,,1579590108449505280,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",E_4_Jupiter,0,False,False,,,"['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstco', 'ewgquckm']","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector… httpstco EWGQUcKM"
FBI,,False,0,,2022-10-10 21:49:00,True,,1579589842421559297,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",E_4_Jupiter,0,False,False,,,"['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstcoldejed', 'qjk']","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector… httpstcolDEjEd QJK"
FBI,,False,1,,2022-10-10 21:36:15,True,,1579586635582570496,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OpLightShine,0,False,False,,,"['thank', 'hsi', 'agent', 'work', 'day', 'amp', 'night', 'keep', 'u', 'child', 'safe', 'sex', 'trafficking', 'amp', 'ch', 'httpstcobk', 'gxmmqdh']",Thank you to all of the HSI Agents that work day amp night to keep us and our children safe from Sex Trafficking amp Ch… httpstcoBk GxMMQdh
FBI,,False,0,,2022-10-10 21:35:43,True,,1579586498831478784,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",amadorn,0,False,False,,,"['fbi', 'contact', 'user', 'rightwing', 'dating', 'app', 'answer', 'specific', 'question', 'right', 'scoop', 'httpstcosyzlosvel', '']","FBI contacts users of rightwing dating app when they answer a specific question… – The Right Scoop

The… httpstcosYzlOSvel "
FBI,,False,0,,2022-10-10 21:35:34,False,,1579586461766410240,,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",VozMediaUSA,0,False,False,,,"['least', 'fbi', 'employee', 'left', 'agency', 'investigated', 'sexual', 'misconduct', 'httpstcoszeodephif', 'fbi']","At least   FBI employees left the agency after being investigated for sexual misconduct
httpstcoszEODePHIf 

FBI"
FBI,,False,0,JennaEllisEsq,2022-10-10 21:32:39,True,1.5794886397964902e+18,1579585729143144449,7.787631062897582e+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PlanEjex,0,False,False,,,"['jennaellisesq', 'wow', 'corrupt', 'executive', 'branch', 'dedicated', 'micro', 'minority', 'abortion', 'electrical', 'car', 'free', 'illega', 'httpstco', 'tucz', 'cpxv']",JennaEllisEsq Wow 😮 a corrupt executive branch dedicated to micro minority abortion electrical cars free illega… httpstco tucz cPxv
FBI,,False,0,,2022-10-10 21:28:24,True,,1579584660518342656,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",daveDFIR,0,False,False,,,"['httpstcowdo', 'pdyt', 'r', 'cve', 'flaw', 'fortinet', 'product', 'exploited', 'wild', 'news', 'tech', 'nsa', 'httpstcoddg', 'e', 'qeji']",httpstcoWdo PDYT R  CVE  flaw in Fortinet products is being exploited in the wild news tech nsa… httpstcoDDG E qEJi
FBI,,False,0,,2022-10-10 21:26:34,True,,1579584197999886336,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",debbie77777777,0,False,False,,,"['want', 'find', 'dirt', 'underpants', 'try', 'looking', 'got', 'soily', 'shyt', 'definitely', 'fbi', 'httpstco', 'fmgjmsvv']",Want to find dirt in my underpants Try looking in your own Got some soily shyt in yours most definitely FBI… httpstco FmgjMsVV
FBI,,False,0,,2022-10-10 21:25:04,True,,1579583818586914816,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",debbie77777777,0,False,False,,,"['way', 'tell', 'woman', 'big', 'thug', 'bos', 'make', 'work', 'year', 'year', 'actual', 'work', 'slave', 'httpstcoyucmrmp', 'sw']",What a way to tell women who the big thug boss is Make her work year after year doing YOUR ACTUAL WORK as a slave… httpstcoYUCmrMP sW
FBI,,False,1,,2022-10-10 21:24:02,True,,1579583558360117248,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",E_4_Jupiter,0,False,False,,,"['business', 'news', 'fbi', 'accused', 'theft', 'robbins', 'tonyrobbins', 'fbi', 'agent', 'developed', 'httpstcoyykkxnfi']","Business News 

FBI can be accused of a theft because Robbins TonyRobbins with FBI agents developed a… httpstcoYykkxnfI D"
FBI,,False,0,,2022-10-10 21:23:57,True,,1579583539498323969,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",debbie77777777,0,False,False,,,"['pay', 'iranian', 'woman', 'well', 'year', 'work', 'like', 'usa', 'doj', 'cia', 'fbi', 'tell', 'u', 'httpstco', 'xzjzoqjjw']",Do they not pay Iranian women as well for their years of work there like they do in the USA DOJ CIA FBI Tell us… httpstco XZJzoqJJW
FBI,,False,0,,2022-10-10 21:21:07,True,,1579582827037089792,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",america_going,0,False,False,,,"['seeing', 'charge', 'filed', 'hunterbiden', 'accompanying', 'prosecution', 'proceeding', 'httpstcorfryvguh', 'g']",Why are we not seeing charges filed against HunterBiden and the accompanying prosecution proceedings… httpstcoRfryvGuH g
FBI,,False,0,,2022-10-10 21:21:06,True,,1579582819491516416,,"<a href=""https://www.spreaker.com"" rel=""nofollow"">Spreaker</a>",RadioAmericaNet,0,False,False,,,"['', 'new', 'podcast', 'dems', 'using', 'fbi', 'political', 'weapon', 'spreaker', 'beto', 'border', 'carter', 'doj', 'fbi', 'httpstcov', 'mu', 'g', 'iw']",📣 New Podcast Dems Are Using the FBI as a Political Weapon on Spreaker beto border carter doj fbi… httpstcoV MU G Iw
FBI,,False,0,,2022-10-10 21:17:30,True,,1579581914981494785,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",QHS_QFS,0,False,False,,,"['whiplash', 'clown', 'posting', 'political', 'inside', 'info', 'pushing', 'worthless', 'asset', 'telegram', 'httpstcogrm', 'lxlyom']",WhipLash  this clown is posting some political “inside” info while pushing some worthless assets on the Telegram… httpstcogrM lXLyom
FBI,,False,0,NewsAsset,2022-10-10 21:10:25,True,1.579239166965035e+18,1579580132079333376,1.2020301251953746e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrJohnDoe008,0,False,False,,,"['newsasset', 'unbelievable', 'let', 'alex', 'board', 'member', 'get', 'away', 'fraud', 'fin', 'httpstcoewquocgsvd']",NewsAsset It’s an unbelievable we let alex and those board members get away with this fraud Why doesn’t any fin… httpstcoewQuoCGsvd
FBI,,False,0,itachi69690586,2022-10-10 21:07:20,True,1.57872331373124e+18,1579579356594126848,1.5641955053618012e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",katho_sche,0,False,False,,,"['itachi', 'profil', 'httpstcownhdekysgm', 'hacked', 'idee', 'help', 'identity', 'sto', 'httpstcouwpszgrcdf']",itachi  He my Profil by httpstcowNhdeKysGm is hacked I have no idee how can help me my identity is sto… httpstcoUWpszgRcDF
FBI,,False,0,joncoopertweets,2022-10-10 21:05:41,True,1.5795487437868483e+18,1579578943078027264,27493883.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GettrAppendix,0,False,False,,,"['joncoopertweets', 'everyone', 'know', 'voting', 'republican', 'parent', 'want', 'kid', 'uneducated', 'httpstcog', 'b', 'mz', 'fwi']",joncoopertweets EVERYONE I KNOW IS VOTING REPUBLICAN PARENTS don’t want their kids uneducated They don’t don’t… httpstcoG b Mz Fwi
FBI,,False,2,,2022-10-10 21:01:20,False,,1579577848792494080,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Salern20Anthony,0,False,False,,,"['fbi', 'went', 'stopping', 'terrorist', 'stopping', 'bible', 'study', 'amp', 'parent', 'fed', 'way', 'teacher', 'teach', 'child', 'fbiden', 'fbi']",The FBI went from stopping terrorists to stopping Bible study amp parents fed up with the way teachers teach children FBiden  FBI
FBI,,False,0,,2022-10-10 20:56:21,True,,1579576591641808896,,"<a href=""http://bknc.kr"" rel=""nofollow"">shem0304</a>",richardkimphd,0,False,False,,,"['', 'federal', 'government', 'nigeria', 'sued', 'meta', 'apple', 'ceo', 'tim', 'cook', 'doesnt', 'like', 'metaverse', 'here', 'binance', 'ope', 'httpstcowmnhxqyixx']",•Why Federal government of Nigeria sued Meta•Apple CEO Tim Cook doesnt like the Metaverse Heres why•Binance ope… httpstcoWMnhXqyIXX
FBI,,False,1,,2022-10-10 20:46:12,True,,1579574040502894592,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",j56679336,1,False,False,,,"['fbi', 'identify', 'would', 'professional', 'proper', 'move', 'year', 'back', 'u', 'used', 'educate', 'gang', 'httpstcodest', 'lhlim']",A FBI RE IDENTIFY WOULD HAVE BEEN THE PROFESSIONAL PROPER MOVE   YEARS BACK BUT U USED ME TO EDUCATE YOU ON GANG… httpstcoDesT lhliM
FBI,,False,0,,2022-10-10 20:45:55,True,,1579573967798816769,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gaugetherange,1,False,False,,,"['dirty', 'cop', 'bobbi', 'middlesexcountynj', 'prosecutor', 'task', 'force', 'fbi', 'newark', 'agent', 'jason', 'chris', 'httpstcokgyajryuql']",Dirty cop Bobbi     of the middlesexcountynj prosecutors task force and fbi Newark agents Jason Chris… httpstcokgyAJryUQL
FBI,,False,1,,2022-10-10 20:43:53,True,,1579573454659284993,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",floridalove,0,False,False,,,"['go', 'anywhere', 'healing', 'medical', 'procedure', 'thought', 'would', 'start', 'new', 'tv', 'series', 'lov', 'httpstcoue', 'ldnsvq']",I can’t go anywhere because I’m healing from a medical procedure so I thought I would start a new tv series I lov… httpstcouE LDnSvQ
