,text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
91,Covid-time medical equipment: Tk 30cr lost to purchase graft - https://t.co/94fvGvJxie &lt;&lt;&lt; #crime #criminal #police… https://t.co/yn1PHkK6Zf,Covidtime medical equipment Tk cr lost to purchase graft    ltltlt crime criminal police…  ,"['covidtime', 'medical', 'equipment', 'tk', 'cr', 'lost', 'to', 'purchase', 'graft', 'ltltlt', 'crime', 'criminal', 'police', '']","['covidtime', 'medical', 'equipment', 'tk', 'cr', 'lost', 'purchase', 'graft', 'ltltlt', 'crime', 'criminal', 'police', '']","['covidtim', 'medic', 'equip', 'tk', 'cr', 'lost', 'purchas', 'graft', 'ltltlt', 'crime', 'crimin', 'polic', '']","['covidtime', 'medical', 'equipment', 'tk', 'cr', 'lost', 'purchase', 'graft', 'ltltlt', 'crime', 'criminal', 'police', '']"
93,#Homeless in #LA are NOT what You Think https://t.co/GRSsHP28TF #crime #crimenews #USA #news #newsgang,Homeless in LA are NOT what You Think   crime crimenews USA news newsgang,"['homeless', 'in', 'la', 'are', 'not', 'what', 'you', 'think', 'crime', 'crimenews', 'usa', 'news', 'newsgang']","['homeless', 'la', 'think', 'crime', 'crimenews', 'usa', 'news', 'newsgang']","['homeless', 'la', 'think', 'crime', 'crimenew', 'usa', 'news', 'newsgang']","['homeless', 'la', 'think', 'crime', 'crimenews', 'usa', 'news', 'newsgang']"
94,@tiorr_2 Donate @tiorr_2 #indie #internet #radio supporting all genres unsigned indie music playing The #American W… https://t.co/lvSIadpHnG,tiorr Donate tiorr indie internet radio supporting all genres unsigned indie music playing The American W…  ,"['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'the', 'american', 'w', '']","['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', 'american', 'w', '']","['tiorr', 'donat', 'tiorr', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', 'american', 'w', '']","['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'american', 'w', '']"
103,.@POTUS and @GovKathyHochul want to #disarm #Americans in the world where Putin is considering nuclear war. I'm sor… https://t.co/Lie2V5N2rd,POTUS and GovKathyHochul want to disarm Americans in the world where Putin is considering nuclear war Im sor…  ,"['potus', 'and', 'govkathyhochul', 'want', 'to', 'disarm', 'americans', 'in', 'the', 'world', 'where', 'putin', 'is', 'considering', 'nuclear', 'war', 'im', 'sor', '']","['potus', 'govkathyhochul', 'want', 'disarm', 'americans', 'world', 'putin', 'considering', 'nuclear', 'war', 'im', 'sor', '']","['potu', 'govkathyhochul', 'want', 'disarm', 'american', 'world', 'putin', 'consid', 'nuclear', 'war', 'im', 'sor', '']","['potus', 'govkathyhochul', 'want', 'disarm', 'american', 'world', 'putin', 'considering', 'nuclear', 'war', 'im', 'sor', '']"
105,"It is heartbreaking to witness the suffering of people because of the failure of elected officials.

#NYC… https://t.co/XAo4pi4626","It is heartbreaking to witness the suffering of people because of the failure of elected officials

NYC…  ","['it', 'is', 'heartbreaking', 'to', 'witness', 'the', 'suffering', 'of', 'people', 'because', 'of', 'the', 'failure', 'of', 'elected', 'officials', 'nyc', '']","['heartbreaking', 'witness', 'suffering', 'people', 'failure', 'elected', 'officials', 'nyc', '']","['heartbreak', 'wit', 'suffer', 'peopl', 'failur', 'elect', 'offici', 'nyc', '']","['heartbreaking', 'witness', 'suffering', 'people', 'failure', 'elected', 'official', 'nyc', '']"
107,"Tk 2,000cr laundering case: Key suspects get clean chit - https://t.co/b05yXzj0Kl &lt;&lt;&lt; #crime #criminal #police #law… https://t.co/IJjlE5ylYK",Tk cr laundering case Key suspects get clean chit    ltltlt crime criminal police law…  ,"['tk', 'cr', 'laundering', 'case', 'key', 'suspects', 'get', 'clean', 'chit', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']","['tk', 'cr', 'laundering', 'case', 'key', 'suspects', 'get', 'clean', 'chit', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']","['tk', 'cr', 'launder', 'case', 'key', 'suspect', 'get', 'clean', 'chit', 'ltltlt', 'crime', 'crimin', 'polic', 'law', '']","['tk', 'cr', 'laundering', 'case', 'key', 'suspect', 'get', 'clean', 'chit', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']"
121,"WATCH: #BNNUS Reports.

A 17-year-old was shot to death in Philadelphia. Passers-by steal from him rather than help… https://t.co/yYhMWtIAOY","WATCH BNNUS Reports

A yearold was shot to death in Philadelphia Passersby steal from him rather than help…  ","['watch', 'bnnus', 'reports', 'a', 'yearold', 'was', 'shot', 'to', 'death', 'in', 'philadelphia', 'passersby', 'steal', 'from', 'him', 'rather', 'than', 'help', '']","['watch', 'bnnus', 'reports', 'yearold', 'shot', 'death', 'philadelphia', 'passersby', 'steal', 'rather', 'help', '']","['watch', 'bnnu', 'report', 'yearold', 'shot', 'death', 'philadelphia', 'passersbi', 'steal', 'rather', 'help', '']","['watch', 'bnnus', 'report', 'yearold', 'shot', 'death', 'philadelphia', 'passersby', 'steal', 'rather', 'help', '']"
122,"!!  #POLITICSofTheDay :  #Haiti asks world for military help to curb chaos, #BBC &gt;&gt;  https://t.co/MZBzmaZTeG… https://t.co/Kud4j79doI",  POLITICSofTheDay   Haiti asks world for military help to curb chaos BBC gtgt     ,"['', 'politicsoftheday', 'haiti', 'asks', 'world', 'for', 'military', 'help', 'to', 'curb', 'chaos', 'bbc', 'gtgt', '']","['', 'politicsoftheday', 'haiti', 'asks', 'world', 'military', 'help', 'curb', 'chaos', 'bbc', 'gtgt', '']","['', 'politicsoftheday', 'haiti', 'ask', 'world', 'militari', 'help', 'curb', 'chao', 'bbc', 'gtgt', '']","['', 'politicsoftheday', 'haiti', 'asks', 'world', 'military', 'help', 'curb', 'chaos', 'bbc', 'gtgt', '']"
123,"Do u know @RobinhoodApp have the Artificial intelligence #AI to control  your mind when to #Buy and sell #stocks ,… https://t.co/MfAG44E8iO",Do u know RobinhoodApp have the Artificial intelligence AI to control  your mind when to Buy and sell stocks …  ,"['do', 'u', 'know', 'robinhoodapp', 'have', 'the', 'artificial', 'intelligence', 'ai', 'to', 'control', 'your', 'mind', 'when', 'to', 'buy', 'and', 'sell', 'stocks', '']","['u', 'know', 'robinhoodapp', 'artificial', 'intelligence', 'ai', 'control', 'mind', 'buy', 'sell', 'stocks', '']","['u', 'know', 'robinhoodapp', 'artifici', 'intellig', 'ai', 'control', 'mind', 'buy', 'sell', 'stock', '']","['u', 'know', 'robinhoodapp', 'artificial', 'intelligence', 'ai', 'control', 'mind', 'buy', 'sell', 'stock', '']"
125,EC wants 3-yr jail for obstructing journos on election duty - https://t.co/akwZRSqjwz &lt;&lt;&lt; #crime #criminal #police… https://t.co/IyS77UDlcG,EC wants yr jail for obstructing journos on election duty    ltltlt crime criminal police…  ,"['ec', 'wants', 'yr', 'jail', 'for', 'obstructing', 'journos', 'on', 'election', 'duty', 'ltltlt', 'crime', 'criminal', 'police', '']","['ec', 'wants', 'yr', 'jail', 'obstructing', 'journos', 'election', 'duty', 'ltltlt', 'crime', 'criminal', 'police', '']","['ec', 'want', 'yr', 'jail', 'obstruct', 'journo', 'elect', 'duti', 'ltltlt', 'crime', 'crimin', 'polic', '']","['ec', 'want', 'yr', 'jail', 'obstructing', 'journos', 'election', 'duty', 'ltltlt', 'crime', 'criminal', 'police', '']"
128,"More than 600 turtles were stuffed in socks and bound with tape inside mislabeled boxes to avoid detection

Congrat… https://t.co/F9gd1q694b","More than  turtles were stuffed in socks and bound with tape inside mislabeled boxes to avoid detection

Congrat…  ","['more', 'than', 'turtles', 'were', 'stuffed', 'in', 'socks', 'and', 'bound', 'with', 'tape', 'inside', 'mislabeled', 'boxes', 'to', 'avoid', 'detection', 'congrat', '']","['turtles', 'stuffed', 'socks', 'bound', 'tape', 'inside', 'mislabeled', 'boxes', 'avoid', 'detection', 'congrat', '']","['turtl', 'stuf', 'sock', 'bound', 'tape', 'insid', 'mislabel', 'box', 'avoid', 'detect', 'congrat', '']","['turtle', 'stuffed', 'sock', 'bound', 'tape', 'inside', 'mislabeled', 'box', 'avoid', 'detection', 'congrat', '']"
130,U.S. Attorney Announces Extradition Of Malaysian National For Large-Scale Trafficking Of Rhinoceros Horns… https://t.co/WYWWr77lxq,US Attorney Announces Extradition Of Malaysian National For LargeScale Trafficking Of Rhinoceros Horns…  ,"['us', 'attorney', 'announces', 'extradition', 'of', 'malaysian', 'national', 'for', 'largescale', 'trafficking', 'of', 'rhinoceros', 'horns', '']","['us', 'attorney', 'announces', 'extradition', 'malaysian', 'national', 'largescale', 'trafficking', 'rhinoceros', 'horns', '']","['us', 'attorney', 'announc', 'extradit', 'malaysian', 'nation', 'largescal', 'traffick', 'rhinocero', 'horn', '']","['u', 'attorney', 'announces', 'extradition', 'malaysian', 'national', 'largescale', 'trafficking', 'rhinoceros', 'horn', '']"
131,"Escape From #NewYork! 
#NYC #crime #USA https://t.co/aNbW4cq6Wa https://t.co/KB1j7toUBs","Escape From NewYork 
NYC crime USA    ","['escape', 'from', 'newyork', 'nyc', 'crime', 'usa', '']","['escape', 'newyork', 'nyc', 'crime', 'usa', '']","['escap', 'newyork', 'nyc', 'crime', 'usa', '']","['escape', 'newyork', 'nyc', 'crime', 'usa', '']"
133,@tiorr_2 Donate @tiorr_2  #indie #internet #radio supporting all genres unsigned indie music playing The #American… https://t.co/5Zy82QNyJ9,tiorr Donate tiorr  indie internet radio supporting all genres unsigned indie music playing The American…  ,"['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'the', 'american', '']","['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', 'american', '']","['tiorr', 'donat', 'tiorr', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', 'american', '']","['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'american', '']"
136,Rooppur Plant: Second reactor vessel to be installed on Oct 16 - https://t.co/ULpLPJajoZ &lt;&lt;&lt; #crime #criminal… https://t.co/h0t4c2UelO,Rooppur Plant Second reactor vessel to be installed on Oct     ltltlt crime criminal…  ,"['rooppur', 'plant', 'second', 'reactor', 'vessel', 'to', 'be', 'installed', 'on', 'oct', 'ltltlt', 'crime', 'criminal', '']","['rooppur', 'plant', 'second', 'reactor', 'vessel', 'installed', 'oct', 'ltltlt', 'crime', 'criminal', '']","['rooppur', 'plant', 'second', 'reactor', 'vessel', 'instal', 'oct', 'ltltlt', 'crime', 'crimin', '']","['rooppur', 'plant', 'second', 'reactor', 'vessel', 'installed', 'oct', 'ltltlt', 'crime', 'criminal', '']"
137,I’m not saying they’re working together but @GavinNewsom policies are in alignment with Maduro actions. #crime… https://t.co/shZJOGU4Tb,I’m not saying they’re working together but GavinNewsom policies are in alignment with Maduro actions crime…  ,"['i', 'm', 'not', 'saying', 'they', 're', 'working', 'together', 'but', 'gavinnewsom', 'policies', 'are', 'in', 'alignment', 'with', 'maduro', 'actions', 'crime', '']","['saying', 'working', 'together', 'gavinnewsom', 'policies', 'alignment', 'maduro', 'actions', 'crime', '']","['say', 'work', 'togeth', 'gavinnewsom', 'polici', 'align', 'maduro', 'action', 'crime', '']","['saying', 'working', 'together', 'gavinnewsom', 'policy', 'alignment', 'maduro', 'action', 'crime', '']"
140,Arrest made in Pineville domestic violence investigation - https://t.co/AehThYDZP8 &lt;&lt;&lt; #crime #criminal #police… https://t.co/daHR5vr5qc,Arrest made in Pineville domestic violence investigation    ltltlt crime criminal police…  ,"['arrest', 'made', 'in', 'pineville', 'domestic', 'violence', 'investigation', 'ltltlt', 'crime', 'criminal', 'police', '']","['arrest', 'made', 'pineville', 'domestic', 'violence', 'investigation', 'ltltlt', 'crime', 'criminal', 'police', '']","['arrest', 'made', 'pinevil', 'domest', 'violenc', 'investig', 'ltltlt', 'crime', 'crimin', 'polic', '']","['arrest', 'made', 'pineville', 'domestic', 'violence', 'investigation', 'ltltlt', 'crime', 'criminal', 'police', '']"
141,Top 5 least popular states all #Democratic party governed states of course #California high #taxes and #crime anti-… https://t.co/YTAVCXhWX9,Top  least popular states all Democratic party governed states of course California high taxes and crime anti…  ,"['top', 'least', 'popular', 'states', 'all', 'democratic', 'party', 'governed', 'states', 'of', 'course', 'california', 'high', 'taxes', 'and', 'crime', 'anti', '']","['top', 'least', 'popular', 'states', 'democratic', 'party', 'governed', 'states', 'course', 'california', 'high', 'taxes', 'crime', 'anti', '']","['top', 'least', 'popular', 'state', 'democrat', 'parti', 'govern', 'state', 'cours', 'california', 'high', 'tax', 'crime', 'anti', '']","['top', 'least', 'popular', 'state', 'democratic', 'party', 'governed', 'state', 'course', 'california', 'high', 'tax', 'crime', 'anti', '']"
144,"US issues new travel advisory for #India, asks citizens to exercise ""increased caution"" while traveling to India, e… https://t.co/yDhIkrVUbX",US issues new travel advisory for India asks citizens to exercise increased caution while traveling to India e…  ,"['us', 'issues', 'new', 'travel', 'advisory', 'for', 'india', 'asks', 'citizens', 'to', 'exercise', 'increased', 'caution', 'while', 'traveling', 'to', 'india', 'e', '']","['us', 'issues', 'new', 'travel', 'advisory', 'india', 'asks', 'citizens', 'exercise', 'increased', 'caution', 'traveling', 'india', 'e', '']","['us', 'issu', 'new', 'travel', 'advisori', 'india', 'ask', 'citizen', 'exercis', 'increas', 'caution', 'travel', 'india', 'e', '']","['u', 'issue', 'new', 'travel', 'advisory', 'india', 'asks', 'citizen', 'exercise', 'increased', 'caution', 'traveling', 'india', 'e', '']"
145,"#democrats FAILED Polies Are KILLING #Americans!
- #dems Choose to RELEASE #Criminals from Jail to ATTACK YOUR… https://t.co/2S02DnjOxR","democrats FAILED Polies Are KILLING Americans
 dems Choose to RELEASE Criminals from Jail to ATTACK YOUR…  ","['democrats', 'failed', 'polies', 'are', 'killing', 'americans', 'dems', 'choose', 'to', 'release', 'criminals', 'from', 'jail', 'to', 'attack', 'your', '']","['democrats', 'failed', 'polies', 'killing', 'americans', 'dems', 'choose', 'release', 'criminals', 'jail', 'attack', '']","['democrat', 'fail', 'poli', 'kill', 'american', 'dem', 'choos', 'releas', 'crimin', 'jail', 'attack', '']","['democrat', 'failed', 'polies', 'killing', 'american', 'dems', 'choose', 'release', 'criminal', 'jail', 'attack', '']"
146,"These women have offended the northeast, involved the south, southeast and foreign countries in their #crime. Which… https://t.co/hrTdUheaCs",These women have offended the northeast involved the south southeast and foreign countries in their crime Which…  ,"['these', 'women', 'have', 'offended', 'the', 'northeast', 'involved', 'the', 'south', 'southeast', 'and', 'foreign', 'countries', 'in', 'their', 'crime', 'which', '']","['women', 'offended', 'northeast', 'involved', 'south', 'southeast', 'foreign', 'countries', 'crime', '']","['women', 'offend', 'northeast', 'involv', 'south', 'southeast', 'foreign', 'countri', 'crime', '']","['woman', 'offended', 'northeast', 'involved', 'south', 'southeast', 'foreign', 'country', 'crime', '']"
148,Arrest made after bank robbery on Evansville’s north side | Crime - https://t.co/SykHnyp7y5 &lt;&lt;&lt; #crime #criminal… https://t.co/31tN0QcEp9,Arrest made after bank robbery on Evansville’s north side  Crime    ltltlt crime criminal…  ,"['arrest', 'made', 'after', 'bank', 'robbery', 'on', 'evansville', 's', 'north', 'side', 'crime', 'ltltlt', 'crime', 'criminal', '']","['arrest', 'made', 'bank', 'robbery', 'evansville', 'north', 'side', 'crime', 'ltltlt', 'crime', 'criminal', '']","['arrest', 'made', 'bank', 'robberi', 'evansvil', 'north', 'side', 'crime', 'ltltlt', 'crime', 'crimin', '']","['arrest', 'made', 'bank', 'robbery', 'evansville', 'north', 'side', 'crime', 'ltltlt', 'crime', 'criminal', '']"
150,"#FBI report on #crime: The Surge in violence continued across the #USA in 2021, with homicides rising by 4.3% over… https://t.co/xI2pZOJIxr",FBI report on crime The Surge in violence continued across the USA in  with homicides rising by  over…  ,"['fbi', 'report', 'on', 'crime', 'the', 'surge', 'in', 'violence', 'continued', 'across', 'the', 'usa', 'in', 'with', 'homicides', 'rising', 'by', 'over', '']","['fbi', 'report', 'crime', 'surge', 'violence', 'continued', 'across', 'usa', 'homicides', 'rising', '']","['fbi', 'report', 'crime', 'surg', 'violenc', 'continu', 'across', 'usa', 'homicid', 'rise', '']","['fbi', 'report', 'crime', 'surge', 'violence', 'continued', 'across', 'usa', 'homicide', 'rising', '']"
151,PETITION / Bird Whose Neck Was Reportedly Snapped in Act of Revenge by Lindsay Theissen Deserves Justice.… https://t.co/UbXDbDtZKI,PETITION  Bird Whose Neck Was Reportedly Snapped in Act of Revenge by Lindsay Theissen Deserves Justice…  ,"['petition', 'bird', 'whose', 'neck', 'was', 'reportedly', 'snapped', 'in', 'act', 'of', 'revenge', 'by', 'lindsay', 'theissen', 'deserves', 'justice', '']","['petition', 'bird', 'whose', 'neck', 'reportedly', 'snapped', 'act', 'revenge', 'lindsay', 'theissen', 'deserves', 'justice', '']","['petit', 'bird', 'whose', 'neck', 'reportedli', 'snap', 'act', 'reveng', 'lindsay', 'theissen', 'deserv', 'justic', '']","['petition', 'bird', 'whose', 'neck', 'reportedly', 'snapped', 'act', 'revenge', 'lindsay', 'theissen', 'deserves', 'justice', '']"
152,News List | San Diego County Sheriff - https://t.co/f4GeBPAu5f &lt;&lt;&lt; #crime #criminal #police #law #legal #court… https://t.co/KRzA10hNo4,News List  San Diego County Sheriff    ltltlt crime criminal police law legal court…  ,"['news', 'list', 'san', 'diego', 'county', 'sheriff', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', 'court', '']","['news', 'list', 'san', 'diego', 'county', 'sheriff', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', 'court', '']","['news', 'list', 'san', 'diego', 'counti', 'sheriff', 'ltltlt', 'crime', 'crimin', 'polic', 'law', 'legal', 'court', '']","['news', 'list', 'san', 'diego', 'county', 'sheriff', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', 'court', '']"
154,"Deputy Arrested On Suspicion Of Drunk Driving, Crashing Patrol Vehicle In Stevenson Ranch - https://t.co/R40Yl65pgE… https://t.co/pf1s2dXzUa",Deputy Arrested On Suspicion Of Drunk Driving Crashing Patrol Vehicle In Stevenson Ranch     ,"['deputy', 'arrested', 'on', 'suspicion', 'of', 'drunk', 'driving', 'crashing', 'patrol', 'vehicle', 'in', 'stevenson', 'ranch', '']","['deputy', 'arrested', 'suspicion', 'drunk', 'driving', 'crashing', 'patrol', 'vehicle', 'stevenson', 'ranch', '']","['deputi', 'arrest', 'suspicion', 'drunk', 'drive', 'crash', 'patrol', 'vehicl', 'stevenson', 'ranch', '']","['deputy', 'arrested', 'suspicion', 'drunk', 'driving', 'crashing', 'patrol', 'vehicle', 'stevenson', 'ranch', '']"
156,"Kidnapped #California #Sikh family, including 8-month-old baby, found #DEAD: County Sheriff
#news #USA #crime… https://t.co/e2OwAmyeyp","Kidnapped California Sikh family including monthold baby found DEAD County Sheriff
news USA crime…  ","['kidnapped', 'california', 'sikh', 'family', 'including', 'monthold', 'baby', 'found', 'dead', 'county', 'sheriff', 'news', 'usa', 'crime', '']","['kidnapped', 'california', 'sikh', 'family', 'including', 'monthold', 'baby', 'found', 'dead', 'county', 'sheriff', 'news', 'usa', 'crime', '']","['kidnap', 'california', 'sikh', 'famili', 'includ', 'monthold', 'babi', 'found', 'dead', 'counti', 'sheriff', 'news', 'usa', 'crime', '']","['kidnapped', 'california', 'sikh', 'family', 'including', 'monthold', 'baby', 'found', 'dead', 'county', 'sheriff', 'news', 'usa', 'crime', '']"
157,@TheDemocrats Meanwhile in #Biden's America... your shopping trip in #Democrat cities is going to be a LOT less con… https://t.co/RhdaQasGzd,TheDemocrats Meanwhile in Bidens America your shopping trip in Democrat cities is going to be a LOT less con…  ,"['thedemocrats', 'meanwhile', 'in', 'bidens', 'america', 'your', 'shopping', 'trip', 'in', 'democrat', 'cities', 'is', 'going', 'to', 'be', 'a', 'lot', 'less', 'con', '']","['thedemocrats', 'meanwhile', 'bidens', 'america', 'shopping', 'trip', 'democrat', 'cities', 'going', 'lot', 'less', 'con', '']","['thedemocrat', 'meanwhil', 'biden', 'america', 'shop', 'trip', 'democrat', 'citi', 'go', 'lot', 'less', 'con', '']","['thedemocrats', 'meanwhile', 'bidens', 'america', 'shopping', 'trip', 'democrat', 'city', 'going', 'lot', 'le', 'con', '']"
158,@tiorr_2 Donate @tiorr_2 #indie #internet #radio supporting all genres unsigned indie music playing The #American W… https://t.co/IT0HyOWIRD,tiorr Donate tiorr indie internet radio supporting all genres unsigned indie music playing The American W…  ,"['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'the', 'american', 'w', '']","['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', 'american', 'w', '']","['tiorr', 'donat', 'tiorr', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', 'american', 'w', '']","['tiorr', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'american', 'w', '']"
162,Two Alleged Drug Dealers Arrested In Newhall - https://t.co/35bG9Yu8Pg &lt;&lt;&lt; #crime #criminal #police #law #legal… https://t.co/5EvLkuKaGV,Two Alleged Drug Dealers Arrested In Newhall    ltltlt crime criminal police law legal…  ,"['two', 'alleged', 'drug', 'dealers', 'arrested', 'in', 'newhall', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', '']","['two', 'alleged', 'drug', 'dealers', 'arrested', 'newhall', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', '']","['two', 'alleg', 'drug', 'dealer', 'arrest', 'newhal', 'ltltlt', 'crime', 'crimin', 'polic', 'law', 'legal', '']","['two', 'alleged', 'drug', 'dealer', 'arrested', 'newhall', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', '']"
165,"Vehicle Flies Off 5 Freeway In Castaic, DUI Suspect Arrested - https://t.co/R21fKDdke2 &lt;&lt;&lt; #crime #criminal #police… https://t.co/9Ia0lHDDXt",Vehicle Flies Off  Freeway In Castaic DUI Suspect Arrested    ltltlt crime criminal police…  ,"['vehicle', 'flies', 'off', 'freeway', 'in', 'castaic', 'dui', 'suspect', 'arrested', 'ltltlt', 'crime', 'criminal', 'police', '']","['vehicle', 'flies', 'freeway', 'castaic', 'dui', 'suspect', 'arrested', 'ltltlt', 'crime', 'criminal', 'police', '']","['vehicl', 'fli', 'freeway', 'castaic', 'dui', 'suspect', 'arrest', 'ltltlt', 'crime', 'crimin', 'polic', '']","['vehicle', 'fly', 'freeway', 'castaic', 'duo', 'suspect', 'arrested', 'ltltlt', 'crime', 'criminal', 'police', '']"
167,News List | San Diego County Sheriff - https://t.co/lISsV5sy0O &lt;&lt;&lt; #crime #criminal #police #law #legal #court… https://t.co/BUINTpZ59w,News List  San Diego County Sheriff    ltltlt crime criminal police law legal court…  ,"['news', 'list', 'san', 'diego', 'county', 'sheriff', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', 'court', '']","['news', 'list', 'san', 'diego', 'county', 'sheriff', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', 'court', '']","['news', 'list', 'san', 'diego', 'counti', 'sheriff', 'ltltlt', 'crime', 'crimin', 'polic', 'law', 'legal', 'court', '']","['news', 'list', 'san', 'diego', 'county', 'sheriff', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', 'court', '']"
169,CHP To Conduct DUI Checkpoint Labor Day Weekend - https://t.co/u7djDdsv0U &lt;&lt;&lt; #crime #criminal #police #law #legal… https://t.co/Vt7X995P1G,CHP To Conduct DUI Checkpoint Labor Day Weekend    ltltlt crime criminal police law legal…  ,"['chp', 'to', 'conduct', 'dui', 'checkpoint', 'labor', 'day', 'weekend', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', '']","['chp', 'conduct', 'dui', 'checkpoint', 'labor', 'day', 'weekend', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', '']","['chp', 'conduct', 'dui', 'checkpoint', 'labor', 'day', 'weekend', 'ltltlt', 'crime', 'crimin', 'polic', 'law', 'legal', '']","['chp', 'conduct', 'duo', 'checkpoint', 'labor', 'day', 'weekend', 'ltltlt', 'crime', 'criminal', 'police', 'law', 'legal', '']"
171,@Only_rock_radio Donate @tiorr_2 #indie #internet #radio supporting all genres unsigned indie music playing The… https://t.co/fQAppspZ3S,Onlyrockradio Donate tiorr indie internet radio supporting all genres unsigned indie music playing The…  ,"['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'the', '']","['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', '']","['onlyrockradio', 'donat', 'tiorr', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', '']","['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', '']"
174,@ann56502906 @NonPossumus @AFP @Reuters @FoxNews @SenateGOP @EU_Commission u still love gates #usa #europe #crime… https://t.co/2iWozY8I8N,ann NonPossumus AFP Reuters FoxNews SenateGOP EUCommission u still love gates usa europe crime…  ,"['ann', 'nonpossumus', 'afp', 'reuters', 'foxnews', 'senategop', 'eucommission', 'u', 'still', 'love', 'gates', 'usa', 'europe', 'crime', '']","['ann', 'nonpossumus', 'afp', 'reuters', 'foxnews', 'senategop', 'eucommission', 'u', 'still', 'love', 'gates', 'usa', 'europe', 'crime', '']","['ann', 'nonpossumu', 'afp', 'reuter', 'foxnew', 'senategop', 'eucommiss', 'u', 'still', 'love', 'gate', 'usa', 'europ', 'crime', '']","['ann', 'nonpossumus', 'afp', 'reuters', 'foxnews', 'senategop', 'eucommission', 'u', 'still', 'love', 'gate', 'usa', 'europe', 'crime', '']"
175,"Elite Organized Crime
#Greece #Freemasonry #crime #Μητσοτακη #κυβερνηση_Μητσοτακη #USA #Academia #CORRUPTION… https://t.co/OThEFlT9j4","Elite Organized Crime
Greece Freemasonry crime Μητσοτακη κυβερνησηΜητσοτακη USA Academia CORRUPTION…  ","['elite', 'organized', 'crime', 'greece', 'freemasonry', 'crime', 'μητσοτακη', 'κυβερνησημητσοτακη', 'usa', 'academia', 'corruption', '']","['elite', 'organized', 'crime', 'greece', 'freemasonry', 'crime', 'μητσοτακη', 'κυβερνησημητσοτακη', 'usa', 'academia', 'corruption', '']","['elit', 'organ', 'crime', 'greec', 'freemasonri', 'crime', 'μητσοτακη', 'κυβερνησημητσοτακη', 'usa', 'academia', 'corrupt', '']","['elite', 'organized', 'crime', 'greece', 'freemasonry', 'crime', 'μητσοτακη', 'κυβερνησημητσοτακη', 'usa', 'academia', 'corruption', '']"
