,text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
4478,"What, the #Gestapo caught fudging numbers again?  Here is my shocked face.  😵‍💫 #FBI 
https://t.co/xiA41Nf4F2","What the Gestapo caught fudging numbers again  Here is my shocked face  😵‍💫 FBI 
 Nf F ","['what', 'the', 'gestapo', 'caught', 'fudging', 'numbers', 'again', 'here', 'is', 'my', 'shocked', 'face', 'fbi', 'nf', 'f', '']","['gestapo', 'caught', 'fudging', 'numbers', 'shocked', 'face', 'fbi', 'nf', 'f', '']","['gestapo', 'caught', 'fudg', 'number', 'shock', 'face', 'fbi', 'nf', 'f', '']","['gestapo', 'caught', 'fudging', 'number', 'shocked', 'face', 'fbi', 'nf', 'f', '']"
4480,Report: #FBI Undercounts Times Armed Citizens Stopped Active Shootings https://t.co/8t6NEFgqos,Report FBI Undercounts Times Armed Citizens Stopped Active Shootings  t NEFgqos,"['report', 'fbi', 'undercounts', 'times', 'armed', 'citizens', 'stopped', 'active', 'shootings', 't', 'nefgqos']","['report', 'fbi', 'undercounts', 'times', 'armed', 'citizens', 'stopped', 'active', 'shootings', 'nefgqos']","['report', 'fbi', 'undercount', 'time', 'arm', 'citizen', 'stop', 'activ', 'shoot', 'nefgqo']","['report', 'fbi', 'undercounts', 'time', 'armed', 'citizen', 'stopped', 'active', 'shooting', 'nefgqos']"
4481,"FBI sends Hunter Biden tax, gun purchase evidence to U.S. Attorney https://t.co/cTc7ROTgi9 via  cynically this is d… https://t.co/kUhFhhlTgy",FBI sends Hunter Biden tax gun purchase evidence to US Attorney  ROTgi  via  cynically this is d… ,"['fbi', 'sends', 'hunter', 'biden', 'tax', 'gun', 'purchase', 'evidence', 'to', 'us', 'attorney', 'rotgi', 'via', 'cynically', 'this', 'is', 'd', '']","['fbi', 'sends', 'hunter', 'biden', 'tax', 'gun', 'purchase', 'evidence', 'us', 'attorney', 'rotgi', 'via', 'cynically', '']","['fbi', 'send', 'hunter', 'biden', 'tax', 'gun', 'purchas', 'evid', 'us', 'attorney', 'rotgi', 'via', 'cynic', '']","['fbi', 'sends', 'hunter', 'biden', 'tax', 'gun', 'purchase', 'evidence', 'u', 'attorney', 'rotgi', 'via', 'cynically', '']"
4486,Boots on the ground. #FBICBS #fbimostwanted #FBIInternational #FBI https://t.co/rmS5M3Cp76,Boots on the ground FBICBS fbimostwanted FBIInternational FBI  M Cp ,"['boots', 'on', 'the', 'ground', 'fbicbs', 'fbimostwanted', 'fbiinternational', 'fbi', 'm', 'cp', '']","['boots', 'ground', 'fbicbs', 'fbimostwanted', 'fbiinternational', 'fbi', 'cp', '']","['boot', 'ground', 'fbicb', 'fbimostw', 'fbiintern', 'fbi', 'cp', '']","['boot', 'ground', 'fbicbs', 'fbimostwanted', 'fbiinternational', 'fbi', 'cp', '']"
4487,"#FBI, CISA, and #NSA  Reveal How Hackers Targeted a Defense Industrial Base Organization https://t.co/DHQr1i10z6 via @TheHackersNews",FBI CISA and NSA  Reveal How Hackers Targeted a Defense Industrial Base Organization  i z  via TheHackersNews,"['fbi', 'cisa', 'and', 'nsa', 'reveal', 'how', 'hackers', 'targeted', 'a', 'defense', 'industrial', 'base', 'organization', 'i', 'z', 'via', 'thehackersnews']","['fbi', 'cisa', 'nsa', 'reveal', 'hackers', 'targeted', 'defense', 'industrial', 'base', 'organization', 'z', 'via', 'thehackersnews']","['fbi', 'cisa', 'nsa', 'reveal', 'hacker', 'target', 'defens', 'industri', 'base', 'organ', 'z', 'via', 'thehackersnew']","['fbi', 'cisa', 'nsa', 'reveal', 'hacker', 'targeted', 'defense', 'industrial', 'base', 'organization', 'z', 'via', 'thehackersnews']"
4490,#Listen 2 a ‘spooky excerpt from ZOMBIES IN THE DELTA audiobook by ML Hamilton’ is on #SoundCloud… https://t.co/7HrmSDcmAX,Listen   a ‘spooky excerpt from ZOMBIES IN THE DELTA audiobook by ML Hamilton’ is on SoundCloud…  HrmSDcmAX,"['listen', 'a', 'spooky', 'excerpt', 'from', 'zombies', 'in', 'the', 'delta', 'audiobook', 'by', 'ml', 'hamilton', 'is', 'on', 'soundcloud', 'hrmsdcmax']","['listen', 'spooky', 'excerpt', 'zombies', 'delta', 'audiobook', 'ml', 'hamilton', 'soundcloud', 'hrmsdcmax']","['listen', 'spooki', 'excerpt', 'zombi', 'delta', 'audiobook', 'ml', 'hamilton', 'soundcloud', 'hrmsdcmax']","['listen', 'spooky', 'excerpt', 'zombie', 'delta', 'audiobook', 'ml', 'hamilton', 'soundcloud', 'hrmsdcmax']"
4493,#FBI say they have enough evidence to charge #HunterBiden . Put why now? Days after the #Bobulinski damaging interv… https://t.co/LihFbzSiHF,FBI say they have enough evidence to charge HunterBiden  Put why now Days after the Bobulinski damaging interv… ,"['fbi', 'say', 'they', 'have', 'enough', 'evidence', 'to', 'charge', 'hunterbiden', 'put', 'why', 'now', 'days', 'after', 'the', 'bobulinski', 'damaging', 'interv', '']","['fbi', 'say', 'enough', 'evidence', 'charge', 'hunterbiden', 'put', 'days', 'bobulinski', 'damaging', 'interv', '']","['fbi', 'say', 'enough', 'evid', 'charg', 'hunterbiden', 'put', 'day', 'bobulinski', 'damag', 'interv', '']","['fbi', 'say', 'enough', 'evidence', 'charge', 'hunterbiden', 'put', 'day', 'bobulinski', 'damaging', 'interv', '']"
4494,As if this is a surprise...In other news the Orange guy is still a free man...#NationalSecurity #FBI #USA #DOJ… https://t.co/irVWQqEh5i,As if this is a surpriseIn other news the Orange guy is still a free manNationalSecurity FBI USA DOJ…  i,"['as', 'if', 'this', 'is', 'a', 'surprisein', 'other', 'news', 'the', 'orange', 'guy', 'is', 'still', 'a', 'free', 'mannationalsecurity', 'fbi', 'usa', 'doj', 'i']","['surprisein', 'news', 'orange', 'guy', 'still', 'free', 'mannationalsecurity', 'fbi', 'usa', 'doj']","['surprisein', 'news', 'orang', 'guy', 'still', 'free', 'mannationalsecur', 'fbi', 'usa', 'doj']","['surprisein', 'news', 'orange', 'guy', 'still', 'free', 'mannationalsecurity', 'fbi', 'usa', 'doj']"
4496,#FBI check #IvanaTrumps coffin. She was cremated why did they need a coffin? Maybe the documents are in the coffin.… https://t.co/lLYO8qDNfa,FBI check IvanaTrumps coffin She was cremated why did they need a coffin Maybe the documents are in the coffin…  qDNfa,"['fbi', 'check', 'ivanatrumps', 'coffin', 'she', 'was', 'cremated', 'why', 'did', 'they', 'need', 'a', 'coffin', 'maybe', 'the', 'documents', 'are', 'in', 'the', 'coffin', 'qdnfa']","['fbi', 'check', 'ivanatrumps', 'coffin', 'cremated', 'need', 'coffin', 'maybe', 'documents', 'coffin', 'qdnfa']","['fbi', 'check', 'ivanatrump', 'coffin', 'cremat', 'need', 'coffin', 'mayb', 'document', 'coffin', 'qdnfa']","['fbi', 'check', 'ivanatrumps', 'coffin', 'cremated', 'need', 'coffin', 'maybe', 'document', 'coffin', 'qdnfa']"
4501,@Cernovich #DemocratsAreEvil for weaponizing the #FBI for such acts! #FBICorruption,Cernovich DemocratsAreEvil for weaponizing the FBI for such acts FBICorruption,"['cernovich', 'democratsareevil', 'for', 'weaponizing', 'the', 'fbi', 'for', 'such', 'acts', 'fbicorruption']","['cernovich', 'democratsareevil', 'weaponizing', 'fbi', 'acts', 'fbicorruption']","['cernovich', 'democratsareevil', 'weapon', 'fbi', 'act', 'fbicorrupt']","['cernovich', 'democratsareevil', 'weaponizing', 'fbi', 'act', 'fbicorruption']"
4504,@GregAbbott_TX #UvaldeCoverUp thanks to #GregAbbott and @KenPaxtonTX who's under investigation by the #FBI but the… https://t.co/f6rMP8MhsE,GregAbbottTX UvaldeCoverUp thanks to GregAbbott and KenPaxtonTX whos under investigation by the FBI but the…  rMP MhsE,"['gregabbotttx', 'uvaldecoverup', 'thanks', 'to', 'gregabbott', 'and', 'kenpaxtontx', 'whos', 'under', 'investigation', 'by', 'the', 'fbi', 'but', 'the', 'rmp', 'mhse']","['gregabbotttx', 'uvaldecoverup', 'thanks', 'gregabbott', 'kenpaxtontx', 'whos', 'investigation', 'fbi', 'rmp', 'mhse']","['gregabbotttx', 'uvaldecoverup', 'thank', 'gregabbott', 'kenpaxtontx', 'who', 'investig', 'fbi', 'rmp', 'mhse']","['gregabbotttx', 'uvaldecoverup', 'thanks', 'gregabbott', 'kenpaxtontx', 'who', 'investigation', 'fbi', 'rmp', 'mhse']"
4510,So the #FBI will once again show what corrupt actors they are. They interfere in a presidential election by suppres… https://t.co/vuLOm6ykd9,So the FBI will once again show what corrupt actors they are They interfere in a presidential election by suppres…  ykd ,"['so', 'the', 'fbi', 'will', 'once', 'again', 'show', 'what', 'corrupt', 'actors', 'they', 'are', 'they', 'interfere', 'in', 'a', 'presidential', 'election', 'by', 'suppres', 'ykd', '']","['fbi', 'show', 'corrupt', 'actors', 'interfere', 'presidential', 'election', 'suppres', 'ykd', '']","['fbi', 'show', 'corrupt', 'actor', 'interfer', 'presidenti', 'elect', 'suppr', 'ykd', '']","['fbi', 'show', 'corrupt', 'actor', 'interfere', 'presidential', 'election', 'suppres', 'ykd', '']"
4512,@Not_a_Criminal This is the same #FBI that did nothing when the #OlympicGymnasticsTeam was being sexually abused fo… https://t.co/Jo4DU0gv9B,NotaCriminal This is the same FBI that did nothing when the OlympicGymnasticsTeam was being sexually abused fo…  DU gv B,"['notacriminal', 'this', 'is', 'the', 'same', 'fbi', 'that', 'did', 'nothing', 'when', 'the', 'olympicgymnasticsteam', 'was', 'being', 'sexually', 'abused', 'fo', 'du', 'gv', 'b']","['notacriminal', 'fbi', 'nothing', 'olympicgymnasticsteam', 'sexually', 'abused', 'fo', 'du', 'gv', 'b']","['notacrimin', 'fbi', 'noth', 'olympicgymnasticsteam', 'sexual', 'abus', 'fo', 'du', 'gv', 'b']","['notacriminal', 'fbi', 'nothing', 'olympicgymnasticsteam', 'sexually', 'abused', 'fo', 'du', 'gv', 'b']"
4514,BTS! Award Winning Web Series “Ransom”. #actor #ransom #fbi https://t.co/yIRiSBrvJI,BTS Award Winning Web Series “Ransom” actor ransom fbi ,"['bts', 'award', 'winning', 'web', 'series', 'ransom', 'actor', 'ransom', 'fbi', '']","['bts', 'award', 'winning', 'web', 'series', 'ransom', 'actor', 'ransom', 'fbi', '']","['bt', 'award', 'win', 'web', 'seri', 'ransom', 'actor', 'ransom', 'fbi', '']","['bts', 'award', 'winning', 'web', 'series', 'ransom', 'actor', 'ransom', 'fbi', '']"
4515,I'm cynical because I know that the @FBI is very crooked and politicized. Nothing EVER happens to anyone on the Lef… https://t.co/E61lx1nOGE,Im cynical because I know that the FBI is very crooked and politicized Nothing EVER happens to anyone on the Lef…  lx nOGE,"['im', 'cynical', 'because', 'i', 'know', 'that', 'the', 'fbi', 'is', 'very', 'crooked', 'and', 'politicized', 'nothing', 'ever', 'happens', 'to', 'anyone', 'on', 'the', 'lef', 'lx', 'noge']","['im', 'cynical', 'know', 'fbi', 'crooked', 'politicized', 'nothing', 'ever', 'happens', 'anyone', 'lef', 'lx', 'noge']","['im', 'cynic', 'know', 'fbi', 'crook', 'politic', 'noth', 'ever', 'happen', 'anyon', 'lef', 'lx', 'noge']","['im', 'cynical', 'know', 'fbi', 'crooked', 'politicized', 'nothing', 'ever', 'happens', 'anyone', 'lef', 'lx', 'noge']"
4516,Women in the #FBI are vital to our mission of protecting the American people and upholding the constitution. If you… https://t.co/diDC5kdWiu,Women in the FBI are vital to our mission of protecting the American people and upholding the constitution If you…  kdWiu,"['women', 'in', 'the', 'fbi', 'are', 'vital', 'to', 'our', 'mission', 'of', 'protecting', 'the', 'american', 'people', 'and', 'upholding', 'the', 'constitution', 'if', 'you', 'kdwiu']","['women', 'fbi', 'vital', 'mission', 'protecting', 'american', 'people', 'upholding', 'constitution', 'kdwiu']","['women', 'fbi', 'vital', 'mission', 'protect', 'american', 'peopl', 'uphold', 'constitut', 'kdwiu']","['woman', 'fbi', 'vital', 'mission', 'protecting', 'american', 'people', 'upholding', 'constitution', 'kdwiu']"
4519,"@DarrenJBeattie ""They"" will be sending you up there if you keep exposing the disgraceful #FBI :)",DarrenJBeattie They will be sending you up there if you keep exposing the disgraceful FBI ,"['darrenjbeattie', 'they', 'will', 'be', 'sending', 'you', 'up', 'there', 'if', 'you', 'keep', 'exposing', 'the', 'disgraceful', 'fbi', '']","['darrenjbeattie', 'sending', 'keep', 'exposing', 'disgraceful', 'fbi', '']","['darrenjbeatti', 'send', 'keep', 'expos', 'disgrac', 'fbi', '']","['darrenjbeattie', 'sending', 'keep', 'exposing', 'disgraceful', 'fbi', '']"
4520,"Res ipsa...
#Trump #MarAlago #TheJusticeDept #FBI 

Justice Department insists to Trump's attorneys that he return… https://t.co/FzcnOD4YoI","Res ipsa
Trump MarAlago TheJusticeDept FBI 

Justice Department insists to Trumps attorneys that he return…  YoI","['res', 'ipsa', 'trump', 'maralago', 'thejusticedept', 'fbi', 'justice', 'department', 'insists', 'to', 'trumps', 'attorneys', 'that', 'he', 'return', 'yoi']","['res', 'ipsa', 'trump', 'maralago', 'thejusticedept', 'fbi', 'justice', 'department', 'insists', 'trumps', 'attorneys', 'return', 'yoi']","['re', 'ipsa', 'trump', 'maralago', 'thejusticedept', 'fbi', 'justic', 'depart', 'insist', 'trump', 'attorney', 'return', 'yoi']","['re', 'ipsa', 'trump', 'maralago', 'thejusticedept', 'fbi', 'justice', 'department', 'insists', 'trump', 'attorney', 'return', 'yoi']"
4521,"Watch ""Ukraine War Planned YEARS AGO Documents Reveal"" on YouTube https://t.co/MlaXcbZ9dj

#ukraine… https://t.co/lW5V99vgbG","Watch Ukraine War Planned YEARS AGO Documents Reveal on YouTube  dj

ukraine…  V vgbG","['watch', 'ukraine', 'war', 'planned', 'years', 'ago', 'documents', 'reveal', 'on', 'youtube', 'dj', 'ukraine', 'v', 'vgbg']","['watch', 'ukraine', 'war', 'planned', 'years', 'ago', 'documents', 'reveal', 'youtube', 'dj', 'ukraine', 'v', 'vgbg']","['watch', 'ukrain', 'war', 'plan', 'year', 'ago', 'document', 'reveal', 'youtub', 'dj', 'ukrain', 'v', 'vgbg']","['watch', 'ukraine', 'war', 'planned', 'year', 'ago', 'document', 'reveal', 'youtube', 'dj', 'ukraine', 'v', 'vgbg']"
4522,"#FBI, #CISA Say Malicious Cyber Activity Unlikely to #Disrupt #Election in the United States. https://t.co/2iukqW0X4I #Cybersecurity",FBI CISA Say Malicious Cyber Activity Unlikely to Disrupt Election in the United States  iukqW X I Cybersecurity,"['fbi', 'cisa', 'say', 'malicious', 'cyber', 'activity', 'unlikely', 'to', 'disrupt', 'election', 'in', 'the', 'united', 'states', 'iukqw', 'x', 'i', 'cybersecurity']","['fbi', 'cisa', 'say', 'malicious', 'cyber', 'activity', 'unlikely', 'disrupt', 'election', 'united', 'states', 'iukqw', 'x', 'cybersecurity']","['fbi', 'cisa', 'say', 'malici', 'cyber', 'activ', 'unlik', 'disrupt', 'elect', 'unit', 'state', 'iukqw', 'x', 'cybersecur']","['fbi', 'cisa', 'say', 'malicious', 'cyber', 'activity', 'unlikely', 'disrupt', 'election', 'united', 'state', 'iukqw', 'x', 'cybersecurity']"
4527,"Scammers will take advantage of a natural disaster, to steal your money, your personal information, or both. FBI Wa… https://t.co/mWNk8Nx48N",Scammers will take advantage of a natural disaster to steal your money your personal information or both FBI Wa…  Nx N,"['scammers', 'will', 'take', 'advantage', 'of', 'a', 'natural', 'disaster', 'to', 'steal', 'your', 'money', 'your', 'personal', 'information', 'or', 'both', 'fbi', 'wa', 'nx', 'n']","['scammers', 'take', 'advantage', 'natural', 'disaster', 'steal', 'money', 'personal', 'information', 'fbi', 'wa', 'nx', 'n']","['scammer', 'take', 'advantag', 'natur', 'disast', 'steal', 'money', 'person', 'inform', 'fbi', 'wa', 'nx', 'n']","['scammer', 'take', 'advantage', 'natural', 'disaster', 'steal', 'money', 'personal', 'information', 'fbi', 'wa', 'nx', 'n']"
4530,THE VERY SAME PEOPLE WHO ARE DEMANDING Wray  investigate the #FBI leak about the #HunterBiden investigation and pos… https://t.co/tRfDz2d8YG,THE VERY SAME PEOPLE WHO ARE DEMANDING Wray  investigate the FBI leak about the HunterBiden investigation and pos…  d YG,"['the', 'very', 'same', 'people', 'who', 'are', 'demanding', 'wray', 'investigate', 'the', 'fbi', 'leak', 'about', 'the', 'hunterbiden', 'investigation', 'and', 'pos', 'd', 'yg']","['people', 'demanding', 'wray', 'investigate', 'fbi', 'leak', 'hunterbiden', 'investigation', 'pos', 'yg']","['peopl', 'demand', 'wray', 'investig', 'fbi', 'leak', 'hunterbiden', 'investig', 'po', 'yg']","['people', 'demanding', 'wray', 'investigate', 'fbi', 'leak', 'hunterbiden', 'investigation', 'po', 'yg']"
4534,If the #FBI doesn’t raid Hunter’s house then it just proves the hypocrisy and double standards of this administration. #IMPEACHBIDENNOW,If the FBI doesn’t raid Hunter’s house then it just proves the hypocrisy and double standards of this administration IMPEACHBIDENNOW,"['if', 'the', 'fbi', 'doesn', 't', 'raid', 'hunter', 's', 'house', 'then', 'it', 'just', 'proves', 'the', 'hypocrisy', 'and', 'double', 'standards', 'of', 'this', 'administration', 'impeachbidennow']","['fbi', 'raid', 'hunter', 'house', 'proves', 'hypocrisy', 'double', 'standards', 'administration', 'impeachbidennow']","['fbi', 'raid', 'hunter', 'hous', 'prove', 'hypocrisi', 'doubl', 'standard', 'administr', 'impeachbidennow']","['fbi', 'raid', 'hunter', 'house', 'prof', 'hypocrisy', 'double', 'standard', 'administration', 'impeachbidennow']"
4540,@SecurityDEVA @quinnmichaels @indradotai @InvokeIndra @ForTrent @FrancisFriendly @DevaBuddhism @ufoguide Have you h… https://t.co/tRjYiltiYF,SecurityDEVA quinnmichaels indradotai InvokeIndra ForTrent FrancisFriendly DevaBuddhism ufoguide Have you h… ,"['securitydeva', 'quinnmichaels', 'indradotai', 'invokeindra', 'fortrent', 'francisfriendly', 'devabuddhism', 'ufoguide', 'have', 'you', 'h', '']","['securitydeva', 'quinnmichaels', 'indradotai', 'invokeindra', 'fortrent', 'francisfriendly', 'devabuddhism', 'ufoguide', 'h', '']","['securitydeva', 'quinnmichael', 'indradotai', 'invokeindra', 'fortrent', 'francisfriendli', 'devabuddh', 'ufoguid', 'h', '']","['securitydeva', 'quinnmichaels', 'indradotai', 'invokeindra', 'fortrent', 'francisfriendly', 'devabuddhism', 'ufoguide', 'h', '']"
4542,@SecurityDEVA @quinnmichaels @indradotai @InvokeIndra @ForTrent @FrancisFriendly @DevaBuddhism @ufoguide Looking fo… https://t.co/w2ARdfuNvs,SecurityDEVA quinnmichaels indradotai InvokeIndra ForTrent FrancisFriendly DevaBuddhism ufoguide Looking fo…  ARdfuNvs,"['securitydeva', 'quinnmichaels', 'indradotai', 'invokeindra', 'fortrent', 'francisfriendly', 'devabuddhism', 'ufoguide', 'looking', 'fo', 'ardfunvs']","['securitydeva', 'quinnmichaels', 'indradotai', 'invokeindra', 'fortrent', 'francisfriendly', 'devabuddhism', 'ufoguide', 'looking', 'fo', 'ardfunvs']","['securitydeva', 'quinnmichael', 'indradotai', 'invokeindra', 'fortrent', 'francisfriendli', 'devabuddh', 'ufoguid', 'look', 'fo', 'ardfunv']","['securitydeva', 'quinnmichaels', 'indradotai', 'invokeindra', 'fortrent', 'francisfriendly', 'devabuddhism', 'ufoguide', 'looking', 'fo', 'ardfunvs']"
4547,@indradotai @InvokeIndra @bleubrain @ForTrent @FrancisFriendly @DevaBuddhism @ufoguide We are currently watching th… https://t.co/ztEdItL7Pa,indradotai InvokeIndra bleubrain ForTrent FrancisFriendly DevaBuddhism ufoguide We are currently watching th…  Pa,"['indradotai', 'invokeindra', 'bleubrain', 'fortrent', 'francisfriendly', 'devabuddhism', 'ufoguide', 'we', 'are', 'currently', 'watching', 'th', 'pa']","['indradotai', 'invokeindra', 'bleubrain', 'fortrent', 'francisfriendly', 'devabuddhism', 'ufoguide', 'currently', 'watching', 'th', 'pa']","['indradotai', 'invokeindra', 'bleubrain', 'fortrent', 'francisfriendli', 'devabuddh', 'ufoguid', 'current', 'watch', 'th', 'pa']","['indradotai', 'invokeindra', 'bleubrain', 'fortrent', 'francisfriendly', 'devabuddhism', 'ufoguide', 'currently', 'watching', 'th', 'pa']"
4549,The #FBI Child ID app allows you to securely store current photos &amp; vital information about your children on your m… https://t.co/V2NAwQWcuy,The FBI Child ID app allows you to securely store current photos amp vital information about your children on your m…  NAwQWcuy,"['the', 'fbi', 'child', 'id', 'app', 'allows', 'you', 'to', 'securely', 'store', 'current', 'photos', 'amp', 'vital', 'information', 'about', 'your', 'children', 'on', 'your', 'm', 'nawqwcuy']","['fbi', 'child', 'id', 'app', 'allows', 'securely', 'store', 'current', 'photos', 'amp', 'vital', 'information', 'children', 'nawqwcuy']","['fbi', 'child', 'id', 'app', 'allow', 'secur', 'store', 'current', 'photo', 'amp', 'vital', 'inform', 'children', 'nawqwcuy']","['fbi', 'child', 'id', 'app', 'allows', 'securely', 'store', 'current', 'photo', 'amp', 'vital', 'information', 'child', 'nawqwcuy']"
4552,"Today, thanks to the support and participation of our partners, SAC Bujanda swore in additional task force members.… https://t.co/tUPjEpt0jw",Today thanks to the support and participation of our partners SAC Bujanda swore in additional task force members…  jw,"['today', 'thanks', 'to', 'the', 'support', 'and', 'participation', 'of', 'our', 'partners', 'sac', 'bujanda', 'swore', 'in', 'additional', 'task', 'force', 'members', 'jw']","['today', 'thanks', 'support', 'participation', 'partners', 'sac', 'bujanda', 'swore', 'additional', 'task', 'force', 'members', 'jw']","['today', 'thank', 'support', 'particip', 'partner', 'sac', 'bujanda', 'swore', 'addit', 'task', 'forc', 'member', 'jw']","['today', 'thanks', 'support', 'participation', 'partner', 'sac', 'bujanda', 'swore', 'additional', 'task', 'force', 'member', 'jw']"
4553,"https://t.co/6i9AENadse
good.   Another seditionist guilty.   Keep the good work coming #FBI"," i AENadse
good   Another seditionist guilty   Keep the good work coming FBI","['', 'i', 'aenadse', 'good', 'another', 'seditionist', 'guilty', 'keep', 'the', 'good', 'work', 'coming', 'fbi']","['', 'aenadse', 'good', 'another', 'seditionist', 'guilty', 'keep', 'good', 'work', 'coming', 'fbi']","['', 'aenads', 'good', 'anoth', 'seditionist', 'guilti', 'keep', 'good', 'work', 'come', 'fbi']","['', 'aenadse', 'good', 'another', 'seditionist', 'guilty', 'keep', 'good', 'work', 'coming', 'fbi']"
4558,"I don't trust the #fbi, the #DOJ and I sure as hell don't trust anyone in Delaware!!! Biden is from Delaware!! We n… https://t.co/WxKZHgtIAm",I dont trust the fbi the DOJ and I sure as hell dont trust anyone in Delaware Biden is from Delaware We n… ,"['i', 'dont', 'trust', 'the', 'fbi', 'the', 'doj', 'and', 'i', 'sure', 'as', 'hell', 'dont', 'trust', 'anyone', 'in', 'delaware', 'biden', 'is', 'from', 'delaware', 'we', 'n', '']","['dont', 'trust', 'fbi', 'doj', 'sure', 'hell', 'dont', 'trust', 'anyone', 'delaware', 'biden', 'delaware', 'n', '']","['dont', 'trust', 'fbi', 'doj', 'sure', 'hell', 'dont', 'trust', 'anyon', 'delawar', 'biden', 'delawar', 'n', '']","['dont', 'trust', 'fbi', 'doj', 'sure', 'hell', 'dont', 'trust', 'anyone', 'delaware', 'biden', 'delaware', 'n', '']"
4560,GREAT COVERUP 🤥Jesse Watters https://t.co/eUBItxMBJe via @FoxNews @TulsiGabbard @RandPaul #BidenCrimeFamilly… https://t.co/Sf9mtthgBp,GREAT COVERUP 🤥Jesse Watters  via FoxNews TulsiGabbard RandPaul BidenCrimeFamilly…  mtthgBp,"['great', 'coverup', 'jesse', 'watters', 'via', 'foxnews', 'tulsigabbard', 'randpaul', 'bidencrimefamilly', 'mtthgbp']","['great', 'coverup', 'jesse', 'watters', 'via', 'foxnews', 'tulsigabbard', 'randpaul', 'bidencrimefamilly', 'mtthgbp']","['great', 'coverup', 'jess', 'watter', 'via', 'foxnew', 'tulsigabbard', 'randpaul', 'bidencrimefamilli', 'mtthgbp']","['great', 'coverup', 'jesse', 'watters', 'via', 'foxnews', 'tulsigabbard', 'randpaul', 'bidencrimefamilly', 'mtthgbp']"
4561,@_johnny_cakes__ @SpiroAgnewGhost Especially when pot is legalized Federally. #FBI #GetMAGA,johnnycakes SpiroAgnewGhost Especially when pot is legalized Federally FBI GetMAGA,"['johnnycakes', 'spiroagnewghost', 'especially', 'when', 'pot', 'is', 'legalized', 'federally', 'fbi', 'getmaga']","['johnnycakes', 'spiroagnewghost', 'especially', 'pot', 'legalized', 'federally', 'fbi', 'getmaga']","['johnnycak', 'spiroagnewghost', 'especi', 'pot', 'legal', 'feder', 'fbi', 'getmaga']","['johnnycake', 'spiroagnewghost', 'especially', 'pot', 'legalized', 'federally', 'fbi', 'getmaga']"
4564,So #MerrickGarland’s no leak @TheJusticeDept @DOJCrimDiv when it comes to #trump #TrumpCrimeFamily esp JARED KUSHNE… https://t.co/zs3uwCShCJ,So MerrickGarland’s no leak TheJusticeDept DOJCrimDiv when it comes to trump TrumpCrimeFamily esp JARED KUSHNE…  uwCShCJ,"['so', 'merrickgarland', 's', 'no', 'leak', 'thejusticedept', 'dojcrimdiv', 'when', 'it', 'comes', 'to', 'trump', 'trumpcrimefamily', 'esp', 'jared', 'kushne', 'uwcshcj']","['merrickgarland', 'leak', 'thejusticedept', 'dojcrimdiv', 'comes', 'trump', 'trumpcrimefamily', 'esp', 'jared', 'kushne', 'uwcshcj']","['merrickgarland', 'leak', 'thejusticedept', 'dojcrimdiv', 'come', 'trump', 'trumpcrimefamili', 'esp', 'jare', 'kushn', 'uwcshcj']","['merrickgarland', 'leak', 'thejusticedept', 'dojcrimdiv', 'come', 'trump', 'trumpcrimefamily', 'esp', 'jared', 'kushne', 'uwcshcj']"
4566,"Surprise!
#Trump #MarAlago
#TheJusticeDept #FBI 

Justice Dept. Is Said to Believe Trump Has More Documents https://t.co/OglJkqtYQq","Surprise
Trump MarAlago
TheJusticeDept FBI 

Justice Dept Is Said to Believe Trump Has More Documents ","['surprise', 'trump', 'maralago', 'thejusticedept', 'fbi', 'justice', 'dept', 'is', 'said', 'to', 'believe', 'trump', 'has', 'more', 'documents', '']","['surprise', 'trump', 'maralago', 'thejusticedept', 'fbi', 'justice', 'dept', 'said', 'believe', 'trump', 'documents', '']","['surpris', 'trump', 'maralago', 'thejusticedept', 'fbi', 'justic', 'dept', 'said', 'believ', 'trump', 'document', '']","['surprise', 'trump', 'maralago', 'thejusticedept', 'fbi', 'justice', 'dept', 'said', 'believe', 'trump', 'document', '']"
4567,Looks like “Justice” has finally caught up to #HunterBiden ‼️ WAPO  is reporting the Grand Jury is finished and Hun… https://t.co/DVWb2d8Uxi,Looks like “Justice” has finally caught up to HunterBiden ‼️ WAPO  is reporting the Grand Jury is finished and Hun…  d Uxi,"['looks', 'like', 'justice', 'has', 'finally', 'caught', 'up', 'to', 'hunterbiden', 'wapo', 'is', 'reporting', 'the', 'grand', 'jury', 'is', 'finished', 'and', 'hun', 'd', 'uxi']","['looks', 'like', 'justice', 'finally', 'caught', 'hunterbiden', 'wapo', 'reporting', 'grand', 'jury', 'finished', 'hun', 'uxi']","['look', 'like', 'justic', 'final', 'caught', 'hunterbiden', 'wapo', 'report', 'grand', 'juri', 'finish', 'hun', 'uxi']","['look', 'like', 'justice', 'finally', 'caught', 'hunterbiden', 'wapo', 'reporting', 'grand', 'jury', 'finished', 'hun', 'uxi']"
